[2338, 1654]
[paragraph, [549.0, 226.0, 721.0, 36.0], 5wiz0XFCVg, 5753288]
[paragraph, [549.0, 262.0, 721.0, 36.0], 5wiz0XFCVg, 5753288]
[paragraph, [267.0, 319.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 355.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 391.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 427.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 463.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 499.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 535.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 571.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 607.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 643.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 679.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 715.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 751.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 787.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 823.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 859.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 895.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 931.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 967.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 1003.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 1039.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 1075.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [267.0, 1111.0, 1197.0, 36.0], shoonya_0sRM3LHFY36292, 5753288]
[paragraph, [575.0, 1182.0, 799.0, 36.0], shoonya_3sUD43CQ1NMHOO, 5753288]
[paragraph, [575.0, 1218.0, 799.0, 36.0], shoonya_3sUD43CQ1NMHOO, 5753288]
[paragraph, [575.0, 1254.0, 799.0, 36.0], shoonya_3sUD43CQ1NMHOO, 5753288]
[paragraph, [575.0, 1290.0, 799.0, 36.0], shoonya_3sUD43CQ1NMHOO, 5753288]
[paragraph, [266.0, 1350.0, 1212.0, 36.0], shoonya_1sDAYOB6O4AEQ3, 5753288]
[paragraph, [266.0, 1386.0, 1212.0, 36.0], shoonya_1sDAYOB6O4AEQ3, 5753288]
[paragraph, [266.0, 1422.0, 1212.0, 36.0], shoonya_1sDAYOB6O4AEQ3, 5753288]
[paragraph, [266.0, 1458.0, 1212.0, 36.0], shoonya_1sDAYOB6O4AEQ3, 5753288]
[paragraph, [266.0, 1494.0, 1212.0, 36.0], shoonya_1sDAYOB6O4AEQ3, 5753288]
[paragraph, [266.0, 1530.0, 1212.0, 36.0], shoonya_1sDAYOB6O4AEQ3, 5753288]
[paragraph, [266.0, 1566.0, 1212.0, 36.0], shoonya_1sDAYOB6O4AEQ3, 5753288]
[paragraph, [266.0, 1602.0, 1212.0, 36.0], shoonya_1sDAYOB6O4AEQ3, 5753288]
[paragraph, [266.0, 1638.0, 1212.0, 36.0], shoonya_1sDAYOB6O4AEQ3, 5753288]
[paragraph, [266.0, 1674.0, 1212.0, 36.0], shoonya_1sDAYOB6O4AEQ3, 5753288]
[paragraph, [266.0, 1710.0, 1212.0, 36.0], shoonya_1sDAYOB6O4AEQ3, 5753288]
[paragraph, [551.0, 1780.0, 746.0, 36.0], sUj602FcWI, 5753288]
[paragraph, [551.0, 1816.0, 746.0, 36.0], sUj602FcWI, 5753288]
[reference, [260.0, 1966.0, 557.0, 36.0], Q7q3UL2CxS, 5753288]
[reference, [260.0, 2002.0, 557.0, 36.0], Q7q3UL2CxS, 5753288]
[reference, [260.0, 2038.0, 557.0, 36.0], Q7q3UL2CxS, 5753288]
[reference, [260.0, 2074.0, 557.0, 36.0], Q7q3UL2CxS, 5753288]
