[1545, 2000]
[section-title, [685.0, 82.0, 562.0, 49.5], LwsWaGGyoM, 6532444]
[section-title, [685.0, 131.5, 562.0, 49.5], LwsWaGGyoM, 6532444]
[section-title, [685.0, 181.0, 562.0, 49.5], LwsWaGGyoM, 6532444]
[section-title, [685.0, 230.5, 562.0, 49.5], LwsWaGGyoM, 6532444]
[section-title, [685.0, 280.0, 562.0, 49.5], LwsWaGGyoM, 6532444]
[section-title, [685.0, 329.5, 562.0, 49.5], LwsWaGGyoM, 6532444]
[section-title, [685.0, 379.0, 562.0, 49.5], LwsWaGGyoM, 6532444]
[section-title, [55.0, 100.0, 565.0, 49.5], shoonya_0sZPCDSHGZZXCI, 6532444]
[section-title, [55.0, 149.5, 565.0, 49.5], shoonya_0sZPCDSHGZZXCI, 6532444]
[paragraph, [187.0, 227.0, 287.0, 36.0], VD4_Hj0jpk, 6532444]
[sub-section-title, [42.0, 350.0, 300.0, 36.0], 7KpyGWfF4G, 6532444]
[headline, [1390.0, 384.0, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 421.5, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 459.0, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 496.5, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 534.0, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 571.5, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 609.0, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 646.5, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 684.0, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 721.5, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 759.0, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 796.5, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 834.0, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 871.5, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 909.0, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 946.5, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 984.0, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 1021.5, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 1059.0, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 1096.5, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 1134.0, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 1171.5, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 1209.0, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 1246.5, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 1284.0, 367.0, 37.5], oKMdR4qbbR, 6532444]
[headline, [1390.0, 1321.5, 367.0, 37.5], oKMdR4qbbR, 6532444]
[paragraph, [45.0, 399.0, 467.0, 36.0], 1aZe8ohRLo, 6532444]
[paragraph, [45.0, 435.0, 467.0, 36.0], 1aZe8ohRLo, 6532444]
[paragraph, [45.0, 471.0, 467.0, 36.0], 1aZe8ohRLo, 6532444]
[paragraph, [45.0, 507.0, 467.0, 36.0], 1aZe8ohRLo, 6532444]
[paragraph, [45.0, 543.0, 467.0, 36.0], 1aZe8ohRLo, 6532444]
[sub-section-title, [330.0, 612.0, 290.0, 36.0], TvlOjho1rz, 6532444]
[paragraph, [142.0, 664.0, 475.0, 36.0], YVogIGfMKm, 6532444]
[paragraph, [142.0, 700.0, 475.0, 36.0], YVogIGfMKm, 6532444]
[paragraph, [142.0, 736.0, 475.0, 36.0], YVogIGfMKm, 6532444]
