[1654, 2338]
[chapter-title, [899.0, 105.0, 499.0, 58.5], uuKl2R2q49, 5736109]
[section-title, [99.0, 215.0, 245.0, 49.5], S1DlR4TCUx, 5736109]
[paragraph, [87.0, 320.0, 2124.0, 36.0], w0-7cJmqf8, 5736109]
[paragraph, [87.0, 356.0, 2124.0, 36.0], w0-7cJmqf8, 5736109]
[paragraph, [87.0, 392.0, 2124.0, 36.0], w0-7cJmqf8, 5736109]
[paragraph, [87.0, 428.0, 2124.0, 36.0], w0-7cJmqf8, 5736109]
[paragraph, [87.0, 464.0, 2124.0, 36.0], w0-7cJmqf8, 5736109]
[paragraph, [87.0, 500.0, 2124.0, 36.0], w0-7cJmqf8, 5736109]
[paragraph, [87.0, 536.0, 2124.0, 36.0], w0-7cJmqf8, 5736109]
[paragraph, [87.0, 572.0, 2124.0, 36.0], w0-7cJmqf8, 5736109]
[paragraph, [87.0, 608.0, 2124.0, 36.0], w0-7cJmqf8, 5736109]
[paragraph, [87.0, 644.0, 2124.0, 36.0], w0-7cJmqf8, 5736109]
[paragraph, [87.0, 680.0, 2124.0, 36.0], w0-7cJmqf8, 5736109]
[paragraph, [87.0, 716.0, 2124.0, 36.0], w0-7cJmqf8, 5736109]
[paragraph, [87.0, 752.0, 2124.0, 36.0], w0-7cJmqf8, 5736109]
[paragraph, [87.0, 788.0, 2124.0, 36.0], w0-7cJmqf8, 5736109]
[paragraph, [87.0, 824.0, 2124.0, 36.0], w0-7cJmqf8, 5736109]
[paragraph, [87.0, 860.0, 2124.0, 36.0], w0-7cJmqf8, 5736109]
[paragraph, [87.0, 896.0, 2124.0, 36.0], w0-7cJmqf8, 5736109]
[section-title, [107.0, 1000.0, 504.0, 49.5], cakGfmm7Kf, 5736109]
[paragraph, [105.0, 1123.0, 2095.0, 36.0], QPx16flVtL, 5736109]
[paragraph, [105.0, 1159.0, 2095.0, 36.0], QPx16flVtL, 5736109]
[paragraph, [105.0, 1195.0, 2095.0, 36.0], QPx16flVtL, 5736109]
[paragraph, [105.0, 1231.0, 2095.0, 36.0], QPx16flVtL, 5736109]
[paragraph, [105.0, 1267.0, 2095.0, 36.0], QPx16flVtL, 5736109]
[paragraph, [105.0, 1303.0, 2095.0, 36.0], QPx16flVtL, 5736109]
[paragraph, [96.0, 1350.0, 2098.0, 36.0], C5k-IgrhZy, 5736109]
[paragraph, [96.0, 1386.0, 2098.0, 36.0], C5k-IgrhZy, 5736109]
[paragraph, [96.0, 1422.0, 2098.0, 36.0], C5k-IgrhZy, 5736109]
