[595, 454]
[chapter-title, [287.0, 139.0, 153.0, 30.0], shoonya_0sXM1I9W0XEWQJ, 6460089]
[paragraph, [40.0, 198.0, 201.0, 18.0], fquyNZ_g06, 6460089]
[paragraph, [40.0, 216.0, 201.0, 18.0], fquyNZ_g06, 6460089]
[paragraph, [40.0, 234.0, 201.0, 18.0], fquyNZ_g06, 6460089]
[paragraph, [40.0, 252.0, 201.0, 18.0], fquyNZ_g06, 6460089]
[paragraph, [40.0, 270.0, 201.0, 18.0], fquyNZ_g06, 6460089]
[paragraph, [40.0, 288.0, 201.0, 18.0], fquyNZ_g06, 6460089]
[paragraph, [243.0, 198.0, 197.0, 18.0], n9m-2sQojc, 6460089]
[paragraph, [243.0, 216.0, 197.0, 18.0], n9m-2sQojc, 6460089]
[paragraph, [243.0, 234.0, 197.0, 18.0], n9m-2sQojc, 6460089]
[paragraph, [243.0, 252.0, 197.0, 18.0], n9m-2sQojc, 6460089]
[paragraph, [243.0, 270.0, 197.0, 18.0], n9m-2sQojc, 6460089]
[paragraph, [243.0, 288.0, 197.0, 18.0], n9m-2sQojc, 6460089]
[paragraph, [40.0, 316.0, 198.0, 18.0], DtAbcYacyK, 6460089]
[paragraph, [40.0, 334.0, 198.0, 18.0], DtAbcYacyK, 6460089]
[paragraph, [40.0, 352.0, 198.0, 18.0], DtAbcYacyK, 6460089]
[paragraph, [241.0, 316.0, 202.0, 18.0], mdb80LzcfK, 6460089]
[paragraph, [241.0, 334.0, 202.0, 18.0], mdb80LzcfK, 6460089]
[paragraph, [241.0, 352.0, 202.0, 18.0], mdb80LzcfK, 6460089]
[paragraph, [243.0, 373.0, 198.0, 18.0], x46jsxcuAf, 6460089]
[paragraph, [243.0, 391.0, 198.0, 18.0], x46jsxcuAf, 6460089]
[paragraph, [45.0, 374.0, 196.0, 18.0], 7qoKRCBx2p, 6460089]
[paragraph, [45.0, 392.0, 196.0, 18.0], 7qoKRCBx2p, 6460089]
[paragraph, [45.0, 410.0, 196.0, 18.0], 7qoKRCBx2p, 6460089]
[paragraph, [45.0, 428.0, 196.0, 18.0], 7qoKRCBx2p, 6460089]
[paragraph, [45.0, 446.0, 196.0, 18.0], 7qoKRCBx2p, 6460089]
[paragraph, [45.0, 464.0, 196.0, 18.0], 7qoKRCBx2p, 6460089]
[paragraph, [45.0, 482.0, 196.0, 18.0], 7qoKRCBx2p, 6460089]
[paragraph, [45.0, 500.0, 196.0, 18.0], 7qoKRCBx2p, 6460089]
[paragraph, [239.0, 413.0, 201.0, 18.0], -hsiASVbs3, 6460089]
[paragraph, [239.0, 431.0, 201.0, 18.0], -hsiASVbs3, 6460089]
[paragraph, [239.0, 449.0, 201.0, 18.0], -hsiASVbs3, 6460089]
[paragraph, [239.0, 467.0, 201.0, 18.0], -hsiASVbs3, 6460089]
[paragraph, [239.0, 485.0, 201.0, 18.0], -hsiASVbs3, 6460089]
[paragraph, [243.0, 505.0, 196.0, 18.0], 864l3HUJZY, 6460089]
[folio, [208.0, 536.0, 73.0, 18.0], C1IHjgsf7x, 6460089]
