[792, 612]
[section-title, [20.0, 55.0, 172.0, 30.0], shoonya_10s3Q1X8I0LNY1, 6515772]
[headline, [221.0, 72.0, 316.0, 25.5], shoonya_1s24LFJN34ZT4Z, 6515772]
[headline, [221.0, 97.5, 316.0, 25.5], shoonya_1s24LFJN34ZT4Z, 6515772]
[headline, [221.0, 123.0, 316.0, 25.5], shoonya_1s24LFJN34ZT4Z, 6515772]
[index, [55.0, 122.0, 97.0, 18.0], 4-t1BS-RlE, 6515772]
[index, [55.0, 140.0, 97.0, 18.0], 4-t1BS-RlE, 6515772]
[index, [55.0, 158.0, 97.0, 18.0], 4-t1BS-RlE, 6515772]
[index, [55.0, 176.0, 97.0, 18.0], 4-t1BS-RlE, 6515772]
[index, [55.0, 194.0, 97.0, 18.0], 4-t1BS-RlE, 6515772]
[index, [55.0, 212.0, 97.0, 18.0], 4-t1BS-RlE, 6515772]
[index, [55.0, 230.0, 97.0, 18.0], 4-t1BS-RlE, 6515772]
[index, [55.0, 248.0, 97.0, 18.0], 4-t1BS-RlE, 6515772]
[index, [55.0, 266.0, 97.0, 18.0], 4-t1BS-RlE, 6515772]
[index, [55.0, 284.0, 97.0, 18.0], 4-t1BS-RlE, 6515772]
[index, [55.0, 302.0, 97.0, 18.0], 4-t1BS-RlE, 6515772]
[index, [55.0, 320.0, 97.0, 18.0], 4-t1BS-RlE, 6515772]
[index, [55.0, 338.0, 97.0, 18.0], 4-t1BS-RlE, 6515772]
[index, [55.0, 356.0, 97.0, 18.0], 4-t1BS-RlE, 6515772]
[index, [55.0, 374.0, 97.0, 18.0], 4-t1BS-RlE, 6515772]
[index, [55.0, 392.0, 97.0, 18.0], 4-t1BS-RlE, 6515772]
[author, [223.0, 163.0, 83.0, 18.0], shoonya_0sS7S7JY52QW32, 6515772]
[figure-caption, [392.0, 178.0, 219.0, 18.0], shoonya_11s659PG72WIIA, 6515772]
[figure-caption, [392.0, 196.0, 219.0, 18.0], shoonya_11s659PG72WIIA, 6515772]
[figure-caption, [392.0, 214.0, 219.0, 18.0], shoonya_11s659PG72WIIA, 6515772]
[figure-caption, [392.0, 232.0, 219.0, 18.0], shoonya_11s659PG72WIIA, 6515772]
[figure-caption, [392.0, 250.0, 219.0, 18.0], shoonya_11s659PG72WIIA, 6515772]
[figure-caption, [392.0, 268.0, 219.0, 18.0], shoonya_11s659PG72WIIA, 6515772]
[figure-caption, [392.0, 286.0, 219.0, 18.0], shoonya_11s659PG72WIIA, 6515772]
[figure-caption, [392.0, 304.0, 219.0, 18.0], shoonya_11s659PG72WIIA, 6515772]
[paragraph, [223.0, 191.0, 164.0, 18.0], shoonya_3s0JSYMOX8O93O, 6515772]
[paragraph, [223.0, 209.0, 164.0, 18.0], shoonya_3s0JSYMOX8O93O, 6515772]
[paragraph, [223.0, 227.0, 164.0, 18.0], shoonya_3s0JSYMOX8O93O, 6515772]
[paragraph, [223.0, 245.0, 164.0, 18.0], shoonya_3s0JSYMOX8O93O, 6515772]
[paragraph, [223.0, 263.0, 164.0, 18.0], shoonya_3s0JSYMOX8O93O, 6515772]
[paragraph, [223.0, 281.0, 164.0, 18.0], shoonya_3s0JSYMOX8O93O, 6515772]
[paragraph, [223.0, 299.0, 164.0, 18.0], shoonya_3s0JSYMOX8O93O, 6515772]
[paragraph, [223.0, 317.0, 164.0, 18.0], shoonya_3s0JSYMOX8O93O, 6515772]
[paragraph, [223.0, 335.0, 164.0, 18.0], shoonya_3s0JSYMOX8O93O, 6515772]
[paragraph, [223.0, 353.0, 164.0, 18.0], shoonya_3s0JSYMOX8O93O, 6515772]
[paragraph, [393.0, 337.0, 154.0, 18.0], shoonya_9sKP2SXT5KD47Y, 6515772]
[paragraph, [393.0, 355.0, 154.0, 18.0], shoonya_9sKP2SXT5KD47Y, 6515772]
[paragraph, [223.0, 373.0, 162.0, 18.0], shoonya_8sSLLUBCMSICY7, 6515772]
[paragraph, [223.0, 391.0, 162.0, 18.0], shoonya_8sSLLUBCMSICY7, 6515772]
[paragraph, [223.0, 409.0, 162.0, 18.0], shoonya_8sSLLUBCMSICY7, 6515772]
[paragraph, [223.0, 427.0, 162.0, 18.0], shoonya_8sSLLUBCMSICY7, 6515772]
[paragraph, [223.0, 445.0, 162.0, 18.0], shoonya_8sSLLUBCMSICY7, 6515772]
[paragraph, [223.0, 463.0, 162.0, 18.0], shoonya_8sSLLUBCMSICY7, 6515772]
[paragraph, [223.0, 481.0, 162.0, 18.0], shoonya_8sSLLUBCMSICY7, 6515772]
[paragraph, [223.0, 499.0, 162.0, 18.0], shoonya_8sSLLUBCMSICY7, 6515772]
[paragraph, [223.0, 517.0, 162.0, 18.0], shoonya_8sSLLUBCMSICY7, 6515772]
[paragraph, [223.0, 535.0, 162.0, 18.0], shoonya_8sSLLUBCMSICY7, 6515772]
[paragraph, [223.0, 553.0, 162.0, 18.0], shoonya_8sSLLUBCMSICY7, 6515772]
[paragraph, [223.0, 571.0, 162.0, 18.0], shoonya_8sSLLUBCMSICY7, 6515772]
[paragraph, [223.0, 589.0, 162.0, 18.0], shoonya_8sSLLUBCMSICY7, 6515772]
[paragraph, [393.0, 374.0, 159.0, 18.0], shoonya_7s37PRRDXCE3EI, 6515772]
[paragraph, [393.0, 392.0, 159.0, 18.0], shoonya_7s37PRRDXCE3EI, 6515772]
[paragraph, [393.0, 410.0, 159.0, 18.0], shoonya_7s37PRRDXCE3EI, 6515772]
[paragraph, [393.0, 428.0, 159.0, 18.0], shoonya_7s37PRRDXCE3EI, 6515772]
[paragraph, [393.0, 446.0, 159.0, 18.0], shoonya_7s37PRRDXCE3EI, 6515772]
[paragraph, [393.0, 464.0, 159.0, 18.0], shoonya_7s37PRRDXCE3EI, 6515772]
[paragraph, [393.0, 482.0, 159.0, 18.0], shoonya_7s37PRRDXCE3EI, 6515772]
[paragraph, [393.0, 500.0, 159.0, 18.0], shoonya_7s37PRRDXCE3EI, 6515772]
[paragraph, [393.0, 518.0, 159.0, 18.0], shoonya_7s37PRRDXCE3EI, 6515772]
[paragraph, [393.0, 536.0, 159.0, 18.0], shoonya_7s37PRRDXCE3EI, 6515772]
[paragraph, [393.0, 554.0, 159.0, 18.0], shoonya_7s37PRRDXCE3EI, 6515772]
[paragraph, [393.0, 572.0, 159.0, 18.0], shoonya_7s37PRRDXCE3EI, 6515772]
[paragraph, [393.0, 590.0, 159.0, 18.0], shoonya_7s37PRRDXCE3EI, 6515772]
[paragraph, [393.0, 608.0, 159.0, 18.0], shoonya_7s37PRRDXCE3EI, 6515772]
[paragraph, [393.0, 626.0, 159.0, 18.0], shoonya_7s37PRRDXCE3EI, 6515772]
[contact-info, [27.0, 423.0, 161.0, 18.0], o0rzUWVDdh, 6515772]
[contact-info, [27.0, 441.0, 161.0, 18.0], o0rzUWVDdh, 6515772]
[contact-info, [27.0, 459.0, 161.0, 18.0], o0rzUWVDdh, 6515772]
[contact-info, [27.0, 477.0, 161.0, 18.0], o0rzUWVDdh, 6515772]
[contact-info, [27.0, 495.0, 161.0, 18.0], o0rzUWVDdh, 6515772]
[contact-info, [27.0, 513.0, 161.0, 18.0], o0rzUWVDdh, 6515772]
[contact-info, [27.0, 531.0, 161.0, 18.0], o0rzUWVDdh, 6515772]
[contact-info, [27.0, 549.0, 161.0, 18.0], o0rzUWVDdh, 6515772]
[contact-info, [27.0, 567.0, 161.0, 18.0], o0rzUWVDdh, 6515772]
