[792, 612]
[headline, [68.0, 47.0, 197.0, 25.5], shoonya_3sCLSJAPMLB6YP, 5654001]
[headline, [68.0, 72.5, 197.0, 25.5], shoonya_3sCLSJAPMLB6YP, 5654001]
[paragraph, [292.0, 91.0, 257.0, 18.0], shoonya_6s1173NAICVDY7, 5654001]
[paragraph, [292.0, 109.0, 257.0, 18.0], shoonya_6s1173NAICVDY7, 5654001]
[paragraph, [292.0, 127.0, 257.0, 18.0], shoonya_6s1173NAICVDY7, 5654001]
[paragraph, [292.0, 145.0, 257.0, 18.0], shoonya_6s1173NAICVDY7, 5654001]
[paragraph, [292.0, 163.0, 257.0, 18.0], shoonya_6s1173NAICVDY7, 5654001]
[paragraph, [292.0, 181.0, 257.0, 18.0], shoonya_6s1173NAICVDY7, 5654001]
[paragraph, [292.0, 199.0, 257.0, 18.0], shoonya_6s1173NAICVDY7, 5654001]
[paragraph, [292.0, 217.0, 257.0, 18.0], shoonya_6s1173NAICVDY7, 5654001]
[paragraph, [88.0, 285.0, 219.0, 18.0], shoonya_2sGLECBQ7JJPPE, 5654001]
[paragraph, [88.0, 303.0, 219.0, 18.0], shoonya_2sGLECBQ7JJPPE, 5654001]
[paragraph, [88.0, 321.0, 219.0, 18.0], shoonya_2sGLECBQ7JJPPE, 5654001]
[paragraph, [88.0, 339.0, 219.0, 18.0], shoonya_2sGLECBQ7JJPPE, 5654001]
[paragraph, [88.0, 357.0, 219.0, 18.0], shoonya_2sGLECBQ7JJPPE, 5654001]
[paragraph, [88.0, 375.0, 219.0, 18.0], shoonya_2sGLECBQ7JJPPE, 5654001]
[paragraph, [88.0, 393.0, 219.0, 18.0], shoonya_2sGLECBQ7JJPPE, 5654001]
[paragraph, [88.0, 411.0, 219.0, 18.0], shoonya_2sGLECBQ7JJPPE, 5654001]
[paragraph, [88.0, 429.0, 219.0, 18.0], shoonya_2sGLECBQ7JJPPE, 5654001]
[paragraph, [88.0, 447.0, 219.0, 18.0], shoonya_2sGLECBQ7JJPPE, 5654001]
[paragraph, [88.0, 465.0, 219.0, 18.0], shoonya_2sGLECBQ7JJPPE, 5654001]
[paragraph, [88.0, 483.0, 219.0, 18.0], shoonya_2sGLECBQ7JJPPE, 5654001]
[paragraph, [88.0, 501.0, 219.0, 18.0], shoonya_2sGLECBQ7JJPPE, 5654001]
[paragraph, [88.0, 519.0, 219.0, 18.0], shoonya_2sGLECBQ7JJPPE, 5654001]
[paragraph, [349.0, 485.0, 205.0, 18.0], shoonya_0sSA6NIWHG7CDH, 5654001]
[paragraph, [349.0, 503.0, 205.0, 18.0], shoonya_0sSA6NIWHG7CDH, 5654001]
[paragraph, [349.0, 521.0, 205.0, 18.0], shoonya_0sSA6NIWHG7CDH, 5654001]
[paragraph, [349.0, 539.0, 205.0, 18.0], shoonya_0sSA6NIWHG7CDH, 5654001]
[paragraph, [349.0, 557.0, 205.0, 18.0], shoonya_0sSA6NIWHG7CDH, 5654001]
[paragraph, [349.0, 575.0, 205.0, 18.0], shoonya_0sSA6NIWHG7CDH, 5654001]
[paragraph, [349.0, 593.0, 205.0, 18.0], shoonya_0sSA6NIWHG7CDH, 5654001]
[paragraph, [349.0, 611.0, 205.0, 18.0], shoonya_0sSA6NIWHG7CDH, 5654001]
[paragraph, [349.0, 629.0, 205.0, 18.0], shoonya_0sSA6NIWHG7CDH, 5654001]
[paragraph, [349.0, 647.0, 205.0, 18.0], shoonya_0sSA6NIWHG7CDH, 5654001]
[paragraph, [349.0, 665.0, 205.0, 18.0], shoonya_0sSA6NIWHG7CDH, 5654001]
[paragraph, [349.0, 683.0, 205.0, 18.0], shoonya_0sSA6NIWHG7CDH, 5654001]
[paragraph, [285.0, 570.0, 57.0, 18.0], 8_e2MOigGs, 5654001]
[paragraph, [285.0, 588.0, 57.0, 18.0], 8_e2MOigGs, 5654001]
[paragraph, [285.0, 606.0, 57.0, 18.0], 8_e2MOigGs, 5654001]
[paragraph, [285.0, 624.0, 57.0, 18.0], 8_e2MOigGs, 5654001]
[paragraph, [285.0, 642.0, 57.0, 18.0], 8_e2MOigGs, 5654001]
[paragraph, [285.0, 660.0, 57.0, 18.0], 8_e2MOigGs, 5654001]
[paragraph, [285.0, 678.0, 57.0, 18.0], 8_e2MOigGs, 5654001]
[folio, [472.0, 734.0, 61.0, 18.0], asoocE9peW, 5654001]
