[1387, 987]
[paragraph, [59.0, 85.0, 860.0, 18.0], shoonya_0s1PX4RQDKRYT0, 5652535]
[paragraph, [59.0, 103.0, 860.0, 18.0], shoonya_0s1PX4RQDKRYT0, 5652535]
[paragraph, [59.0, 121.0, 860.0, 18.0], shoonya_0s1PX4RQDKRYT0, 5652535]
[paragraph, [59.0, 139.0, 860.0, 18.0], shoonya_0s1PX4RQDKRYT0, 5652535]
[paragraph, [59.0, 157.0, 860.0, 18.0], shoonya_0s1PX4RQDKRYT0, 5652535]
[paragraph, [59.0, 175.0, 860.0, 18.0], shoonya_0s1PX4RQDKRYT0, 5652535]
[paragraph, [59.0, 193.0, 860.0, 18.0], shoonya_0s1PX4RQDKRYT0, 5652535]
[paragraph, [59.0, 211.0, 860.0, 18.0], shoonya_0s1PX4RQDKRYT0, 5652535]
[paragraph, [59.0, 229.0, 860.0, 18.0], shoonya_0s1PX4RQDKRYT0, 5652535]
[paragraph, [59.0, 247.0, 860.0, 18.0], shoonya_0s1PX4RQDKRYT0, 5652535]
[paragraph, [59.0, 265.0, 860.0, 18.0], shoonya_0s1PX4RQDKRYT0, 5652535]
[paragraph, [59.0, 283.0, 860.0, 18.0], shoonya_0s1PX4RQDKRYT0, 5652535]
[paragraph, [59.0, 301.0, 860.0, 18.0], shoonya_0s1PX4RQDKRYT0, 5652535]
[paragraph, [59.0, 319.0, 860.0, 18.0], shoonya_0s1PX4RQDKRYT0, 5652535]
[paragraph, [59.0, 337.0, 860.0, 18.0], shoonya_0s1PX4RQDKRYT0, 5652535]
[paragraph, [59.0, 355.0, 860.0, 18.0], shoonya_0s1PX4RQDKRYT0, 5652535]
[paragraph, [60.0, 387.0, 641.0, 18.0], IZN_SP6_dj, 5652535]
[paragraph, [60.0, 405.0, 641.0, 18.0], IZN_SP6_dj, 5652535]
[paragraph, [60.0, 423.0, 641.0, 18.0], IZN_SP6_dj, 5652535]
[paragraph, [61.0, 457.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 475.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 493.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 511.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 529.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 547.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 565.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 583.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 601.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 619.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 637.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 655.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 673.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 691.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 709.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 727.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 745.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 763.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 781.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 799.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 817.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 835.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 853.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 871.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 889.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 907.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 925.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 943.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 961.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 979.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 997.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [61.0, 1015.0, 836.0, 18.0], v-d_pbwpqL, 5652535]
[paragraph, [52.0, 1045.0, 858.0, 18.0], nxDQzquE57, 5652535]
[paragraph, [52.0, 1063.0, 858.0, 18.0], nxDQzquE57, 5652535]
[paragraph, [52.0, 1081.0, 858.0, 18.0], nxDQzquE57, 5652535]
[paragraph, [52.0, 1099.0, 858.0, 18.0], nxDQzquE57, 5652535]
[paragraph, [52.0, 1117.0, 858.0, 18.0], nxDQzquE57, 5652535]
[paragraph, [52.0, 1135.0, 858.0, 18.0], nxDQzquE57, 5652535]
[paragraph, [52.0, 1153.0, 858.0, 18.0], nxDQzquE57, 5652535]
[paragraph, [52.0, 1171.0, 858.0, 18.0], nxDQzquE57, 5652535]
[paragraph, [52.0, 1189.0, 858.0, 18.0], nxDQzquE57, 5652535]
[paragraph, [52.0, 1207.0, 858.0, 18.0], nxDQzquE57, 5652535]
[paragraph, [52.0, 1225.0, 858.0, 18.0], nxDQzquE57, 5652535]
[paragraph, [52.0, 1243.0, 858.0, 18.0], nxDQzquE57, 5652535]
[paragraph, [52.0, 1261.0, 858.0, 18.0], nxDQzquE57, 5652535]
