[872, 605]
[folio, [444.0, 31.0, 112.0, 18.0], Uv6Dcu80EG, 6457238]
[paragraph, [302.0, 67.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 85.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 103.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 121.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 139.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 157.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 175.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 193.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 211.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 229.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 247.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 265.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 283.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 301.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 319.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 337.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 355.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 373.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 391.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 409.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 427.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 445.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 463.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 481.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 499.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 517.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 535.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 553.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 571.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 589.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [302.0, 607.0, 255.0, 18.0], JK2fU2sDdz, 6457238]
[paragraph, [46.0, 68.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 86.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 104.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 122.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 140.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 158.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 176.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 194.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 212.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 230.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 248.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 266.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 284.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 302.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 320.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 338.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 356.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 374.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 392.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 410.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 428.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 446.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 464.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 482.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 500.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 518.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 536.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 554.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 572.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 590.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 608.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 626.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 644.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[paragraph, [46.0, 662.0, 259.0, 18.0], shoonya_0sU6MP1BVVWHOB, 6457238]
[reference, [302.0, 628.0, 252.0, 18.0], dmrRoKrILa, 6457238]
[reference, [302.0, 646.0, 252.0, 18.0], dmrRoKrILa, 6457238]
[reference, [302.0, 664.0, 252.0, 18.0], dmrRoKrILa, 6457238]
[reference, [302.0, 682.0, 252.0, 18.0], dmrRoKrILa, 6457238]
[reference, [302.0, 700.0, 252.0, 18.0], dmrRoKrILa, 6457238]
[reference, [302.0, 718.0, 252.0, 18.0], dmrRoKrILa, 6457238]
[reference, [302.0, 736.0, 252.0, 18.0], dmrRoKrILa, 6457238]
[reference, [302.0, 754.0, 252.0, 18.0], dmrRoKrILa, 6457238]
[reference, [302.0, 772.0, 252.0, 18.0], dmrRoKrILa, 6457238]
[reference, [302.0, 790.0, 252.0, 18.0], dmrRoKrILa, 6457238]
[reference, [302.0, 808.0, 252.0, 18.0], dmrRoKrILa, 6457238]
[reference, [45.0, 696.0, 257.0, 18.0], 5PvhDDK9-x, 6457238]
[reference, [45.0, 714.0, 257.0, 18.0], 5PvhDDK9-x, 6457238]
[reference, [45.0, 732.0, 257.0, 18.0], 5PvhDDK9-x, 6457238]
[reference, [45.0, 750.0, 257.0, 18.0], 5PvhDDK9-x, 6457238]
[reference, [45.0, 768.0, 257.0, 18.0], 5PvhDDK9-x, 6457238]
[reference, [45.0, 786.0, 257.0, 18.0], 5PvhDDK9-x, 6457238]
[reference, [45.0, 804.0, 257.0, 18.0], 5PvhDDK9-x, 6457238]
[reference, [45.0, 822.0, 257.0, 18.0], 5PvhDDK9-x, 6457238]
