[1300, 900]
[folio, [378.0, 33.0, 143.0, 18.0], VZxLbtw-H6, 5732095]
[paragraph, [101.0, 98.0, 697.0, 18.0], shoonya_8sI8O9MDLUV6DR, 5732095]
[paragraph, [101.0, 116.0, 697.0, 18.0], shoonya_8sI8O9MDLUV6DR, 5732095]
[paragraph, [101.0, 134.0, 697.0, 18.0], shoonya_8sI8O9MDLUV6DR, 5732095]
[paragraph, [101.0, 152.0, 697.0, 18.0], shoonya_8sI8O9MDLUV6DR, 5732095]
[paragraph, [102.0, 193.0, 700.0, 18.0], shoonya_7s32V5Y3N84LM6, 5732095]
[paragraph, [102.0, 211.0, 700.0, 18.0], shoonya_7s32V5Y3N84LM6, 5732095]
[paragraph, [102.0, 229.0, 700.0, 18.0], shoonya_7s32V5Y3N84LM6, 5732095]
[paragraph, [102.0, 247.0, 700.0, 18.0], shoonya_7s32V5Y3N84LM6, 5732095]
[paragraph, [102.0, 265.0, 700.0, 18.0], shoonya_7s32V5Y3N84LM6, 5732095]
[paragraph, [102.0, 283.0, 700.0, 18.0], shoonya_7s32V5Y3N84LM6, 5732095]
[paragraph, [102.0, 301.0, 700.0, 18.0], shoonya_7s32V5Y3N84LM6, 5732095]
[paragraph, [104.0, 330.0, 697.0, 18.0], shoonya_2sAEEJMYWBDI3Y, 5732095]
[paragraph, [104.0, 348.0, 697.0, 18.0], shoonya_2sAEEJMYWBDI3Y, 5732095]
[paragraph, [104.0, 366.0, 697.0, 18.0], shoonya_2sAEEJMYWBDI3Y, 5732095]
[paragraph, [104.0, 384.0, 697.0, 18.0], shoonya_2sAEEJMYWBDI3Y, 5732095]
[paragraph, [104.0, 402.0, 697.0, 18.0], shoonya_2sAEEJMYWBDI3Y, 5732095]
[paragraph, [99.0, 427.0, 705.0, 18.0], shoonya_6sZDGREC74JQB2, 5732095]
[paragraph, [99.0, 445.0, 705.0, 18.0], shoonya_6sZDGREC74JQB2, 5732095]
[paragraph, [99.0, 463.0, 705.0, 18.0], shoonya_6sZDGREC74JQB2, 5732095]
[paragraph, [99.0, 481.0, 705.0, 18.0], shoonya_6sZDGREC74JQB2, 5732095]
[paragraph, [99.0, 499.0, 705.0, 18.0], shoonya_6sZDGREC74JQB2, 5732095]
[paragraph, [108.0, 522.0, 696.0, 18.0], shoonya_9s7Q0DXPD7V6VF, 5732095]
[paragraph, [108.0, 540.0, 696.0, 18.0], shoonya_9s7Q0DXPD7V6VF, 5732095]
[paragraph, [108.0, 558.0, 696.0, 18.0], shoonya_9s7Q0DXPD7V6VF, 5732095]
[paragraph, [108.0, 576.0, 696.0, 18.0], shoonya_9s7Q0DXPD7V6VF, 5732095]
[paragraph, [108.0, 594.0, 696.0, 18.0], shoonya_9s7Q0DXPD7V6VF, 5732095]
[paragraph, [108.0, 612.0, 696.0, 18.0], shoonya_9s7Q0DXPD7V6VF, 5732095]
[paragraph, [108.0, 630.0, 696.0, 18.0], shoonya_9s7Q0DXPD7V6VF, 5732095]
[paragraph, [107.0, 667.0, 701.0, 18.0], shoonya_4sT80OU4CFHTW4, 5732095]
[paragraph, [107.0, 685.0, 701.0, 18.0], shoonya_4sT80OU4CFHTW4, 5732095]
[paragraph, [107.0, 703.0, 701.0, 18.0], shoonya_4sT80OU4CFHTW4, 5732095]
[paragraph, [107.0, 721.0, 701.0, 18.0], shoonya_4sT80OU4CFHTW4, 5732095]
[paragraph, [109.0, 763.0, 702.0, 18.0], shoonya_0s4QVHIU6IOVR0, 5732095]
[paragraph, [109.0, 781.0, 702.0, 18.0], shoonya_0s4QVHIU6IOVR0, 5732095]
[paragraph, [109.0, 799.0, 702.0, 18.0], shoonya_0s4QVHIU6IOVR0, 5732095]
[paragraph, [109.0, 817.0, 702.0, 18.0], shoonya_0s4QVHIU6IOVR0, 5732095]
[paragraph, [109.0, 835.0, 702.0, 18.0], shoonya_0s4QVHIU6IOVR0, 5732095]
[paragraph, [109.0, 853.0, 702.0, 18.0], shoonya_0s4QVHIU6IOVR0, 5732095]
[paragraph, [109.0, 871.0, 702.0, 18.0], shoonya_0s4QVHIU6IOVR0, 5732095]
[paragraph, [109.0, 889.0, 702.0, 18.0], shoonya_0s4QVHIU6IOVR0, 5732095]
[paragraph, [109.0, 907.0, 702.0, 18.0], shoonya_0s4QVHIU6IOVR0, 5732095]
[paragraph, [109.0, 925.0, 702.0, 18.0], shoonya_0s4QVHIU6IOVR0, 5732095]
[paragraph, [116.0, 954.0, 694.0, 18.0], shoonya_1sSLTHPYQ22YJP, 5732095]
[paragraph, [116.0, 972.0, 694.0, 18.0], shoonya_1sSLTHPYQ22YJP, 5732095]
[paragraph, [116.0, 990.0, 694.0, 18.0], shoonya_1sSLTHPYQ22YJP, 5732095]
[paragraph, [116.0, 1008.0, 694.0, 18.0], shoonya_1sSLTHPYQ22YJP, 5732095]
[paragraph, [116.0, 1026.0, 694.0, 18.0], shoonya_1sSLTHPYQ22YJP, 5732095]
[paragraph, [116.0, 1044.0, 694.0, 18.0], shoonya_1sSLTHPYQ22YJP, 5732095]
[paragraph, [116.0, 1062.0, 694.0, 18.0], shoonya_1sSLTHPYQ22YJP, 5732095]
[paragraph, [116.0, 1080.0, 694.0, 18.0], shoonya_1sSLTHPYQ22YJP, 5732095]
[paragraph, [113.0, 1098.0, 699.0, 18.0], shoonya_3sYBZ0UGETZ8H3, 5732095]
[paragraph, [113.0, 1116.0, 699.0, 18.0], shoonya_3sYBZ0UGETZ8H3, 5732095]
[paragraph, [113.0, 1134.0, 699.0, 18.0], shoonya_3sYBZ0UGETZ8H3, 5732095]
[paragraph, [113.0, 1152.0, 699.0, 18.0], shoonya_3sYBZ0UGETZ8H3, 5732095]
[paragraph, [113.0, 1170.0, 699.0, 18.0], shoonya_3sYBZ0UGETZ8H3, 5732095]
[paragraph, [113.0, 1188.0, 699.0, 18.0], shoonya_3sYBZ0UGETZ8H3, 5732095]
[paragraph, [113.0, 1206.0, 699.0, 18.0], shoonya_3sYBZ0UGETZ8H3, 5732095]
[paragraph, [113.0, 1224.0, 699.0, 18.0], shoonya_3sYBZ0UGETZ8H3, 5732095]
