[2150, 1329]
[folio, [486.0, 141.0, 425.0, 36.0], shoonya_1s1E095FE2ASU5, 5692386]
[folio, [167.0, 142.0, 194.0, 36.0], A03qiMXfg9, 5692386]
[paragraph, [377.0, 225.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 261.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 297.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 333.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 369.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 405.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 441.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 477.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 513.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 549.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 585.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 621.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 657.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 693.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 729.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 765.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 801.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 837.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 873.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 909.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 945.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 981.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 1017.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 1053.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 1089.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 1125.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 1161.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [377.0, 1197.0, 621.0, 36.0], N0EYPbPCEu, 5692386]
[paragraph, [365.0, 1236.0, 636.0, 36.0], GRq1i4bkoO, 5692386]
[paragraph, [365.0, 1272.0, 636.0, 36.0], GRq1i4bkoO, 5692386]
[paragraph, [365.0, 1308.0, 636.0, 36.0], GRq1i4bkoO, 5692386]
[paragraph, [365.0, 1344.0, 636.0, 36.0], GRq1i4bkoO, 5692386]
[paragraph, [365.0, 1380.0, 636.0, 36.0], GRq1i4bkoO, 5692386]
[paragraph, [365.0, 1416.0, 636.0, 36.0], GRq1i4bkoO, 5692386]
[paragraph, [365.0, 1452.0, 636.0, 36.0], GRq1i4bkoO, 5692386]
[paragraph, [365.0, 1488.0, 636.0, 36.0], GRq1i4bkoO, 5692386]
[paragraph, [365.0, 1524.0, 636.0, 36.0], GRq1i4bkoO, 5692386]
[paragraph, [365.0, 1560.0, 636.0, 36.0], GRq1i4bkoO, 5692386]
[paragraph, [365.0, 1596.0, 636.0, 36.0], GRq1i4bkoO, 5692386]
[paragraph, [365.0, 1632.0, 636.0, 36.0], GRq1i4bkoO, 5692386]
[paragraph, [365.0, 1668.0, 636.0, 36.0], GRq1i4bkoO, 5692386]
[paragraph, [365.0, 1704.0, 636.0, 36.0], GRq1i4bkoO, 5692386]
[paragraph, [365.0, 1740.0, 636.0, 36.0], GRq1i4bkoO, 5692386]
[footnote, [146.0, 1830.0, 1098.0, 36.0], UvzRj2BdAx, 5692386]
[footnote, [146.0, 1866.0, 1098.0, 36.0], UvzRj2BdAx, 5692386]
[footnote, [146.0, 1902.0, 1098.0, 36.0], UvzRj2BdAx, 5692386]
[footnote, [146.0, 1938.0, 1098.0, 36.0], UvzRj2BdAx, 5692386]
