[1298, 853]
[section-title, [180.0, 190.0, 497.0, 30.0], shoonya_1sJU0XMXWOZ9ST, 5710370]
[paragraph, [65.0, 245.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 263.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 281.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 299.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 317.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 335.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 353.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 371.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 389.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 407.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 425.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 443.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 461.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 479.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 497.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 515.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 533.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 551.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 569.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 587.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 605.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 623.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 641.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 659.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 677.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 695.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 713.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 731.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 749.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 767.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 785.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 803.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 821.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 839.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 857.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 875.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
[paragraph, [65.0, 893.0, 730.0, 18.0], shoonya_0s5CKXSZ7PS83J, 5710370]
