[967, 604]
[ordered-list, [78.0, 13.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 31.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 49.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 67.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 85.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 103.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 121.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 139.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 157.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 175.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 193.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 211.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 229.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 247.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 265.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 283.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 301.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 319.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 337.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 355.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 373.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 391.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 409.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 427.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 445.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 463.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 481.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 499.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 517.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 535.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 553.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 571.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [78.0, 589.0, 478.0, 18.0], n-6WY8WJly, 5756520]
[ordered-list, [80.0, 644.0, 458.0, 18.0], _uIBjlSSYt, 5756520]
[ordered-list, [80.0, 662.0, 458.0, 18.0], _uIBjlSSYt, 5756520]
[ordered-list, [80.0, 680.0, 458.0, 18.0], _uIBjlSSYt, 5756520]
[ordered-list, [80.0, 698.0, 458.0, 18.0], _uIBjlSSYt, 5756520]
[ordered-list, [80.0, 716.0, 458.0, 18.0], _uIBjlSSYt, 5756520]
[ordered-list, [80.0, 734.0, 458.0, 18.0], _uIBjlSSYt, 5756520]
[ordered-list, [80.0, 752.0, 458.0, 18.0], _uIBjlSSYt, 5756520]
[ordered-list, [80.0, 770.0, 458.0, 18.0], _uIBjlSSYt, 5756520]
[ordered-list, [80.0, 788.0, 458.0, 18.0], _uIBjlSSYt, 5756520]
[ordered-list, [80.0, 806.0, 458.0, 18.0], _uIBjlSSYt, 5756520]
[ordered-list, [80.0, 824.0, 458.0, 18.0], _uIBjlSSYt, 5756520]
[ordered-list, [80.0, 842.0, 458.0, 18.0], _uIBjlSSYt, 5756520]
[ordered-list, [80.0, 860.0, 458.0, 18.0], _uIBjlSSYt, 5756520]
[ordered-list, [80.0, 878.0, 458.0, 18.0], _uIBjlSSYt, 5756520]
[ordered-list, [80.0, 896.0, 458.0, 18.0], _uIBjlSSYt, 5756520]
[ordered-list, [80.0, 914.0, 458.0, 18.0], _uIBjlSSYt, 5756520]
[sub-unordered-list, [89.0, 871.0, 447.0, 18.0], nU16UMSokv, 5756520]
[sub-unordered-list, [89.0, 889.0, 447.0, 18.0], nU16UMSokv, 5756520]
[sub-unordered-list, [89.0, 907.0, 447.0, 18.0], nU16UMSokv, 5756520]
