[1240, 1755]
[sidebar, [672.0, 140.0, 92.0, 18.0], Np59giZRXc, 5729184]
[sidebar, [672.0, 158.0, 92.0, 18.0], Np59giZRXc, 5729184]
[second-level-question, [1037.0, 143.0, 581.0, 18.0], fcD4XzmlJR, 5729184]
[second-level-question, [1037.0, 161.0, 581.0, 18.0], fcD4XzmlJR, 5729184]
[second-level-question, [1037.0, 179.0, 581.0, 18.0], fcD4XzmlJR, 5729184]
[second-level-question, [1037.0, 197.0, 581.0, 18.0], fcD4XzmlJR, 5729184]
[second-level-question, [1037.0, 215.0, 581.0, 18.0], fcD4XzmlJR, 5729184]
[second-level-question, [177.0, 202.0, 277.0, 18.0], JPLov1ZcjZ, 5729184]
[second-level-question, [177.0, 220.0, 277.0, 18.0], JPLov1ZcjZ, 5729184]
[second-level-question, [173.0, 251.0, 217.0, 18.0], vx6idVftnt, 5729184]
[second-level-question, [173.0, 269.0, 217.0, 18.0], vx6idVftnt, 5729184]
[second-level-question, [1034.0, 258.0, 584.0, 18.0], QVh1ffeLF7, 5729184]
[second-level-question, [1034.0, 276.0, 584.0, 18.0], QVh1ffeLF7, 5729184]
[second-level-question, [1034.0, 294.0, 584.0, 18.0], QVh1ffeLF7, 5729184]
[second-level-question, [1034.0, 312.0, 584.0, 18.0], QVh1ffeLF7, 5729184]
[second-level-question, [174.0, 300.0, 197.0, 18.0], lqQsupuuk7, 5729184]
[second-level-question, [174.0, 318.0, 197.0, 18.0], lqQsupuuk7, 5729184]
[second-level-question, [174.0, 350.0, 319.0, 18.0], h1gxdmfVBu, 5729184]
[second-level-question, [174.0, 368.0, 319.0, 18.0], h1gxdmfVBu, 5729184]
[sidebar, [1508.0, 395.0, 103.0, 18.0], RCnMRuSa2W, 5729184]
[second-level-question, [173.0, 401.0, 238.0, 18.0], dfPiyCzPGe, 5729184]
[second-level-question, [173.0, 419.0, 238.0, 18.0], dfPiyCzPGe, 5729184]
[second-level-question, [1035.0, 448.0, 584.0, 18.0], 1zTRqtLC5M, 5729184]
[second-level-question, [1035.0, 466.0, 584.0, 18.0], 1zTRqtLC5M, 5729184]
[second-level-question, [1035.0, 484.0, 584.0, 18.0], 1zTRqtLC5M, 5729184]
[sidebar, [668.0, 515.0, 97.0, 18.0], LN-t6Fvt4u, 5729184]
[second-level-question, [1034.0, 530.0, 585.0, 18.0], ioyDFanLmo, 5729184]
[second-level-question, [1034.0, 548.0, 585.0, 18.0], ioyDFanLmo, 5729184]
[second-level-question, [1034.0, 566.0, 585.0, 18.0], ioyDFanLmo, 5729184]
[second-level-question, [1034.0, 584.0, 585.0, 18.0], ioyDFanLmo, 5729184]
[second-level-question, [1034.0, 602.0, 585.0, 18.0], ioyDFanLmo, 5729184]
[second-level-question, [1034.0, 620.0, 585.0, 18.0], ioyDFanLmo, 5729184]
[second-level-question, [1034.0, 638.0, 585.0, 18.0], ioyDFanLmo, 5729184]
[second-level-question, [179.0, 559.0, 588.0, 18.0], 7CzzmmEM13, 5729184]
[second-level-question, [179.0, 577.0, 588.0, 18.0], 7CzzmmEM13, 5729184]
[second-level-question, [179.0, 595.0, 588.0, 18.0], 7CzzmmEM13, 5729184]
[second-level-question, [179.0, 613.0, 588.0, 18.0], 7CzzmmEM13, 5729184]
[second-level-question, [176.0, 647.0, 593.0, 18.0], Z1neLZoiiS, 5729184]
[second-level-question, [176.0, 665.0, 593.0, 18.0], Z1neLZoiiS, 5729184]
[second-level-question, [176.0, 683.0, 593.0, 18.0], Z1neLZoiiS, 5729184]
[second-level-question, [1033.0, 674.0, 588.0, 18.0], W2DPc5Zd0J, 5729184]
[second-level-question, [1033.0, 692.0, 588.0, 18.0], W2DPc5Zd0J, 5729184]
[second-level-question, [1033.0, 710.0, 588.0, 18.0], W2DPc5Zd0J, 5729184]
[second-level-question, [1033.0, 728.0, 588.0, 18.0], W2DPc5Zd0J, 5729184]
[second-level-question, [176.0, 726.0, 594.0, 18.0], Vh6CJY6Bmg, 5729184]
[second-level-question, [176.0, 744.0, 594.0, 18.0], Vh6CJY6Bmg, 5729184]
[second-level-question, [176.0, 762.0, 594.0, 18.0], Vh6CJY6Bmg, 5729184]
[second-level-question, [173.0, 806.0, 597.0, 18.0], 6QMJwJQItH, 5729184]
[second-level-question, [173.0, 824.0, 597.0, 18.0], 6QMJwJQItH, 5729184]
[second-level-question, [173.0, 842.0, 597.0, 18.0], 6QMJwJQItH, 5729184]
[second-level-question, [173.0, 860.0, 597.0, 18.0], 6QMJwJQItH, 5729184]
[second-level-question, [172.0, 891.0, 599.0, 18.0], OGvU6vLcBX, 5729184]
[second-level-question, [172.0, 909.0, 599.0, 18.0], OGvU6vLcBX, 5729184]
[second-level-question, [172.0, 927.0, 599.0, 18.0], OGvU6vLcBX, 5729184]
[second-level-question, [170.0, 970.0, 603.0, 18.0], 0f1B9X70Tb, 5729184]
[second-level-question, [170.0, 988.0, 603.0, 18.0], 0f1B9X70Tb, 5729184]
[second-level-question, [170.0, 1006.0, 603.0, 18.0], 0f1B9X70Tb, 5729184]
[second-level-question, [170.0, 1024.0, 603.0, 18.0], 0f1B9X70Tb, 5729184]
