[3509, 2482]
[folio, [868.0, 207.0, 485.0, 52.5], shoonya_1sAKNHZF655GUR, 5691475]
[paragraph, [141.0, 337.0, 1877.0, 52.5], shoonya_0sA5BSN764XTYH, 5691475]
[paragraph, [141.0, 389.5, 1877.0, 52.5], shoonya_0sA5BSN764XTYH, 5691475]
[paragraph, [141.0, 442.0, 1877.0, 52.5], shoonya_0sA5BSN764XTYH, 5691475]
[paragraph, [141.0, 494.5, 1877.0, 52.5], shoonya_0sA5BSN764XTYH, 5691475]
[paragraph, [141.0, 547.0, 1877.0, 52.5], shoonya_0sA5BSN764XTYH, 5691475]
[paragraph, [141.0, 599.5, 1877.0, 52.5], shoonya_0sA5BSN764XTYH, 5691475]
[paragraph, [141.0, 652.0, 1877.0, 52.5], shoonya_0sA5BSN764XTYH, 5691475]
[paragraph, [141.0, 704.5, 1877.0, 52.5], shoonya_0sA5BSN764XTYH, 5691475]
[paragraph, [141.0, 757.0, 1877.0, 52.5], shoonya_0sA5BSN764XTYH, 5691475]
[paragraph, [141.0, 809.5, 1877.0, 52.5], shoonya_0sA5BSN764XTYH, 5691475]
[paragraph, [143.0, 895.0, 1871.0, 52.5], fFjbAeRgTx, 5691475]
[paragraph, [143.0, 947.5, 1871.0, 52.5], fFjbAeRgTx, 5691475]
[paragraph, [143.0, 1000.0, 1871.0, 52.5], fFjbAeRgTx, 5691475]
[paragraph, [143.0, 1052.5, 1871.0, 52.5], fFjbAeRgTx, 5691475]
[paragraph, [143.0, 1105.0, 1871.0, 52.5], fFjbAeRgTx, 5691475]
[paragraph, [143.0, 1157.5, 1871.0, 52.5], fFjbAeRgTx, 5691475]
[paragraph, [143.0, 1210.0, 1871.0, 52.5], fFjbAeRgTx, 5691475]
[paragraph, [147.0, 1289.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 1341.5, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 1394.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 1446.5, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 1499.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 1551.5, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 1604.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 1656.5, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 1709.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 1761.5, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 1814.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 1866.5, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 1919.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 1971.5, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2024.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2076.5, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2129.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2181.5, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2234.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2286.5, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2339.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2391.5, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2444.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2496.5, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2549.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2601.5, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2654.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2706.5, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2759.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2811.5, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2864.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2916.5, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 2969.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 3021.5, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [147.0, 3074.0, 1868.0, 52.5], k5Cyoqq7Py, 5691475]
[paragraph, [162.0, 3153.0, 1843.0, 52.5], shoonya_2s9A6XQJEDF136, 5691475]
[paragraph, [162.0, 3205.5, 1843.0, 52.5], shoonya_2s9A6XQJEDF136, 5691475]
[paragraph, [162.0, 3258.0, 1843.0, 52.5], shoonya_2s9A6XQJEDF136, 5691475]
