[3509, 2480]
[paragraph, [330.0, 374.0, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 426.5, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 479.0, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 531.5, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 584.0, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 636.5, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 689.0, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 741.5, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 794.0, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 846.5, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 899.0, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 951.5, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1004.0, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1056.5, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1109.0, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1161.5, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1214.0, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1266.5, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1319.0, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1371.5, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1424.0, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1476.5, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1529.0, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1581.5, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1634.0, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1686.5, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1739.0, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1791.5, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1844.0, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1896.5, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 1949.0, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 2001.5, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [330.0, 2054.0, 1808.0, 52.5], shoonya_0sC45GDZDJSFDT, 5724504]
[paragraph, [502.0, 2184.0, 1377.0, 52.5], shoonya_2s351OM7ZZ4YSQ, 5724504]
[paragraph, [502.0, 2236.5, 1377.0, 52.5], shoonya_2s351OM7ZZ4YSQ, 5724504]
[paragraph, [502.0, 2289.0, 1377.0, 52.5], shoonya_2s351OM7ZZ4YSQ, 5724504]
[paragraph, [502.0, 2341.5, 1377.0, 52.5], shoonya_2s351OM7ZZ4YSQ, 5724504]
[paragraph, [502.0, 2394.0, 1377.0, 52.5], shoonya_2s351OM7ZZ4YSQ, 5724504]
[paragraph, [502.0, 2446.5, 1377.0, 52.5], shoonya_2s351OM7ZZ4YSQ, 5724504]
[paragraph, [502.0, 2499.0, 1377.0, 52.5], shoonya_2s351OM7ZZ4YSQ, 5724504]
[footnote, [380.0, 2705.0, 1215.0, 52.5], shoonya_3s7099G6LJ0CV6, 5724504]
[footnote, [380.0, 2757.5, 1215.0, 52.5], shoonya_3s7099G6LJ0CV6, 5724504]
[footnote, [380.0, 2810.0, 1215.0, 52.5], shoonya_3s7099G6LJ0CV6, 5724504]
[footnote, [380.0, 2862.5, 1215.0, 52.5], shoonya_3s7099G6LJ0CV6, 5724504]
[footnote, [380.0, 2915.0, 1215.0, 52.5], shoonya_3s7099G6LJ0CV6, 5724504]
[footnote, [380.0, 2967.5, 1215.0, 52.5], shoonya_3s7099G6LJ0CV6, 5724504]
[footnote, [380.0, 3020.0, 1215.0, 52.5], shoonya_3s7099G6LJ0CV6, 5724504]
[footnote, [380.0, 3072.5, 1215.0, 52.5], shoonya_3s7099G6LJ0CV6, 5724504]
