[1320, 1176]
[chapter-title, [483.0, 240.0, 196.0, 30.0], shoonya_0sMV7H4IMHJJCZ, 5694424]
[chapter-title, [483.0, 270.0, 196.0, 30.0], shoonya_0sMV7H4IMHJJCZ, 5694424]
[folio, [196.0, 261.0, 85.0, 18.0], 2V5S5_TIQj, 5694424]
[author, [797.0, 261.0, 209.0, 18.0], u1cIkvC9Ro, 5694424]
[paragraph, [781.0, 368.0, 284.0, 18.0], IIp1A1W78B, 5694424]
[paragraph, [411.0, 370.0, 315.0, 18.0], kQrxxo-2f9, 5694424]
[paragraph, [411.0, 388.0, 315.0, 18.0], kQrxxo-2f9, 5694424]
[paragraph, [411.0, 406.0, 315.0, 18.0], kQrxxo-2f9, 5694424]
[paragraph, [411.0, 424.0, 315.0, 18.0], kQrxxo-2f9, 5694424]
[paragraph, [411.0, 442.0, 315.0, 18.0], kQrxxo-2f9, 5694424]
[paragraph, [411.0, 460.0, 315.0, 18.0], kQrxxo-2f9, 5694424]
[paragraph, [411.0, 478.0, 315.0, 18.0], kQrxxo-2f9, 5694424]
[paragraph, [411.0, 496.0, 315.0, 18.0], kQrxxo-2f9, 5694424]
[paragraph, [411.0, 514.0, 315.0, 18.0], kQrxxo-2f9, 5694424]
[paragraph, [411.0, 532.0, 315.0, 18.0], kQrxxo-2f9, 5694424]
[paragraph, [411.0, 550.0, 315.0, 18.0], kQrxxo-2f9, 5694424]
[jumpline, [157.0, 397.0, 145.0, 18.0], ObET4KZgs8, 5694424]
[paragraph, [751.0, 397.0, 308.0, 18.0], IsaLZKKbl0, 5694424]
[paragraph, [751.0, 415.0, 308.0, 18.0], IsaLZKKbl0, 5694424]
[paragraph, [74.0, 425.0, 309.0, 18.0], OkhyTRh4Co, 5694424]
[paragraph, [74.0, 443.0, 309.0, 18.0], OkhyTRh4Co, 5694424]
[paragraph, [74.0, 461.0, 309.0, 18.0], OkhyTRh4Co, 5694424]
[paragraph, [74.0, 479.0, 309.0, 18.0], OkhyTRh4Co, 5694424]
[paragraph, [74.0, 497.0, 309.0, 18.0], OkhyTRh4Co, 5694424]
[paragraph, [74.0, 515.0, 309.0, 18.0], OkhyTRh4Co, 5694424]
[paragraph, [74.0, 533.0, 309.0, 18.0], OkhyTRh4Co, 5694424]
[paragraph, [74.0, 551.0, 309.0, 18.0], OkhyTRh4Co, 5694424]
[paragraph, [74.0, 569.0, 309.0, 18.0], OkhyTRh4Co, 5694424]
[paragraph, [74.0, 587.0, 309.0, 18.0], OkhyTRh4Co, 5694424]
[paragraph, [74.0, 605.0, 309.0, 18.0], OkhyTRh4Co, 5694424]
[paragraph, [751.0, 478.0, 314.0, 18.0], c_9OtqMc_e, 5694424]
[paragraph, [751.0, 496.0, 314.0, 18.0], c_9OtqMc_e, 5694424]
[paragraph, [751.0, 514.0, 314.0, 18.0], c_9OtqMc_e, 5694424]
[paragraph, [751.0, 532.0, 314.0, 18.0], c_9OtqMc_e, 5694424]
[paragraph, [751.0, 550.0, 314.0, 18.0], c_9OtqMc_e, 5694424]
[paragraph, [751.0, 568.0, 314.0, 18.0], c_9OtqMc_e, 5694424]
[paragraph, [751.0, 586.0, 314.0, 18.0], c_9OtqMc_e, 5694424]
[paragraph, [412.0, 594.0, 312.0, 18.0], chIoXIlYpU, 5694424]
[paragraph, [412.0, 612.0, 312.0, 18.0], chIoXIlYpU, 5694424]
[paragraph, [412.0, 630.0, 312.0, 18.0], chIoXIlYpU, 5694424]
[paragraph, [412.0, 648.0, 312.0, 18.0], chIoXIlYpU, 5694424]
[paragraph, [412.0, 666.0, 312.0, 18.0], chIoXIlYpU, 5694424]
[paragraph, [412.0, 684.0, 312.0, 18.0], chIoXIlYpU, 5694424]
[paragraph, [412.0, 702.0, 312.0, 18.0], chIoXIlYpU, 5694424]
[paragraph, [412.0, 720.0, 312.0, 18.0], chIoXIlYpU, 5694424]
[paragraph, [412.0, 738.0, 312.0, 18.0], chIoXIlYpU, 5694424]
[paragraph, [750.0, 622.0, 314.0, 18.0], vLOnYj1bYe, 5694424]
[paragraph, [750.0, 640.0, 314.0, 18.0], vLOnYj1bYe, 5694424]
[paragraph, [74.0, 648.0, 315.0, 18.0], Ok64GkQyW0, 5694424]
[paragraph, [74.0, 666.0, 315.0, 18.0], Ok64GkQyW0, 5694424]
[paragraph, [74.0, 684.0, 315.0, 18.0], Ok64GkQyW0, 5694424]
[paragraph, [74.0, 702.0, 315.0, 18.0], Ok64GkQyW0, 5694424]
[paragraph, [74.0, 720.0, 315.0, 18.0], Ok64GkQyW0, 5694424]
[paragraph, [74.0, 738.0, 315.0, 18.0], Ok64GkQyW0, 5694424]
[paragraph, [74.0, 756.0, 315.0, 18.0], Ok64GkQyW0, 5694424]
[paragraph, [74.0, 774.0, 315.0, 18.0], Ok64GkQyW0, 5694424]
[paragraph, [74.0, 792.0, 315.0, 18.0], Ok64GkQyW0, 5694424]
[paragraph, [74.0, 810.0, 315.0, 18.0], Ok64GkQyW0, 5694424]
[paragraph, [74.0, 828.0, 315.0, 18.0], Ok64GkQyW0, 5694424]
[paragraph, [754.0, 681.0, 311.0, 18.0], jypGfTsqTk, 5694424]
[paragraph, [754.0, 699.0, 311.0, 18.0], jypGfTsqTk, 5694424]
[paragraph, [754.0, 717.0, 311.0, 18.0], jypGfTsqTk, 5694424]
[paragraph, [754.0, 735.0, 311.0, 18.0], jypGfTsqTk, 5694424]
[paragraph, [443.0, 764.0, 281.0, 18.0], XzHh8jcuy7, 5694424]
[paragraph, [443.0, 782.0, 281.0, 18.0], XzHh8jcuy7, 5694424]
[paragraph, [753.0, 767.0, 312.0, 18.0], eA5_6d6xrn, 5694424]
[paragraph, [753.0, 785.0, 312.0, 18.0], eA5_6d6xrn, 5694424]
[paragraph, [753.0, 803.0, 312.0, 18.0], eA5_6d6xrn, 5694424]
[paragraph, [753.0, 821.0, 312.0, 18.0], eA5_6d6xrn, 5694424]
[paragraph, [416.0, 823.0, 318.0, 18.0], sHgKvj4FKu, 5694424]
[paragraph, [416.0, 841.0, 318.0, 18.0], sHgKvj4FKu, 5694424]
[paragraph, [783.0, 851.0, 281.0, 18.0], CNEORzCFBd, 5694424]
[paragraph, [77.0, 870.0, 314.0, 18.0], Q2DKu9MIzc, 5694424]
[paragraph, [77.0, 888.0, 314.0, 18.0], Q2DKu9MIzc, 5694424]
[paragraph, [77.0, 906.0, 314.0, 18.0], Q2DKu9MIzc, 5694424]
[paragraph, [77.0, 924.0, 314.0, 18.0], Q2DKu9MIzc, 5694424]
[paragraph, [77.0, 942.0, 314.0, 18.0], Q2DKu9MIzc, 5694424]
[paragraph, [79.0, 983.0, 309.0, 18.0], aBex92h8LL, 5694424]
[paragraph, [79.0, 1001.0, 309.0, 18.0], aBex92h8LL, 5694424]
[paragraph, [79.0, 1041.0, 311.0, 18.0], 5EdfsmEFkd, 5694424]
[paragraph, [79.0, 1059.0, 311.0, 18.0], 5EdfsmEFkd, 5694424]
[paragraph, [79.0, 1077.0, 311.0, 18.0], 5EdfsmEFkd, 5694424]
[paragraph, [79.0, 1095.0, 311.0, 18.0], 5EdfsmEFkd, 5694424]
[paragraph, [79.0, 1113.0, 311.0, 18.0], 5EdfsmEFkd, 5694424]
[paragraph, [79.0, 1131.0, 311.0, 18.0], 5EdfsmEFkd, 5694424]
[paragraph, [79.0, 1149.0, 311.0, 18.0], 5EdfsmEFkd, 5694424]
[paragraph, [79.0, 1167.0, 311.0, 18.0], 5EdfsmEFkd, 5694424]
[paragraph, [82.0, 1202.0, 305.0, 18.0], bjHPoCJyhK, 5694424]
[paragraph, [82.0, 1220.0, 305.0, 18.0], bjHPoCJyhK, 5694424]
