[2175, 1462]
[folio, [135.0, 133.0, 199.0, 36.0], -aKggjObDS, 5654832]
[paragraph, [119.0, 227.0, 1200.0, 36.0], shoonya_2sUFRPQ3OOWXIT, 5654832]
[paragraph, [119.0, 263.0, 1200.0, 36.0], shoonya_2sUFRPQ3OOWXIT, 5654832]
[paragraph, [119.0, 299.0, 1200.0, 36.0], shoonya_2sUFRPQ3OOWXIT, 5654832]
[paragraph, [119.0, 335.0, 1200.0, 36.0], shoonya_2sUFRPQ3OOWXIT, 5654832]
[paragraph, [126.0, 418.0, 1206.0, 36.0], HfyBVki7WZ, 5654832]
[paragraph, [126.0, 454.0, 1206.0, 36.0], HfyBVki7WZ, 5654832]
[paragraph, [126.0, 490.0, 1206.0, 36.0], HfyBVki7WZ, 5654832]
[paragraph, [126.0, 526.0, 1206.0, 36.0], HfyBVki7WZ, 5654832]
[paragraph, [126.0, 562.0, 1206.0, 36.0], HfyBVki7WZ, 5654832]
[paragraph, [126.0, 598.0, 1206.0, 36.0], HfyBVki7WZ, 5654832]
[paragraph, [126.0, 634.0, 1206.0, 36.0], HfyBVki7WZ, 5654832]
[paragraph, [126.0, 670.0, 1206.0, 36.0], HfyBVki7WZ, 5654832]
[paragraph, [126.0, 706.0, 1206.0, 36.0], HfyBVki7WZ, 5654832]
[paragraph, [126.0, 742.0, 1206.0, 36.0], HfyBVki7WZ, 5654832]
[paragraph, [126.0, 778.0, 1206.0, 36.0], HfyBVki7WZ, 5654832]
[paragraph, [126.0, 814.0, 1206.0, 36.0], HfyBVki7WZ, 5654832]
[paragraph, [120.0, 894.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 930.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 966.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1002.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1038.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1074.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1110.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1146.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1182.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1218.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1254.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1290.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1326.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1362.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1398.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1434.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1470.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1506.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1542.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1578.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [120.0, 1614.0, 1204.0, 36.0], shoonya_0sGETFOUV07G19, 5654832]
[paragraph, [123.0, 1689.0, 1210.0, 36.0], shoonya_1sXQROW8LZ5DZ2, 5654832]
[paragraph, [123.0, 1725.0, 1210.0, 36.0], shoonya_1sXQROW8LZ5DZ2, 5654832]
[paragraph, [123.0, 1761.0, 1210.0, 36.0], shoonya_1sXQROW8LZ5DZ2, 5654832]
[paragraph, [123.0, 1797.0, 1210.0, 36.0], shoonya_1sXQROW8LZ5DZ2, 5654832]
[paragraph, [123.0, 1833.0, 1210.0, 36.0], shoonya_1sXQROW8LZ5DZ2, 5654832]
[paragraph, [123.0, 1869.0, 1210.0, 36.0], shoonya_1sXQROW8LZ5DZ2, 5654832]
[paragraph, [123.0, 1905.0, 1210.0, 36.0], shoonya_1sXQROW8LZ5DZ2, 5654832]
[paragraph, [123.0, 1941.0, 1210.0, 36.0], shoonya_1sXQROW8LZ5DZ2, 5654832]
[paragraph, [123.0, 1977.0, 1210.0, 36.0], shoonya_1sXQROW8LZ5DZ2, 5654832]
[paragraph, [123.0, 2013.0, 1210.0, 36.0], shoonya_1sXQROW8LZ5DZ2, 5654832]
[paragraph, [123.0, 2049.0, 1210.0, 36.0], shoonya_1sXQROW8LZ5DZ2, 5654832]
