[842, 595]
[section-title, [111.0, 61.0, 448.0, 30.0], UT0tIc5B-0, 5716066]
[paragraph, [120.0, 122.0, 429.0, 18.0], shoonya_1s838SD5K3EROU, 5716066]
[paragraph, [120.0, 140.0, 429.0, 18.0], shoonya_1s838SD5K3EROU, 5716066]
[paragraph, [120.0, 158.0, 429.0, 18.0], shoonya_1s838SD5K3EROU, 5716066]
[paragraph, [120.0, 176.0, 429.0, 18.0], shoonya_1s838SD5K3EROU, 5716066]
[paragraph, [150.0, 245.0, 238.0, 18.0], shoonya_7sD93ZZR4BW47K, 5716066]
[paragraph, [150.0, 263.0, 238.0, 18.0], shoonya_7sD93ZZR4BW47K, 5716066]
[paragraph, [150.0, 281.0, 238.0, 18.0], shoonya_7sD93ZZR4BW47K, 5716066]
[paragraph, [132.0, 340.0, 282.0, 18.0], 3SCbgWsybU, 5716066]
[paragraph, [132.0, 358.0, 282.0, 18.0], 3SCbgWsybU, 5716066]
[paragraph, [132.0, 376.0, 282.0, 18.0], 3SCbgWsybU, 5716066]
[paragraph, [132.0, 394.0, 282.0, 18.0], 3SCbgWsybU, 5716066]
[paragraph, [132.0, 412.0, 282.0, 18.0], 3SCbgWsybU, 5716066]
[paragraph, [132.0, 430.0, 282.0, 18.0], 3SCbgWsybU, 5716066]
[paragraph, [132.0, 448.0, 282.0, 18.0], 3SCbgWsybU, 5716066]
[paragraph, [132.0, 466.0, 282.0, 18.0], 3SCbgWsybU, 5716066]
[paragraph, [132.0, 484.0, 282.0, 18.0], 3SCbgWsybU, 5716066]
[section-title, [99.0, 504.0, 190.0, 30.0], shoonya_6sJM1WIPNK7EOE, 5716066]
[paragraph, [133.0, 532.0, 301.0, 18.0], shoonya_8sS671Q7C7JX04, 5716066]
[paragraph, [133.0, 550.0, 301.0, 18.0], shoonya_8sS671Q7C7JX04, 5716066]
[paragraph, [133.0, 568.0, 301.0, 18.0], shoonya_8sS671Q7C7JX04, 5716066]
[paragraph, [133.0, 586.0, 301.0, 18.0], shoonya_8sS671Q7C7JX04, 5716066]
[paragraph, [133.0, 604.0, 301.0, 18.0], shoonya_8sS671Q7C7JX04, 5716066]
[paragraph, [131.0, 662.0, 276.0, 18.0], AtvFrrUlvM, 5716066]
[paragraph, [131.0, 680.0, 276.0, 18.0], AtvFrrUlvM, 5716066]
[paragraph, [131.0, 698.0, 276.0, 18.0], AtvFrrUlvM, 5716066]
[paragraph, [131.0, 716.0, 276.0, 18.0], AtvFrrUlvM, 5716066]
[footnote, [84.0, 745.0, 455.0, 18.0], 0Xxut8HXRO, 5716066]
[footnote, [84.0, 763.0, 455.0, 18.0], 0Xxut8HXRO, 5716066]
[folio, [18.0, 784.0, 149.0, 18.0], roalGkDF00, 5716066]
[folio, [18.0, 802.0, 149.0, 18.0], roalGkDF00, 5716066]
