[1388, 886]
[folio, [645.0, 64.0, 200.0, 18.0], shoonya_5s6TGHTPGFJFVC, 5742570]
[folio, [375.0, 71.0, 125.0, 18.0], shoonya_1sKTQM09S02C07, 5742570]
[paragraph, [444.0, 136.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 154.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 172.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 190.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 208.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 226.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 244.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 262.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 280.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 298.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 316.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 334.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 352.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 370.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 388.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 406.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 424.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 442.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 460.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 478.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [444.0, 496.0, 402.0, 18.0], u4nVe_q1eP, 5742570]
[paragraph, [61.0, 141.0, 360.0, 18.0], J_zmZ0j1_v, 5742570]
[paragraph, [61.0, 159.0, 360.0, 18.0], J_zmZ0j1_v, 5742570]
[paragraph, [61.0, 177.0, 360.0, 18.0], J_zmZ0j1_v, 5742570]
[paragraph, [61.0, 195.0, 360.0, 18.0], J_zmZ0j1_v, 5742570]
[paragraph, [61.0, 213.0, 360.0, 18.0], J_zmZ0j1_v, 5742570]
[paragraph, [61.0, 231.0, 360.0, 18.0], J_zmZ0j1_v, 5742570]
[paragraph, [61.0, 249.0, 360.0, 18.0], J_zmZ0j1_v, 5742570]
[paragraph, [61.0, 267.0, 360.0, 18.0], J_zmZ0j1_v, 5742570]
[paragraph, [61.0, 285.0, 360.0, 18.0], J_zmZ0j1_v, 5742570]
[paragraph, [34.0, 319.0, 398.0, 18.0], CFeIBW-TEq, 5742570]
[paragraph, [34.0, 337.0, 398.0, 18.0], CFeIBW-TEq, 5742570]
[paragraph, [34.0, 355.0, 398.0, 18.0], CFeIBW-TEq, 5742570]
[paragraph, [37.0, 392.0, 398.0, 18.0], kt41LpHGAF, 5742570]
[paragraph, [37.0, 410.0, 398.0, 18.0], kt41LpHGAF, 5742570]
[paragraph, [37.0, 428.0, 398.0, 18.0], kt41LpHGAF, 5742570]
[paragraph, [37.0, 446.0, 398.0, 18.0], kt41LpHGAF, 5742570]
[paragraph, [37.0, 464.0, 398.0, 18.0], kt41LpHGAF, 5742570]
[paragraph, [37.0, 482.0, 398.0, 18.0], kt41LpHGAF, 5742570]
[paragraph, [37.0, 500.0, 398.0, 18.0], kt41LpHGAF, 5742570]
[paragraph, [37.0, 518.0, 398.0, 18.0], kt41LpHGAF, 5742570]
[paragraph, [37.0, 536.0, 398.0, 18.0], kt41LpHGAF, 5742570]
[paragraph, [37.0, 554.0, 398.0, 18.0], kt41LpHGAF, 5742570]
[paragraph, [37.0, 572.0, 398.0, 18.0], kt41LpHGAF, 5742570]
[paragraph, [37.0, 590.0, 398.0, 18.0], kt41LpHGAF, 5742570]
[paragraph, [37.0, 608.0, 398.0, 18.0], kt41LpHGAF, 5742570]
[paragraph, [37.0, 626.0, 398.0, 18.0], kt41LpHGAF, 5742570]
[paragraph, [446.0, 537.0, 405.0, 18.0], 41XVz3usXs, 5742570]
[paragraph, [446.0, 555.0, 405.0, 18.0], 41XVz3usXs, 5742570]
[paragraph, [446.0, 573.0, 405.0, 18.0], 41XVz3usXs, 5742570]
[paragraph, [446.0, 591.0, 405.0, 18.0], 41XVz3usXs, 5742570]
[paragraph, [446.0, 609.0, 405.0, 18.0], 41XVz3usXs, 5742570]
[paragraph, [446.0, 627.0, 405.0, 18.0], 41XVz3usXs, 5742570]
[paragraph, [446.0, 645.0, 405.0, 18.0], 41XVz3usXs, 5742570]
[paragraph, [446.0, 663.0, 405.0, 18.0], 41XVz3usXs, 5742570]
[paragraph, [446.0, 681.0, 405.0, 18.0], 41XVz3usXs, 5742570]
[paragraph, [446.0, 699.0, 405.0, 18.0], 41XVz3usXs, 5742570]
[paragraph, [446.0, 717.0, 405.0, 18.0], 41XVz3usXs, 5742570]
[paragraph, [446.0, 735.0, 405.0, 18.0], 41XVz3usXs, 5742570]
[paragraph, [43.0, 671.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [43.0, 689.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [43.0, 707.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [43.0, 725.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [43.0, 743.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [43.0, 761.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [43.0, 779.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [43.0, 797.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [43.0, 815.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [43.0, 833.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [43.0, 851.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [43.0, 869.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [43.0, 887.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [43.0, 905.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [43.0, 923.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [43.0, 941.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
[paragraph, [43.0, 959.0, 400.0, 18.0], shoonya_2sOZO7MUX8VHRV, 5742570]
