[1162, 749]
[folio, [337.0, 77.0, 84.0, 18.0], LfhmoKyagZ, 5700101]
[paragraph, [87.0, 122.0, 589.0, 18.0], shoonya_1sERVBO939FYDX, 5700101]
[paragraph, [87.0, 140.0, 589.0, 18.0], shoonya_1sERVBO939FYDX, 5700101]
[paragraph, [87.0, 158.0, 589.0, 18.0], shoonya_1sERVBO939FYDX, 5700101]
[paragraph, [87.0, 176.0, 589.0, 18.0], shoonya_1sERVBO939FYDX, 5700101]
[paragraph, [87.0, 194.0, 589.0, 18.0], shoonya_1sERVBO939FYDX, 5700101]
[paragraph, [87.0, 212.0, 589.0, 18.0], shoonya_1sERVBO939FYDX, 5700101]
[paragraph, [87.0, 230.0, 589.0, 18.0], shoonya_1sERVBO939FYDX, 5700101]
[paragraph, [87.0, 248.0, 589.0, 18.0], shoonya_1sERVBO939FYDX, 5700101]
[paragraph, [87.0, 266.0, 589.0, 18.0], shoonya_1sERVBO939FYDX, 5700101]
[paragraph, [87.0, 284.0, 589.0, 18.0], shoonya_1sERVBO939FYDX, 5700101]
[paragraph, [87.0, 302.0, 589.0, 18.0], shoonya_1sERVBO939FYDX, 5700101]
[paragraph, [87.0, 320.0, 589.0, 18.0], shoonya_1sERVBO939FYDX, 5700101]
[paragraph, [87.0, 338.0, 589.0, 18.0], shoonya_1sERVBO939FYDX, 5700101]
[paragraph, [82.0, 370.0, 589.0, 18.0], shoonya_0sE6JK8L9VHX94, 5700101]
[paragraph, [82.0, 388.0, 589.0, 18.0], shoonya_0sE6JK8L9VHX94, 5700101]
[paragraph, [82.0, 406.0, 589.0, 18.0], shoonya_0sE6JK8L9VHX94, 5700101]
[paragraph, [82.0, 424.0, 589.0, 18.0], shoonya_0sE6JK8L9VHX94, 5700101]
[paragraph, [82.0, 442.0, 589.0, 18.0], shoonya_0sE6JK8L9VHX94, 5700101]
[paragraph, [82.0, 460.0, 589.0, 18.0], shoonya_0sE6JK8L9VHX94, 5700101]
[paragraph, [82.0, 478.0, 589.0, 18.0], shoonya_0sE6JK8L9VHX94, 5700101]
[paragraph, [82.0, 496.0, 589.0, 18.0], shoonya_0sE6JK8L9VHX94, 5700101]
[paragraph, [82.0, 514.0, 589.0, 18.0], shoonya_0sE6JK8L9VHX94, 5700101]
[paragraph, [82.0, 532.0, 589.0, 18.0], shoonya_0sE6JK8L9VHX94, 5700101]
[paragraph, [82.0, 550.0, 589.0, 18.0], shoonya_0sE6JK8L9VHX94, 5700101]
[paragraph, [82.0, 568.0, 589.0, 18.0], shoonya_0sE6JK8L9VHX94, 5700101]
[paragraph, [82.0, 586.0, 589.0, 18.0], shoonya_0sE6JK8L9VHX94, 5700101]
[paragraph, [82.0, 604.0, 589.0, 18.0], shoonya_0sE6JK8L9VHX94, 5700101]
[paragraph, [82.0, 622.0, 589.0, 18.0], shoonya_0sE6JK8L9VHX94, 5700101]
[paragraph, [82.0, 640.0, 589.0, 18.0], shoonya_0sE6JK8L9VHX94, 5700101]
[paragraph, [77.0, 673.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 691.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 709.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 727.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 745.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 763.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 781.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 799.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 817.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 835.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 853.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 871.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 889.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 907.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 925.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 943.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 961.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 979.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 997.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 1015.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 1033.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 1051.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
[paragraph, [77.0, 1069.0, 587.0, 18.0], shoonya_2s25MEOF7ATIIK, 5700101]
