[1754, 1241]
[section-title, [138.0, 148.0, 957.0, 49.5], BROrMBADwp, 5747243]
[section-title, [138.0, 197.5, 957.0, 49.5], BROrMBADwp, 5747243]
[sub-section-title, [136.0, 307.0, 155.0, 36.0], 4OmaOp44gL, 5747243]
[ordered-list, [94.0, 364.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 400.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 436.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 472.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 508.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 544.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 580.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 616.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 652.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 688.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 724.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 760.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 796.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 832.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 868.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 904.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 940.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 976.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 1012.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 1048.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 1084.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 1120.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 1156.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 1192.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 1228.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 1264.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 1300.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 1336.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 1372.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 1408.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 1444.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[ordered-list, [94.0, 1480.0, 632.0, 36.0], r0KNR4CTof, 5747243]
[sub-ordered-list, [209.0, 697.0, 304.0, 36.0], _T9sYvDb3V, 5747243]
[sub-ordered-list, [209.0, 733.0, 304.0, 36.0], _T9sYvDb3V, 5747243]
[sub-ordered-list, [209.0, 769.0, 304.0, 36.0], _T9sYvDb3V, 5747243]
[sub-ordered-list, [209.0, 805.0, 304.0, 36.0], _T9sYvDb3V, 5747243]
[sub-ordered-list, [224.0, 901.0, 407.0, 36.0], OCubvWt9VU, 5747243]
[sub-ordered-list, [224.0, 937.0, 407.0, 36.0], OCubvWt9VU, 5747243]
[sub-ordered-list, [224.0, 1062.0, 369.0, 36.0], 822KuEtzOt, 5747243]
[sub-ordered-list, [224.0, 1098.0, 369.0, 36.0], 822KuEtzOt, 5747243]
[sub-ordered-list, [224.0, 1134.0, 369.0, 36.0], 822KuEtzOt, 5747243]
[sub-ordered-list, [224.0, 1170.0, 369.0, 36.0], 822KuEtzOt, 5747243]
