[1987, 1270]
[paragraph, [126.0, 185.0, 1023.0, 36.0], shoonya_3sTBKKWMXH56Y0, 5682745]
[paragraph, [126.0, 221.0, 1023.0, 36.0], shoonya_3sTBKKWMXH56Y0, 5682745]
[paragraph, [126.0, 257.0, 1023.0, 36.0], shoonya_3sTBKKWMXH56Y0, 5682745]
[paragraph, [126.0, 293.0, 1023.0, 36.0], shoonya_3sTBKKWMXH56Y0, 5682745]
[paragraph, [126.0, 329.0, 1023.0, 36.0], shoonya_3sTBKKWMXH56Y0, 5682745]
[paragraph, [128.0, 402.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 438.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 474.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 510.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 546.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 582.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 618.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 654.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 690.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 726.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 762.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 798.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 834.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 870.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 906.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 942.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 978.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 1014.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 1050.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [128.0, 1086.0, 1012.0, 36.0], shoonya_4sSN4SYK776XPL, 5682745]
[paragraph, [127.0, 1132.0, 1017.0, 36.0], shoonya_5s91L7964B447A, 5682745]
[paragraph, [127.0, 1168.0, 1017.0, 36.0], shoonya_5s91L7964B447A, 5682745]
[paragraph, [127.0, 1204.0, 1017.0, 36.0], shoonya_5s91L7964B447A, 5682745]
[paragraph, [127.0, 1240.0, 1017.0, 36.0], shoonya_5s91L7964B447A, 5682745]
[paragraph, [127.0, 1276.0, 1017.0, 36.0], shoonya_5s91L7964B447A, 5682745]
[paragraph, [127.0, 1312.0, 1017.0, 36.0], shoonya_5s91L7964B447A, 5682745]
[paragraph, [127.0, 1348.0, 1017.0, 36.0], shoonya_5s91L7964B447A, 5682745]
[paragraph, [127.0, 1384.0, 1017.0, 36.0], shoonya_5s91L7964B447A, 5682745]
[paragraph, [127.0, 1420.0, 1017.0, 36.0], shoonya_5s91L7964B447A, 5682745]
[paragraph, [127.0, 1456.0, 1017.0, 36.0], shoonya_5s91L7964B447A, 5682745]
[paragraph, [127.0, 1492.0, 1017.0, 36.0], shoonya_5s91L7964B447A, 5682745]
[paragraph, [120.0, 1546.0, 1031.0, 36.0], 2sWbgJ1rGT, 5682745]
[paragraph, [120.0, 1582.0, 1031.0, 36.0], 2sWbgJ1rGT, 5682745]
[paragraph, [120.0, 1618.0, 1031.0, 36.0], 2sWbgJ1rGT, 5682745]
[paragraph, [120.0, 1654.0, 1031.0, 36.0], 2sWbgJ1rGT, 5682745]
[paragraph, [120.0, 1690.0, 1031.0, 36.0], 2sWbgJ1rGT, 5682745]
[paragraph, [117.0, 1763.0, 1040.0, 36.0], 09e64TxNME, 5682745]
[paragraph, [117.0, 1799.0, 1040.0, 36.0], 09e64TxNME, 5682745]
