[2067, 1567]
[folio, [187.0, 197.0, 254.0, 36.0], v5Lu6wh2Vw, 5735628]
[paragraph, [790.0, 251.0, 580.0, 36.0], shoonya_2sR3YXUDCMA9P6, 5735628]
[paragraph, [790.0, 287.0, 580.0, 36.0], shoonya_2sR3YXUDCMA9P6, 5735628]
[paragraph, [790.0, 323.0, 580.0, 36.0], shoonya_2sR3YXUDCMA9P6, 5735628]
[paragraph, [790.0, 359.0, 580.0, 36.0], shoonya_2sR3YXUDCMA9P6, 5735628]
[paragraph, [790.0, 395.0, 580.0, 36.0], shoonya_2sR3YXUDCMA9P6, 5735628]
[paragraph, [790.0, 431.0, 580.0, 36.0], shoonya_2sR3YXUDCMA9P6, 5735628]
[paragraph, [790.0, 467.0, 580.0, 36.0], shoonya_2sR3YXUDCMA9P6, 5735628]
[paragraph, [790.0, 503.0, 580.0, 36.0], shoonya_2sR3YXUDCMA9P6, 5735628]
[paragraph, [790.0, 539.0, 580.0, 36.0], shoonya_2sR3YXUDCMA9P6, 5735628]
[paragraph, [790.0, 575.0, 580.0, 36.0], shoonya_2sR3YXUDCMA9P6, 5735628]
[paragraph, [790.0, 611.0, 580.0, 36.0], shoonya_2sR3YXUDCMA9P6, 5735628]
[paragraph, [790.0, 647.0, 580.0, 36.0], shoonya_2sR3YXUDCMA9P6, 5735628]
[paragraph, [790.0, 683.0, 580.0, 36.0], shoonya_2sR3YXUDCMA9P6, 5735628]
[paragraph, [790.0, 719.0, 580.0, 36.0], shoonya_2sR3YXUDCMA9P6, 5735628]
[paragraph, [790.0, 755.0, 580.0, 36.0], shoonya_2sR3YXUDCMA9P6, 5735628]
[paragraph, [790.0, 791.0, 580.0, 36.0], shoonya_2sR3YXUDCMA9P6, 5735628]
[paragraph, [192.0, 254.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 290.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 326.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 362.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 398.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 434.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 470.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 506.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 542.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 578.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 614.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 650.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 686.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 722.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 758.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 794.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 830.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 866.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[paragraph, [192.0, 902.0, 579.0, 36.0], shoonya_0sZO5IMYEJ64CC, 5735628]
[sidebar, [22.0, 637.0, 129.0, 36.0], shoonya_10s27F282PCWX0, 5735628]
[paragraph, [792.0, 829.0, 579.0, 36.0], shoonya_3sU7LH1DQPV6A9, 5735628]
[paragraph, [792.0, 865.0, 579.0, 36.0], shoonya_3sU7LH1DQPV6A9, 5735628]
[paragraph, [792.0, 901.0, 579.0, 36.0], shoonya_3sU7LH1DQPV6A9, 5735628]
[paragraph, [792.0, 937.0, 579.0, 36.0], shoonya_3sU7LH1DQPV6A9, 5735628]
[paragraph, [792.0, 973.0, 579.0, 36.0], shoonya_3sU7LH1DQPV6A9, 5735628]
[paragraph, [792.0, 1009.0, 579.0, 36.0], shoonya_3sU7LH1DQPV6A9, 5735628]
[paragraph, [792.0, 1045.0, 579.0, 36.0], shoonya_3sU7LH1DQPV6A9, 5735628]
[paragraph, [792.0, 1081.0, 579.0, 36.0], shoonya_3sU7LH1DQPV6A9, 5735628]
[paragraph, [792.0, 1117.0, 579.0, 36.0], shoonya_3sU7LH1DQPV6A9, 5735628]
[paragraph, [193.0, 963.0, 580.0, 36.0], shoonya_1s8C3YTRNJ1KHT, 5735628]
[paragraph, [193.0, 999.0, 580.0, 36.0], shoonya_1s8C3YTRNJ1KHT, 5735628]
[paragraph, [193.0, 1035.0, 580.0, 36.0], shoonya_1s8C3YTRNJ1KHT, 5735628]
[paragraph, [193.0, 1071.0, 580.0, 36.0], shoonya_1s8C3YTRNJ1KHT, 5735628]
[paragraph, [193.0, 1107.0, 580.0, 36.0], shoonya_1s8C3YTRNJ1KHT, 5735628]
[paragraph, [193.0, 1143.0, 580.0, 36.0], shoonya_1s8C3YTRNJ1KHT, 5735628]
[paragraph, [193.0, 1179.0, 580.0, 36.0], shoonya_1s8C3YTRNJ1KHT, 5735628]
[paragraph, [193.0, 1215.0, 580.0, 36.0], shoonya_1s8C3YTRNJ1KHT, 5735628]
[paragraph, [193.0, 1251.0, 580.0, 36.0], shoonya_1s8C3YTRNJ1KHT, 5735628]
[paragraph, [193.0, 1287.0, 580.0, 36.0], shoonya_1s8C3YTRNJ1KHT, 5735628]
[paragraph, [193.0, 1323.0, 580.0, 36.0], shoonya_1s8C3YTRNJ1KHT, 5735628]
[paragraph, [193.0, 1359.0, 580.0, 36.0], shoonya_1s8C3YTRNJ1KHT, 5735628]
[paragraph, [193.0, 1395.0, 580.0, 36.0], shoonya_1s8C3YTRNJ1KHT, 5735628]
[paragraph, [193.0, 1431.0, 580.0, 36.0], shoonya_1s8C3YTRNJ1KHT, 5735628]
