[1736, 1323]
[section-title, [663.0, 139.0, 550.0, 49.5], v8b6NvABWn, 5771951]
[sidebar, [130.0, 145.0, 522.0, 36.0], rG4wMym6cW, 5771951]
[sidebar, [130.0, 181.0, 522.0, 36.0], rG4wMym6cW, 5771951]
[sidebar, [130.0, 217.0, 522.0, 36.0], rG4wMym6cW, 5771951]
[sidebar, [130.0, 253.0, 522.0, 36.0], rG4wMym6cW, 5771951]
[sidebar, [130.0, 289.0, 522.0, 36.0], rG4wMym6cW, 5771951]
[sidebar, [130.0, 325.0, 522.0, 36.0], rG4wMym6cW, 5771951]
[sidebar, [130.0, 361.0, 522.0, 36.0], rG4wMym6cW, 5771951]
[unordered-list, [139.0, 202.0, 510.0, 36.0], 77ao7D8q8V, 5771951]
[unordered-list, [139.0, 238.0, 510.0, 36.0], 77ao7D8q8V, 5771951]
[unordered-list, [139.0, 274.0, 510.0, 36.0], 77ao7D8q8V, 5771951]
[unordered-list, [139.0, 310.0, 510.0, 36.0], 77ao7D8q8V, 5771951]
[unordered-list, [139.0, 346.0, 510.0, 36.0], 77ao7D8q8V, 5771951]
[unordered-list, [661.0, 213.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 249.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 285.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 321.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 357.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 393.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 429.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 465.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 501.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 537.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 573.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 609.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 645.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 681.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 717.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 753.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 789.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 825.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 861.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 897.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 933.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 969.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 1005.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 1041.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 1077.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 1113.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 1149.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 1185.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 1221.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 1257.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 1293.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 1329.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 1365.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 1401.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 1437.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 1473.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 1509.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[unordered-list, [661.0, 1545.0, 545.0, 36.0], zAc0N5-WxQ, 5771951]
[paragraph, [121.0, 419.0, 538.0, 36.0], qGYvlMfyM3, 5771951]
[paragraph, [121.0, 455.0, 538.0, 36.0], qGYvlMfyM3, 5771951]
[paragraph, [121.0, 491.0, 538.0, 36.0], qGYvlMfyM3, 5771951]
[paragraph, [121.0, 527.0, 538.0, 36.0], qGYvlMfyM3, 5771951]
[paragraph, [121.0, 563.0, 538.0, 36.0], qGYvlMfyM3, 5771951]
[paragraph, [122.0, 616.0, 547.0, 36.0], aCid-t0I26, 5771951]
[unordered-list, [116.0, 684.0, 552.0, 36.0], tmmPNlSzJ0, 5771951]
