[1763, 1275]
[section-title, [789.0, 125.0, 381.0, 49.5], W92RPrfbM3, 5713264]
[ordered-list, [777.0, 183.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 219.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 255.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 291.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 327.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 363.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 399.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 435.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 471.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 507.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 543.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 579.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 615.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 651.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 687.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 723.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 759.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 795.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 831.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 867.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 903.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 939.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 975.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 1011.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 1047.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[ordered-list, [777.0, 1083.0, 384.0, 36.0], shoonya_3sMSRWGRGPGJCW, 5713264]
[author, [258.0, 186.0, 231.0, 36.0], QbUVqit2b9, 5713264]
[paragraph, [39.0, 329.0, 452.0, 36.0], shoonya_1sK5R88S5Y8N5Q, 5713264]
[paragraph, [39.0, 365.0, 452.0, 36.0], shoonya_1sK5R88S5Y8N5Q, 5713264]
[paragraph, [39.0, 401.0, 452.0, 36.0], shoonya_1sK5R88S5Y8N5Q, 5713264]
[paragraph, [39.0, 437.0, 452.0, 36.0], shoonya_1sK5R88S5Y8N5Q, 5713264]
[paragraph, [39.0, 473.0, 452.0, 36.0], shoonya_1sK5R88S5Y8N5Q, 5713264]
[paragraph, [39.0, 509.0, 452.0, 36.0], shoonya_1sK5R88S5Y8N5Q, 5713264]
[paragraph, [39.0, 545.0, 452.0, 36.0], shoonya_1sK5R88S5Y8N5Q, 5713264]
[paragraph, [39.0, 581.0, 452.0, 36.0], shoonya_1sK5R88S5Y8N5Q, 5713264]
[paragraph, [34.0, 639.0, 322.0, 36.0], a4JaP_k0cV, 5713264]
[paragraph, [34.0, 675.0, 322.0, 36.0], a4JaP_k0cV, 5713264]
[paragraph, [34.0, 711.0, 322.0, 36.0], a4JaP_k0cV, 5713264]
[paragraph, [34.0, 747.0, 322.0, 36.0], a4JaP_k0cV, 5713264]
[paragraph, [34.0, 783.0, 322.0, 36.0], a4JaP_k0cV, 5713264]
[paragraph, [34.0, 819.0, 322.0, 36.0], a4JaP_k0cV, 5713264]
[paragraph, [34.0, 855.0, 322.0, 36.0], a4JaP_k0cV, 5713264]
[paragraph, [34.0, 891.0, 322.0, 36.0], a4JaP_k0cV, 5713264]
[paragraph, [34.0, 927.0, 322.0, 36.0], a4JaP_k0cV, 5713264]
[paragraph, [34.0, 963.0, 322.0, 36.0], a4JaP_k0cV, 5713264]
[paragraph, [34.0, 999.0, 322.0, 36.0], a4JaP_k0cV, 5713264]
[paragraph, [34.0, 1035.0, 322.0, 36.0], a4JaP_k0cV, 5713264]
[paragraph, [34.0, 1071.0, 322.0, 36.0], a4JaP_k0cV, 5713264]
[paragraph, [34.0, 1107.0, 322.0, 36.0], a4JaP_k0cV, 5713264]
[paragraph, [34.0, 1143.0, 322.0, 36.0], a4JaP_k0cV, 5713264]
[paragraph, [34.0, 1179.0, 322.0, 36.0], a4JaP_k0cV, 5713264]
