[1248, 871]
[chapter-title, [339.0, 19.0, 284.0, 30.0], shoonya_0s3JPU49KIBWN1, 5776136]
[paragraph, [155.0, 68.0, 649.0, 18.0], rqKZLKzDEZ, 5776136]
[paragraph, [155.0, 86.0, 649.0, 18.0], rqKZLKzDEZ, 5776136]
[paragraph, [155.0, 104.0, 649.0, 18.0], rqKZLKzDEZ, 5776136]
[paragraph, [155.0, 122.0, 649.0, 18.0], rqKZLKzDEZ, 5776136]
[paragraph, [155.0, 140.0, 649.0, 18.0], rqKZLKzDEZ, 5776136]
[paragraph, [154.0, 170.0, 392.0, 18.0], 6s2fRTBjDJ, 5776136]
[paragraph, [154.0, 196.0, 463.0, 18.0], 2qBJAsvVHi, 5776136]
[paragraph, [152.0, 221.0, 654.0, 18.0], P54jrhxEhU, 5776136]
[paragraph, [152.0, 239.0, 654.0, 18.0], P54jrhxEhU, 5776136]
[paragraph, [152.0, 257.0, 654.0, 18.0], P54jrhxEhU, 5776136]
[paragraph, [155.0, 273.0, 169.0, 18.0], TeHkM0yx62, 5776136]
[paragraph, [154.0, 299.0, 655.0, 18.0], pfv5Mo1R79, 5776136]
[paragraph, [154.0, 317.0, 655.0, 18.0], pfv5Mo1R79, 5776136]
[paragraph, [154.0, 335.0, 655.0, 18.0], pfv5Mo1R79, 5776136]
[paragraph, [153.0, 371.0, 655.0, 18.0], 6snKe7Ooh_, 5776136]
[paragraph, [153.0, 389.0, 655.0, 18.0], 6snKe7Ooh_, 5776136]
[paragraph, [153.0, 407.0, 655.0, 18.0], 6snKe7Ooh_, 5776136]
[paragraph, [153.0, 425.0, 655.0, 18.0], 6snKe7Ooh_, 5776136]
[paragraph, [153.0, 443.0, 655.0, 18.0], 6snKe7Ooh_, 5776136]
[paragraph, [153.0, 461.0, 655.0, 18.0], 6snKe7Ooh_, 5776136]
[paragraph, [153.0, 479.0, 655.0, 18.0], 6snKe7Ooh_, 5776136]
[paragraph, [153.0, 497.0, 655.0, 18.0], 6snKe7Ooh_, 5776136]
[paragraph, [153.0, 515.0, 655.0, 18.0], 6snKe7Ooh_, 5776136]
[paragraph, [153.0, 533.0, 655.0, 18.0], 6snKe7Ooh_, 5776136]
[paragraph, [153.0, 551.0, 655.0, 18.0], 6snKe7Ooh_, 5776136]
[paragraph, [153.0, 569.0, 655.0, 18.0], 6snKe7Ooh_, 5776136]
[paragraph, [153.0, 587.0, 655.0, 18.0], 6snKe7Ooh_, 5776136]
[paragraph, [152.0, 625.0, 658.0, 18.0], KsmP3Fd0QQ, 5776136]
[paragraph, [152.0, 643.0, 658.0, 18.0], KsmP3Fd0QQ, 5776136]
[paragraph, [152.0, 661.0, 658.0, 18.0], KsmP3Fd0QQ, 5776136]
[paragraph, [152.0, 679.0, 658.0, 18.0], KsmP3Fd0QQ, 5776136]
[paragraph, [151.0, 701.0, 455.0, 18.0], fSMByGp9Ol, 5776136]
[paragraph, [154.0, 723.0, 658.0, 18.0], NKb1zImxp5, 5776136]
[paragraph, [154.0, 741.0, 658.0, 18.0], NKb1zImxp5, 5776136]
[paragraph, [154.0, 759.0, 658.0, 18.0], NKb1zImxp5, 5776136]
[paragraph, [154.0, 777.0, 658.0, 18.0], NKb1zImxp5, 5776136]
[paragraph, [151.0, 801.0, 242.0, 18.0], -lE5G-kVtp, 5776136]
[paragraph, [152.0, 826.0, 290.0, 18.0], GLo8JQDKnG, 5776136]
[paragraph, [153.0, 849.0, 662.0, 18.0], pX3DRtEYZ9, 5776136]
[paragraph, [154.0, 875.0, 536.0, 18.0], R2So5UnJ_w, 5776136]
[paragraph, [154.0, 900.0, 661.0, 18.0], 73DZrlZ4lG, 5776136]
[paragraph, [154.0, 918.0, 661.0, 18.0], 73DZrlZ4lG, 5776136]
[paragraph, [154.0, 936.0, 661.0, 18.0], 73DZrlZ4lG, 5776136]
[paragraph, [154.0, 954.0, 661.0, 18.0], 73DZrlZ4lG, 5776136]
[paragraph, [151.0, 974.0, 662.0, 18.0], 34V-EAUtba, 5776136]
[paragraph, [152.0, 1003.0, 670.0, 18.0], dhao2HXqhm, 5776136]
[paragraph, [152.0, 1021.0, 670.0, 18.0], dhao2HXqhm, 5776136]
[paragraph, [147.0, 1054.0, 421.0, 18.0], -5zaEWAhSh, 5776136]
