[1948, 1214]
[folio, [933.0, 136.0, 139.0, 36.0], 2OKwh52htz, 5732188]
[paragraph, [138.0, 281.0, 952.0, 36.0], shoonya_1sTCLPJHYH77PF, 5732188]
[paragraph, [138.0, 317.0, 952.0, 36.0], shoonya_1sTCLPJHYH77PF, 5732188]
[paragraph, [138.0, 353.0, 952.0, 36.0], shoonya_1sTCLPJHYH77PF, 5732188]
[paragraph, [138.0, 389.0, 952.0, 36.0], shoonya_1sTCLPJHYH77PF, 5732188]
[paragraph, [138.0, 425.0, 952.0, 36.0], shoonya_1sTCLPJHYH77PF, 5732188]
[paragraph, [138.0, 461.0, 952.0, 36.0], shoonya_1sTCLPJHYH77PF, 5732188]
[paragraph, [138.0, 497.0, 952.0, 36.0], shoonya_1sTCLPJHYH77PF, 5732188]
[paragraph, [139.0, 576.0, 951.0, 36.0], shoonya_0sU4RER5986842, 5732188]
[paragraph, [139.0, 612.0, 951.0, 36.0], shoonya_0sU4RER5986842, 5732188]
[paragraph, [139.0, 648.0, 951.0, 36.0], shoonya_0sU4RER5986842, 5732188]
[paragraph, [139.0, 684.0, 951.0, 36.0], shoonya_0sU4RER5986842, 5732188]
[paragraph, [139.0, 720.0, 951.0, 36.0], shoonya_0sU4RER5986842, 5732188]
[paragraph, [139.0, 756.0, 951.0, 36.0], shoonya_0sU4RER5986842, 5732188]
[paragraph, [139.0, 792.0, 951.0, 36.0], shoonya_0sU4RER5986842, 5732188]
[paragraph, [139.0, 828.0, 951.0, 36.0], shoonya_0sU4RER5986842, 5732188]
[paragraph, [139.0, 864.0, 951.0, 36.0], shoonya_0sU4RER5986842, 5732188]
[paragraph, [139.0, 900.0, 951.0, 36.0], shoonya_0sU4RER5986842, 5732188]
[paragraph, [139.0, 936.0, 951.0, 36.0], shoonya_0sU4RER5986842, 5732188]
[paragraph, [139.0, 972.0, 951.0, 36.0], shoonya_0sU4RER5986842, 5732188]
[paragraph, [139.0, 1008.0, 951.0, 36.0], shoonya_0sU4RER5986842, 5732188]
[paragraph, [139.0, 1044.0, 951.0, 36.0], shoonya_0sU4RER5986842, 5732188]
[paragraph, [139.0, 1080.0, 951.0, 36.0], shoonya_0sU4RER5986842, 5732188]
[author, [736.0, 1226.0, 325.0, 36.0], BuZvDy7wQy, 5732188]
[paragraph, [547.0, 1352.0, 181.0, 36.0], UMZnJTaQgk, 5732188]
[folio, [510.0, 1850.0, 200.0, 36.0], wZqVbd63sx, 5732188]
