[1753, 1240]
[contact-info, [473.0, 91.0, 308.0, 36.0], shoonya_4sJ1W4H7OX2RXR, 6475300]
[contact-info, [473.0, 127.0, 308.0, 36.0], shoonya_4sJ1W4H7OX2RXR, 6475300]
[contact-info, [933.0, 261.0, 217.0, 36.0], lj8lkr9gWw, 6475300]
[folio, [113.0, 298.0, 118.0, 36.0], pwGBYM3vqE, 6475300]
[ordered-list, [199.0, 383.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 419.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 455.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 491.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 527.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 563.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 599.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 635.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 671.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 707.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 743.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 779.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 815.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 851.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 887.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 923.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 959.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 995.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 1031.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 1067.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 1103.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 1139.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 1175.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 1211.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 1247.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 1283.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 1319.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 1355.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 1391.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 1427.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[ordered-list, [199.0, 1463.0, 950.0, 36.0], shoonya_6sJAXS9F20N0SV, 6475300]
[contact-info, [141.0, 1585.0, 963.0, 36.0], z8IH2BvFv9, 6475300]
[contact-info, [141.0, 1621.0, 963.0, 36.0], z8IH2BvFv9, 6475300]
[contact-info, [141.0, 1657.0, 963.0, 36.0], z8IH2BvFv9, 6475300]
[website-link, [742.0, 1675.0, 155.0, 18.0], shoonya_0s4D9FEHGDB130, 6475300]
