[2368, 1731]
[headline, [775.0, 222.0, 280.0, 67.5], ICqRMGxHNn, 5734450]
[unordered-list, [311.0, 323.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 359.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 395.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 431.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 467.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 503.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 539.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 575.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 611.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 647.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 683.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 719.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 755.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 791.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 827.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 863.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 899.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 935.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 971.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 1007.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[unordered-list, [311.0, 1043.0, 1154.0, 36.0], ONAN3KSd-9, 5734450]
[section-title, [328.0, 1094.0, 125.0, 52.5], _qJP6NGf8A, 5734450]
[unordered-list, [313.0, 1177.0, 743.0, 36.0], WeLS0hANda, 5734450]
[unordered-list, [313.0, 1213.0, 743.0, 36.0], WeLS0hANda, 5734450]
[unordered-list, [313.0, 1249.0, 743.0, 36.0], WeLS0hANda, 5734450]
[unordered-list, [313.0, 1285.0, 743.0, 36.0], WeLS0hANda, 5734450]
[unordered-list, [313.0, 1321.0, 743.0, 36.0], WeLS0hANda, 5734450]
[unordered-list, [313.0, 1357.0, 743.0, 36.0], WeLS0hANda, 5734450]
[unordered-list, [313.0, 1393.0, 743.0, 36.0], WeLS0hANda, 5734450]
[unordered-list, [313.0, 1429.0, 743.0, 36.0], WeLS0hANda, 5734450]
[unordered-list, [313.0, 1465.0, 743.0, 36.0], WeLS0hANda, 5734450]
[unordered-list, [313.0, 1501.0, 743.0, 36.0], WeLS0hANda, 5734450]
[unordered-list, [313.0, 1537.0, 743.0, 36.0], WeLS0hANda, 5734450]
[unordered-list, [313.0, 1573.0, 743.0, 36.0], WeLS0hANda, 5734450]
[unordered-list, [313.0, 1609.0, 743.0, 36.0], WeLS0hANda, 5734450]
[unordered-list, [313.0, 1645.0, 743.0, 36.0], WeLS0hANda, 5734450]
[unordered-list, [313.0, 1681.0, 743.0, 36.0], WeLS0hANda, 5734450]
[unordered-list, [313.0, 1717.0, 743.0, 36.0], WeLS0hANda, 5734450]
[unordered-list, [313.0, 1753.0, 743.0, 36.0], WeLS0hANda, 5734450]
[unordered-list, [313.0, 1789.0, 743.0, 36.0], WeLS0hANda, 5734450]
