[1162, 749]
[folio, [305.0, 76.0, 141.0, 18.0], shoonya_5s79OT1XTIFNSU, 5700103]
[paragraph, [77.0, 123.0, 595.0, 18.0], shoonya_0s2SA2CTJRHMVH, 5700103]
[paragraph, [77.0, 141.0, 595.0, 18.0], shoonya_0s2SA2CTJRHMVH, 5700103]
[paragraph, [77.0, 159.0, 595.0, 18.0], shoonya_0s2SA2CTJRHMVH, 5700103]
[paragraph, [77.0, 177.0, 595.0, 18.0], shoonya_0s2SA2CTJRHMVH, 5700103]
[paragraph, [77.0, 195.0, 595.0, 18.0], shoonya_0s2SA2CTJRHMVH, 5700103]
[paragraph, [77.0, 213.0, 595.0, 18.0], shoonya_0s2SA2CTJRHMVH, 5700103]
[paragraph, [77.0, 231.0, 595.0, 18.0], shoonya_0s2SA2CTJRHMVH, 5700103]
[paragraph, [77.0, 249.0, 595.0, 18.0], shoonya_0s2SA2CTJRHMVH, 5700103]
[paragraph, [77.0, 267.0, 595.0, 18.0], shoonya_0s2SA2CTJRHMVH, 5700103]
[paragraph, [77.0, 285.0, 595.0, 18.0], shoonya_0s2SA2CTJRHMVH, 5700103]
[paragraph, [77.0, 303.0, 595.0, 18.0], shoonya_0s2SA2CTJRHMVH, 5700103]
[paragraph, [77.0, 321.0, 595.0, 18.0], shoonya_0s2SA2CTJRHMVH, 5700103]
[paragraph, [77.0, 339.0, 595.0, 18.0], shoonya_0s2SA2CTJRHMVH, 5700103]
[paragraph, [77.0, 357.0, 595.0, 18.0], shoonya_0s2SA2CTJRHMVH, 5700103]
[paragraph, [77.0, 375.0, 595.0, 18.0], shoonya_0s2SA2CTJRHMVH, 5700103]
[paragraph, [77.0, 393.0, 595.0, 18.0], shoonya_0s2SA2CTJRHMVH, 5700103]
[paragraph, [77.0, 411.0, 595.0, 18.0], shoonya_0s2SA2CTJRHMVH, 5700103]
[paragraph, [77.0, 445.0, 594.0, 18.0], shoonya_3sYOGSYX4JP0Y5, 5700103]
[paragraph, [77.0, 463.0, 594.0, 18.0], shoonya_3sYOGSYX4JP0Y5, 5700103]
[paragraph, [77.0, 481.0, 594.0, 18.0], shoonya_3sYOGSYX4JP0Y5, 5700103]
[paragraph, [77.0, 499.0, 594.0, 18.0], shoonya_3sYOGSYX4JP0Y5, 5700103]
[paragraph, [77.0, 517.0, 594.0, 18.0], shoonya_3sYOGSYX4JP0Y5, 5700103]
[paragraph, [77.0, 535.0, 594.0, 18.0], shoonya_3sYOGSYX4JP0Y5, 5700103]
[paragraph, [77.0, 553.0, 594.0, 18.0], shoonya_3sYOGSYX4JP0Y5, 5700103]
[paragraph, [77.0, 571.0, 594.0, 18.0], shoonya_3sYOGSYX4JP0Y5, 5700103]
[paragraph, [78.0, 602.0, 596.0, 18.0], shoonya_1s32E6EHC6O6NN, 5700103]
[paragraph, [78.0, 620.0, 596.0, 18.0], shoonya_1s32E6EHC6O6NN, 5700103]
[paragraph, [78.0, 638.0, 596.0, 18.0], shoonya_1s32E6EHC6O6NN, 5700103]
[paragraph, [78.0, 656.0, 596.0, 18.0], shoonya_1s32E6EHC6O6NN, 5700103]
[paragraph, [78.0, 674.0, 596.0, 18.0], shoonya_1s32E6EHC6O6NN, 5700103]
[paragraph, [78.0, 692.0, 596.0, 18.0], shoonya_1s32E6EHC6O6NN, 5700103]
[paragraph, [78.0, 710.0, 596.0, 18.0], shoonya_1s32E6EHC6O6NN, 5700103]
[paragraph, [78.0, 728.0, 596.0, 18.0], shoonya_1s32E6EHC6O6NN, 5700103]
[paragraph, [78.0, 746.0, 596.0, 18.0], shoonya_1s32E6EHC6O6NN, 5700103]
[paragraph, [78.0, 764.0, 596.0, 18.0], shoonya_1s32E6EHC6O6NN, 5700103]
[paragraph, [78.0, 782.0, 596.0, 18.0], shoonya_1s32E6EHC6O6NN, 5700103]
[paragraph, [78.0, 800.0, 596.0, 18.0], shoonya_1s32E6EHC6O6NN, 5700103]
[paragraph, [78.0, 818.0, 596.0, 18.0], shoonya_1s32E6EHC6O6NN, 5700103]
[paragraph, [78.0, 836.0, 596.0, 18.0], shoonya_1s32E6EHC6O6NN, 5700103]
[paragraph, [78.0, 854.0, 596.0, 18.0], shoonya_1s32E6EHC6O6NN, 5700103]
[paragraph, [79.0, 879.0, 595.0, 18.0], shoonya_2sCVPE7RN88K7K, 5700103]
[paragraph, [79.0, 897.0, 595.0, 18.0], shoonya_2sCVPE7RN88K7K, 5700103]
[paragraph, [79.0, 915.0, 595.0, 18.0], shoonya_2sCVPE7RN88K7K, 5700103]
[paragraph, [79.0, 933.0, 595.0, 18.0], shoonya_2sCVPE7RN88K7K, 5700103]
[paragraph, [79.0, 951.0, 595.0, 18.0], shoonya_2sCVPE7RN88K7K, 5700103]
[paragraph, [79.0, 969.0, 595.0, 18.0], shoonya_2sCVPE7RN88K7K, 5700103]
[paragraph, [79.0, 987.0, 595.0, 18.0], shoonya_2sCVPE7RN88K7K, 5700103]
[footnote, [132.0, 1059.0, 411.0, 18.0], shoonya_4s7LR53T6N7SIW, 5700103]
