[3968, 2806]
[headline, [1551.0, 259.0, 1012.0, 52.5], lZsuUK_tB8, 5683682]
[headline, [1551.0, 311.5, 1012.0, 52.5], lZsuUK_tB8, 5683682]
[headline, [1551.0, 364.0, 1012.0, 52.5], lZsuUK_tB8, 5683682]
[headline, [1551.0, 416.5, 1012.0, 52.5], lZsuUK_tB8, 5683682]
[headline, [1551.0, 469.0, 1012.0, 52.5], lZsuUK_tB8, 5683682]
[headline, [1551.0, 521.5, 1012.0, 52.5], lZsuUK_tB8, 5683682]
[headline, [1551.0, 574.0, 1012.0, 52.5], lZsuUK_tB8, 5683682]
[headline, [1551.0, 626.5, 1012.0, 52.5], lZsuUK_tB8, 5683682]
[headline, [1551.0, 679.0, 1012.0, 52.5], lZsuUK_tB8, 5683682]
[headline, [1551.0, 731.5, 1012.0, 52.5], lZsuUK_tB8, 5683682]
[headline, [1551.0, 784.0, 1012.0, 52.5], lZsuUK_tB8, 5683682]
[headline, [1551.0, 836.5, 1012.0, 52.5], lZsuUK_tB8, 5683682]
[headline, [1551.0, 889.0, 1012.0, 52.5], lZsuUK_tB8, 5683682]
[headline, [1551.0, 941.5, 1012.0, 52.5], lZsuUK_tB8, 5683682]
[headline, [1551.0, 994.0, 1012.0, 52.5], lZsuUK_tB8, 5683682]
[author, [1306.0, 1290.0, 1253.0, 52.5], shoonya_5s90NVG0OHGKLV, 5683682]
[author, [1306.0, 1342.5, 1253.0, 52.5], shoonya_5s90NVG0OHGKLV, 5683682]
[author, [1306.0, 1395.0, 1253.0, 52.5], shoonya_5s90NVG0OHGKLV, 5683682]
[author, [1306.0, 1447.5, 1253.0, 52.5], shoonya_5s90NVG0OHGKLV, 5683682]
[paragraph, [189.0, 1619.0, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 1671.5, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 1724.0, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 1776.5, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 1829.0, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 1881.5, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 1934.0, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 1986.5, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 2039.0, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 2091.5, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 2144.0, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 2196.5, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 2249.0, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 2301.5, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 2354.0, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 2406.5, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 2459.0, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 2511.5, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 2564.0, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 2616.5, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 2669.0, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 2721.5, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [189.0, 2774.0, 1161.0, 52.5], shoonya_1sX8EIDW3IKQT1, 5683682]
[paragraph, [1371.0, 1670.0, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 1722.5, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 1775.0, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 1827.5, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
[paragraph, [1371.0, 1880.0, 1232.0, 52.5], shoonya_0sDW3KZWI7PIUV, 5683682]
