[850, 612]
[chapter-title, [247.0, 5.0, 148.0, 30.0], JdUUcyBdHJ, 6460601]
[paragraph, [100.0, 60.0, 442.0, 18.0], shoonya_0sSFPBO4B8LWUV, 6460601]
[paragraph, [100.0, 78.0, 442.0, 18.0], shoonya_0sSFPBO4B8LWUV, 6460601]
[paragraph, [100.0, 96.0, 442.0, 18.0], shoonya_0sSFPBO4B8LWUV, 6460601]
[paragraph, [100.0, 114.0, 442.0, 18.0], shoonya_0sSFPBO4B8LWUV, 6460601]
[paragraph, [100.0, 132.0, 442.0, 18.0], shoonya_0sSFPBO4B8LWUV, 6460601]
[paragraph, [100.0, 150.0, 442.0, 18.0], shoonya_0sSFPBO4B8LWUV, 6460601]
[paragraph, [100.0, 168.0, 442.0, 18.0], shoonya_0sSFPBO4B8LWUV, 6460601]
[paragraph, [100.0, 186.0, 442.0, 18.0], shoonya_0sSFPBO4B8LWUV, 6460601]
[paragraph, [100.0, 204.0, 442.0, 18.0], shoonya_0sSFPBO4B8LWUV, 6460601]
[paragraph, [100.0, 222.0, 442.0, 18.0], shoonya_0sSFPBO4B8LWUV, 6460601]
[paragraph, [99.0, 250.0, 447.0, 18.0], iqCPIkD2PD, 6460601]
[paragraph, [99.0, 268.0, 447.0, 18.0], iqCPIkD2PD, 6460601]
[paragraph, [99.0, 286.0, 447.0, 18.0], iqCPIkD2PD, 6460601]
[paragraph, [99.0, 304.0, 447.0, 18.0], iqCPIkD2PD, 6460601]
[paragraph, [99.0, 322.0, 447.0, 18.0], iqCPIkD2PD, 6460601]
[paragraph, [99.0, 340.0, 447.0, 18.0], iqCPIkD2PD, 6460601]
[paragraph, [99.0, 358.0, 447.0, 18.0], iqCPIkD2PD, 6460601]
[paragraph, [100.0, 375.0, 450.0, 18.0], 0KIafuPrat, 6460601]
[paragraph, [100.0, 393.0, 450.0, 18.0], 0KIafuPrat, 6460601]
[paragraph, [100.0, 411.0, 450.0, 18.0], 0KIafuPrat, 6460601]
[paragraph, [100.0, 429.0, 450.0, 18.0], 0KIafuPrat, 6460601]
[paragraph, [100.0, 447.0, 450.0, 18.0], 0KIafuPrat, 6460601]
[paragraph, [104.0, 477.0, 446.0, 18.0], uOQtqWKggl, 6460601]
[paragraph, [104.0, 495.0, 446.0, 18.0], uOQtqWKggl, 6460601]
[paragraph, [104.0, 513.0, 446.0, 18.0], uOQtqWKggl, 6460601]
[paragraph, [104.0, 531.0, 446.0, 18.0], uOQtqWKggl, 6460601]
[paragraph, [104.0, 549.0, 446.0, 18.0], uOQtqWKggl, 6460601]
[paragraph, [100.0, 575.0, 450.0, 18.0], sghNDUWygg, 6460601]
[paragraph, [100.0, 593.0, 450.0, 18.0], sghNDUWygg, 6460601]
[paragraph, [100.0, 611.0, 450.0, 18.0], sghNDUWygg, 6460601]
[paragraph, [100.0, 629.0, 450.0, 18.0], sghNDUWygg, 6460601]
[paragraph, [100.0, 647.0, 450.0, 18.0], sghNDUWygg, 6460601]
[paragraph, [100.0, 665.0, 450.0, 18.0], sghNDUWygg, 6460601]
[paragraph, [100.0, 683.0, 450.0, 18.0], sghNDUWygg, 6460601]
[paragraph, [108.0, 705.0, 456.0, 18.0], V612ei3B_X, 6460601]
[paragraph, [108.0, 723.0, 456.0, 18.0], V612ei3B_X, 6460601]
[paragraph, [108.0, 741.0, 456.0, 18.0], V612ei3B_X, 6460601]
