[1241, 877]
[headline, [303.0, 116.0, 268.0, 25.5], shoonya_7sCL0L1MYSBEF5, 5698129]
[section-title, [115.0, 180.0, 279.0, 30.0], shoonya_3s4J2ATXKQONSQ, 5698129]
[section-title, [115.0, 210.0, 279.0, 30.0], shoonya_3s4J2ATXKQONSQ, 5698129]
[sub-section-title, [116.0, 269.0, 199.0, 25.5], shoonya_1sES8AUNFOYP38, 5698129]
[paragraph, [112.0, 306.0, 651.0, 18.0], shoonya_0s19FFBIF6BKRT, 5698129]
[paragraph, [112.0, 324.0, 651.0, 18.0], shoonya_0s19FFBIF6BKRT, 5698129]
[paragraph, [112.0, 342.0, 651.0, 18.0], shoonya_0s19FFBIF6BKRT, 5698129]
[paragraph, [112.0, 360.0, 651.0, 18.0], shoonya_0s19FFBIF6BKRT, 5698129]
[paragraph, [112.0, 378.0, 651.0, 18.0], shoonya_0s19FFBIF6BKRT, 5698129]
[paragraph, [112.0, 396.0, 651.0, 18.0], shoonya_0s19FFBIF6BKRT, 5698129]
[paragraph, [112.0, 414.0, 651.0, 18.0], shoonya_0s19FFBIF6BKRT, 5698129]
[paragraph, [112.0, 432.0, 651.0, 18.0], shoonya_0s19FFBIF6BKRT, 5698129]
[paragraph, [112.0, 450.0, 651.0, 18.0], shoonya_0s19FFBIF6BKRT, 5698129]
[paragraph, [116.0, 496.0, 648.0, 18.0], shoonya_4sXIXCRZZE4KUY, 5698129]
[paragraph, [116.0, 514.0, 648.0, 18.0], shoonya_4sXIXCRZZE4KUY, 5698129]
[paragraph, [116.0, 532.0, 648.0, 18.0], shoonya_4sXIXCRZZE4KUY, 5698129]
[paragraph, [116.0, 550.0, 648.0, 18.0], shoonya_4sXIXCRZZE4KUY, 5698129]
[paragraph, [116.0, 568.0, 648.0, 18.0], shoonya_4sXIXCRZZE4KUY, 5698129]
[paragraph, [116.0, 586.0, 648.0, 18.0], shoonya_4sXIXCRZZE4KUY, 5698129]
[ordered-list, [116.0, 672.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 690.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 708.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 726.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 744.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 762.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 780.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 798.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 816.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 834.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 852.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 870.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 888.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 906.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 924.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 942.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 960.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 978.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 996.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 1014.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 1032.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 1050.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 1068.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 1086.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
[ordered-list, [116.0, 1104.0, 651.0, 18.0], shoonya_8s82O3Z6QGJJT5, 5698129]
