[2230, 1630]
[chapter-title, [990.0, 141.0, 286.0, 70.5], shoonya_2sB5B25J5OXTY0, 5757957]
[paragraph, [742.0, 235.0, 784.0, 36.0], shoonya_3sNGTC2ZMLXU4E, 5757957]
[paragraph, [742.0, 271.0, 784.0, 36.0], shoonya_3sNGTC2ZMLXU4E, 5757957]
[paragraph, [742.0, 307.0, 784.0, 36.0], shoonya_3sNGTC2ZMLXU4E, 5757957]
[paragraph, [742.0, 343.0, 784.0, 36.0], shoonya_3sNGTC2ZMLXU4E, 5757957]
[paragraph, [742.0, 379.0, 784.0, 36.0], shoonya_3sNGTC2ZMLXU4E, 5757957]
[paragraph, [742.0, 415.0, 784.0, 36.0], shoonya_3sNGTC2ZMLXU4E, 5757957]
[paragraph, [742.0, 451.0, 784.0, 36.0], shoonya_3sNGTC2ZMLXU4E, 5757957]
[paragraph, [742.0, 487.0, 784.0, 36.0], shoonya_3sNGTC2ZMLXU4E, 5757957]
[paragraph, [735.0, 523.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [735.0, 559.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [735.0, 595.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [735.0, 631.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [735.0, 667.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [735.0, 703.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [735.0, 739.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [735.0, 775.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [735.0, 811.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [735.0, 847.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [735.0, 883.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [735.0, 919.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [735.0, 955.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [735.0, 991.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [735.0, 1027.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [735.0, 1063.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [735.0, 1099.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [735.0, 1135.0, 798.0, 36.0], DW5gJJ3Eei, 5757957]
[paragraph, [741.0, 1205.0, 777.0, 36.0], shoonya_5sDQY6KJQ1M6PV, 5757957]
[paragraph, [741.0, 1241.0, 777.0, 36.0], shoonya_5sDQY6KJQ1M6PV, 5757957]
[paragraph, [741.0, 1277.0, 777.0, 36.0], shoonya_5sDQY6KJQ1M6PV, 5757957]
[paragraph, [741.0, 1313.0, 777.0, 36.0], shoonya_5sDQY6KJQ1M6PV, 5757957]
[paragraph, [741.0, 1349.0, 777.0, 36.0], shoonya_5sDQY6KJQ1M6PV, 5757957]
[paragraph, [741.0, 1385.0, 777.0, 36.0], shoonya_5sDQY6KJQ1M6PV, 5757957]
[paragraph, [741.0, 1421.0, 777.0, 36.0], shoonya_5sDQY6KJQ1M6PV, 5757957]
[paragraph, [741.0, 1457.0, 777.0, 36.0], shoonya_5sDQY6KJQ1M6PV, 5757957]
