[2338, 1654]
[paragraph, [182.0, 190.0, 1277.0, 36.0], shoonya_1sJQSS5DBDXAQE, 5753375]
[paragraph, [182.0, 226.0, 1277.0, 36.0], shoonya_1sJQSS5DBDXAQE, 5753375]
[paragraph, [182.0, 262.0, 1277.0, 36.0], shoonya_1sJQSS5DBDXAQE, 5753375]
[paragraph, [182.0, 298.0, 1277.0, 36.0], shoonya_1sJQSS5DBDXAQE, 5753375]
[paragraph, [182.0, 334.0, 1277.0, 36.0], shoonya_1sJQSS5DBDXAQE, 5753375]
[paragraph, [182.0, 370.0, 1277.0, 36.0], shoonya_1sJQSS5DBDXAQE, 5753375]
[paragraph, [182.0, 406.0, 1277.0, 36.0], shoonya_1sJQSS5DBDXAQE, 5753375]
[paragraph, [182.0, 442.0, 1277.0, 36.0], shoonya_1sJQSS5DBDXAQE, 5753375]
[paragraph, [182.0, 478.0, 1277.0, 36.0], shoonya_1sJQSS5DBDXAQE, 5753375]
[paragraph, [182.0, 514.0, 1277.0, 36.0], shoonya_1sJQSS5DBDXAQE, 5753375]
[paragraph, [182.0, 550.0, 1277.0, 36.0], shoonya_1sJQSS5DBDXAQE, 5753375]
[paragraph, [182.0, 586.0, 1277.0, 36.0], shoonya_1sJQSS5DBDXAQE, 5753375]
[paragraph, [182.0, 622.0, 1277.0, 36.0], shoonya_1sJQSS5DBDXAQE, 5753375]
[paragraph, [182.0, 658.0, 1277.0, 36.0], shoonya_1sJQSS5DBDXAQE, 5753375]
[ordered-list, [196.0, 723.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 759.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 795.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 831.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 867.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 903.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 939.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 975.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 1011.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 1047.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 1083.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 1119.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 1155.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 1191.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 1227.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 1263.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 1299.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 1335.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[ordered-list, [196.0, 1371.0, 1265.0, 36.0], shoonya_8sRHKPJCRS6JSC, 5753375]
[paragraph, [184.0, 1446.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
[paragraph, [184.0, 1482.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
[paragraph, [184.0, 1518.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
[paragraph, [184.0, 1554.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
[paragraph, [184.0, 1590.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
[paragraph, [184.0, 1626.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
[paragraph, [184.0, 1662.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
[paragraph, [184.0, 1698.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
[paragraph, [184.0, 1734.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
[paragraph, [184.0, 1770.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
[paragraph, [184.0, 1806.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
[paragraph, [184.0, 1842.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
[paragraph, [184.0, 1878.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
[paragraph, [184.0, 1914.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
[paragraph, [184.0, 1950.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
[paragraph, [184.0, 1986.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
[paragraph, [184.0, 2022.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
[paragraph, [184.0, 2058.0, 1282.0, 36.0], shoonya_0sAYFPNN7EKMAC, 5753375]
