[6000, 4167]
[folio, [1203.0, 609.0, 1744.0, 52.5], bZ8V4QrY02, 5721397]
[folio, [1203.0, 661.5, 1744.0, 52.5], bZ8V4QrY02, 5721397]
[folio, [1203.0, 714.0, 1744.0, 52.5], bZ8V4QrY02, 5721397]
[paragraph, [457.0, 916.0, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 968.5, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1021.0, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1073.5, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1126.0, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1178.5, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1231.0, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1283.5, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1336.0, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1388.5, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1441.0, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1493.5, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1546.0, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1598.5, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1651.0, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1703.5, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1756.0, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1808.5, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1861.0, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1913.5, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 1966.0, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 2018.5, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 2071.0, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 2123.5, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 2176.0, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 2228.5, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 2281.0, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 2333.5, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 2386.0, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 2438.5, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 2491.0, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [457.0, 2543.5, 3238.0, 52.5], shoonya_0sOECEXXJPY43A, 5721397]
[paragraph, [453.0, 2674.0, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 2726.5, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 2779.0, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 2831.5, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 2884.0, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 2936.5, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 2989.0, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 3041.5, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 3094.0, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 3146.5, 3260.0, 52.5], IxYLihjdIP, 5721397]
[paragraph, [453.0, 3199.0, 3260.0, 52.5], IxYLihjdIP, 5721397]
