[1282, 913]
[chapter-title, [360.0, 58.0, 254.0, 30.0], shoonya_0sTW7LPGFSBS6E, 5776703]
[paragraph, [154.0, 100.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 118.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 136.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 154.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 172.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 190.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 208.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 226.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 244.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 262.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 280.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 298.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 316.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 334.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 352.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 370.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 388.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 406.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 424.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 442.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 460.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 478.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 496.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 514.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 532.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 550.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 568.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 586.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 604.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 622.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 640.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 658.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 676.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 694.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 712.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 730.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 748.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 766.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 784.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 802.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 820.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 838.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 856.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 874.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 892.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 910.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 928.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 946.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 964.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 982.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 1000.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 1018.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 1036.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 1054.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 1072.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 1090.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
[paragraph, [154.0, 1108.0, 651.0, 18.0], 1l8z3DpxhX, 5776703]
