[1461, 1106]
[section-title, [120.0, 123.0, 847.0, 30.0], FmyWl5Og1E, 5759558]
[section-title, [120.0, 153.0, 847.0, 30.0], FmyWl5Og1E, 5759558]
[paragraph, [129.0, 202.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 220.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 238.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 256.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 274.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 292.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 310.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 328.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 346.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 364.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 382.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 400.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 418.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 436.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 454.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 472.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 490.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 508.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 526.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 544.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 562.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 580.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 598.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 616.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 634.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 652.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 670.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 688.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 706.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 724.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 742.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 760.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 778.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 796.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 814.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 832.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 850.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
[paragraph, [129.0, 868.0, 813.0, 18.0], shoonya_4sD4U8K8JOV21Z, 5759558]
