[2339, 1653]
[paragraph, [324.0, 159.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 195.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 231.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 267.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 303.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 339.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 375.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 411.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 447.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 483.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 519.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 555.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 591.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 627.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 663.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 699.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 735.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 771.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 807.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 843.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 879.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 915.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 951.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [324.0, 987.0, 1135.0, 36.0], shoonya_1s0I091J4WHFG0, 5733479]
[paragraph, [325.0, 1052.0, 1136.0, 36.0], shoonya_2s68TUU7I7NT26, 5733479]
[paragraph, [325.0, 1088.0, 1136.0, 36.0], shoonya_2s68TUU7I7NT26, 5733479]
[paragraph, [325.0, 1124.0, 1136.0, 36.0], shoonya_2s68TUU7I7NT26, 5733479]
[paragraph, [325.0, 1160.0, 1136.0, 36.0], shoonya_2s68TUU7I7NT26, 5733479]
[paragraph, [325.0, 1196.0, 1136.0, 36.0], shoonya_2s68TUU7I7NT26, 5733479]
[paragraph, [325.0, 1232.0, 1136.0, 36.0], shoonya_2s68TUU7I7NT26, 5733479]
[paragraph, [325.0, 1268.0, 1136.0, 36.0], shoonya_2s68TUU7I7NT26, 5733479]
[paragraph, [325.0, 1304.0, 1136.0, 36.0], shoonya_2s68TUU7I7NT26, 5733479]
[paragraph, [325.0, 1340.0, 1136.0, 36.0], shoonya_2s68TUU7I7NT26, 5733479]
[paragraph, [325.0, 1376.0, 1136.0, 36.0], shoonya_2s68TUU7I7NT26, 5733479]
[paragraph, [325.0, 1412.0, 1136.0, 36.0], shoonya_2s68TUU7I7NT26, 5733479]
[paragraph, [325.0, 1448.0, 1136.0, 36.0], shoonya_2s68TUU7I7NT26, 5733479]
[paragraph, [325.0, 1484.0, 1136.0, 36.0], shoonya_2s68TUU7I7NT26, 5733479]
[paragraph, [325.0, 1520.0, 1136.0, 36.0], shoonya_2s68TUU7I7NT26, 5733479]
[paragraph, [325.0, 1556.0, 1136.0, 36.0], shoonya_2s68TUU7I7NT26, 5733479]
[paragraph, [325.0, 1609.0, 1136.0, 36.0], shoonya_0sMLBIHRDC7AE0, 5733479]
[paragraph, [325.0, 1645.0, 1136.0, 36.0], shoonya_0sMLBIHRDC7AE0, 5733479]
[paragraph, [325.0, 1681.0, 1136.0, 36.0], shoonya_0sMLBIHRDC7AE0, 5733479]
[paragraph, [325.0, 1717.0, 1136.0, 36.0], shoonya_0sMLBIHRDC7AE0, 5733479]
[paragraph, [325.0, 1753.0, 1136.0, 36.0], shoonya_0sMLBIHRDC7AE0, 5733479]
[paragraph, [325.0, 1789.0, 1136.0, 36.0], shoonya_0sMLBIHRDC7AE0, 5733479]
[paragraph, [325.0, 1825.0, 1136.0, 36.0], shoonya_0sMLBIHRDC7AE0, 5733479]
[paragraph, [325.0, 1861.0, 1136.0, 36.0], shoonya_0sMLBIHRDC7AE0, 5733479]
[paragraph, [325.0, 1897.0, 1136.0, 36.0], shoonya_0sMLBIHRDC7AE0, 5733479]
[paragraph, [325.0, 1933.0, 1136.0, 36.0], shoonya_0sMLBIHRDC7AE0, 5733479]
[paragraph, [325.0, 1969.0, 1136.0, 36.0], shoonya_0sMLBIHRDC7AE0, 5733479]
[paragraph, [325.0, 2005.0, 1136.0, 36.0], shoonya_0sMLBIHRDC7AE0, 5733479]
[paragraph, [325.0, 2041.0, 1136.0, 36.0], shoonya_0sMLBIHRDC7AE0, 5733479]
[folio, [815.0, 2154.0, 581.0, 36.0], q0hlys3v_N, 5733479]
