[1275, 1650]
[folio, [32.0, 20.0, 742.0, 18.0], 4crHln6XcM, 5764588]
[folio, [32.0, 38.0, 742.0, 18.0], 4crHln6XcM, 5764588]
[folio, [32.0, 56.0, 742.0, 18.0], 4crHln6XcM, 5764588]
[folio, [32.0, 74.0, 742.0, 18.0], 4crHln6XcM, 5764588]
[folio, [32.0, 92.0, 742.0, 18.0], 4crHln6XcM, 5764588]
[folio, [32.0, 110.0, 742.0, 18.0], 4crHln6XcM, 5764588]
[folio, [32.0, 128.0, 742.0, 18.0], 4crHln6XcM, 5764588]
[folio, [32.0, 146.0, 742.0, 18.0], 4crHln6XcM, 5764588]
[folio, [32.0, 164.0, 742.0, 18.0], 4crHln6XcM, 5764588]
[second-level-question, [882.0, 72.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 90.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 108.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 126.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 144.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 162.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 180.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 198.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 216.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 234.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 252.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 270.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 288.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 306.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 324.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 342.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 360.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 378.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 396.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 414.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 432.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 450.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 468.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 486.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 504.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 522.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[second-level-question, [882.0, 540.0, 736.0, 18.0], xy5Jo57Mgx, 5764588]
[sidebar, [505.0, 200.0, 268.0, 18.0], RIVgl9Vk3H, 5764588]
[sidebar, [505.0, 218.0, 268.0, 18.0], RIVgl9Vk3H, 5764588]
[sidebar, [41.0, 204.0, 167.0, 18.0], 9xVkrDybiS, 5764588]
[section-title, [319.0, 257.0, 134.0, 30.0], 1e728wbKWs, 5764588]
[sidebar, [596.0, 307.0, 148.0, 18.0], shoonya_0sGSJ6ANW2DHPI, 5764588]
[second-level-question, [26.0, 342.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 360.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 378.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 396.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 414.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 432.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 450.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 468.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 486.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 504.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 522.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 540.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 558.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 576.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 594.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 612.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 630.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 648.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 666.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 684.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 702.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 720.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 738.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
[second-level-question, [26.0, 756.0, 740.0, 18.0], 5XgPbuRFfX, 5764588]
