[2339, 1653]
[paragraph, [323.0, 163.0, 1150.0, 36.0], shoonya_2sLTNZEEZOKCER, 5733934]
[paragraph, [323.0, 199.0, 1150.0, 36.0], shoonya_2sLTNZEEZOKCER, 5733934]
[paragraph, [323.0, 235.0, 1150.0, 36.0], shoonya_2sLTNZEEZOKCER, 5733934]
[paragraph, [323.0, 271.0, 1150.0, 36.0], shoonya_2sLTNZEEZOKCER, 5733934]
[paragraph, [323.0, 307.0, 1150.0, 36.0], shoonya_2sLTNZEEZOKCER, 5733934]
[paragraph, [323.0, 343.0, 1150.0, 36.0], shoonya_2sLTNZEEZOKCER, 5733934]
[paragraph, [323.0, 379.0, 1150.0, 36.0], shoonya_2sLTNZEEZOKCER, 5733934]
[paragraph, [323.0, 415.0, 1150.0, 36.0], shoonya_2sLTNZEEZOKCER, 5733934]
[paragraph, [323.0, 451.0, 1150.0, 36.0], shoonya_2sLTNZEEZOKCER, 5733934]
[paragraph, [323.0, 487.0, 1150.0, 36.0], shoonya_2sLTNZEEZOKCER, 5733934]
[paragraph, [323.0, 523.0, 1150.0, 36.0], shoonya_2sLTNZEEZOKCER, 5733934]
[paragraph, [323.0, 559.0, 1150.0, 36.0], shoonya_2sLTNZEEZOKCER, 5733934]
[paragraph, [317.0, 607.0, 1157.0, 36.0], shoonya_1sOAD1SVBUI71X, 5733934]
[paragraph, [317.0, 643.0, 1157.0, 36.0], shoonya_1sOAD1SVBUI71X, 5733934]
[paragraph, [317.0, 679.0, 1157.0, 36.0], shoonya_1sOAD1SVBUI71X, 5733934]
[paragraph, [317.0, 715.0, 1157.0, 36.0], shoonya_1sOAD1SVBUI71X, 5733934]
[paragraph, [317.0, 751.0, 1157.0, 36.0], shoonya_1sOAD1SVBUI71X, 5733934]
[paragraph, [317.0, 787.0, 1157.0, 36.0], shoonya_1sOAD1SVBUI71X, 5733934]
[paragraph, [317.0, 823.0, 1157.0, 36.0], shoonya_1sOAD1SVBUI71X, 5733934]
[paragraph, [317.0, 859.0, 1157.0, 36.0], shoonya_1sOAD1SVBUI71X, 5733934]
[paragraph, [317.0, 895.0, 1157.0, 36.0], shoonya_1sOAD1SVBUI71X, 5733934]
[paragraph, [317.0, 931.0, 1157.0, 36.0], shoonya_1sOAD1SVBUI71X, 5733934]
[paragraph, [317.0, 967.0, 1157.0, 36.0], shoonya_1sOAD1SVBUI71X, 5733934]
[paragraph, [317.0, 1003.0, 1157.0, 36.0], shoonya_1sOAD1SVBUI71X, 5733934]
[paragraph, [317.0, 1039.0, 1157.0, 36.0], shoonya_1sOAD1SVBUI71X, 5733934]
[paragraph, [317.0, 1075.0, 1157.0, 36.0], shoonya_1sOAD1SVBUI71X, 5733934]
[paragraph, [317.0, 1111.0, 1157.0, 36.0], shoonya_1sOAD1SVBUI71X, 5733934]
[paragraph, [327.0, 1167.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1203.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1239.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1275.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1311.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1347.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1383.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1419.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1455.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1491.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1527.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1563.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1599.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1635.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1671.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1707.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1743.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1779.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1815.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1851.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1887.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [327.0, 1923.0, 1147.0, 36.0], shoonya_0s3J8FXCOSYPTL, 5733934]
[paragraph, [322.0, 2000.0, 1135.0, 36.0], shoonya_3sQDK08YZU8WQ5, 5733934]
[paragraph, [322.0, 2036.0, 1135.0, 36.0], shoonya_3sQDK08YZU8WQ5, 5733934]
[folio, [1118.0, 2159.0, 271.0, 36.0], YhPTU8eFwz, 5733934]
