[2428, 1814]
[quote, [1164.0, 141.0, 224.0, 36.0], PZJOJHEQUO, 5694346]
[quote, [1164.0, 177.0, 224.0, 36.0], PZJOJHEQUO, 5694346]
[quote, [1164.0, 213.0, 224.0, 36.0], PZJOJHEQUO, 5694346]
[quote, [1164.0, 249.0, 224.0, 36.0], PZJOJHEQUO, 5694346]
[quote, [1164.0, 285.0, 224.0, 36.0], PZJOJHEQUO, 5694346]
[quote, [745.0, 151.0, 180.0, 36.0], g1FdK3JmpF, 5694346]
[quote, [745.0, 187.0, 180.0, 36.0], g1FdK3JmpF, 5694346]
[quote, [745.0, 223.0, 180.0, 36.0], g1FdK3JmpF, 5694346]
[quote, [745.0, 259.0, 180.0, 36.0], g1FdK3JmpF, 5694346]
[quote, [940.0, 151.0, 169.0, 36.0], u1y0f3IWLJ, 5694346]
[quote, [940.0, 187.0, 169.0, 36.0], u1y0f3IWLJ, 5694346]
[quote, [940.0, 223.0, 169.0, 36.0], u1y0f3IWLJ, 5694346]
[quote, [384.0, 157.0, 205.0, 36.0], qCQQOqlash, 5694346]
[quote, [384.0, 193.0, 205.0, 36.0], qCQQOqlash, 5694346]
[quote, [384.0, 229.0, 205.0, 36.0], qCQQOqlash, 5694346]
[quote, [384.0, 265.0, 205.0, 36.0], qCQQOqlash, 5694346]
[quote, [183.0, 205.0, 141.0, 36.0], R0coMNi8lZ, 5694346]
[quote, [183.0, 241.0, 141.0, 36.0], R0coMNi8lZ, 5694346]
[quote, [183.0, 277.0, 141.0, 36.0], R0coMNi8lZ, 5694346]
[quote, [1178.0, 1382.0, 219.0, 36.0], y2sgLj6Vpc, 5694346]
[quote, [1178.0, 1418.0, 219.0, 36.0], y2sgLj6Vpc, 5694346]
[quote, [1178.0, 1454.0, 219.0, 36.0], y2sgLj6Vpc, 5694346]
[quote, [1178.0, 1490.0, 219.0, 36.0], y2sgLj6Vpc, 5694346]
[quote, [733.0, 1445.0, 350.0, 36.0], shoonya_1sM9MEQ93FL8X7, 5694346]
[quote, [733.0, 1481.0, 350.0, 36.0], shoonya_1sM9MEQ93FL8X7, 5694346]
[quote, [733.0, 1517.0, 350.0, 36.0], shoonya_1sM9MEQ93FL8X7, 5694346]
[quote, [733.0, 1553.0, 350.0, 36.0], shoonya_1sM9MEQ93FL8X7, 5694346]
[quote, [733.0, 1589.0, 350.0, 36.0], shoonya_1sM9MEQ93FL8X7, 5694346]
[quote, [733.0, 1625.0, 350.0, 36.0], shoonya_1sM9MEQ93FL8X7, 5694346]
[quote, [733.0, 1661.0, 350.0, 36.0], shoonya_1sM9MEQ93FL8X7, 5694346]
[quote, [755.0, 1928.0, 299.0, 36.0], shoonya_8s610ZKQUY2LVP, 5694346]
[quote, [755.0, 1964.0, 299.0, 36.0], shoonya_8s610ZKQUY2LVP, 5694346]
[quote, [755.0, 2000.0, 299.0, 36.0], shoonya_8s610ZKQUY2LVP, 5694346]
[quote, [755.0, 2036.0, 299.0, 36.0], shoonya_8s610ZKQUY2LVP, 5694346]
[quote, [755.0, 2072.0, 299.0, 36.0], shoonya_8s610ZKQUY2LVP, 5694346]
[quote, [755.0, 2108.0, 299.0, 36.0], shoonya_8s610ZKQUY2LVP, 5694346]
[folio, [554.0, 2297.0, 607.0, 36.0], shoonya_5sRKIVY2W1YCE9, 5694346]
