[1220, 755]
[paragraph, [49.0, 63.0, 646.0, 18.0], _T0fxqulwt, 6469530]
[paragraph, [49.0, 81.0, 646.0, 18.0], _T0fxqulwt, 6469530]
[paragraph, [49.0, 99.0, 646.0, 18.0], _T0fxqulwt, 6469530]
[paragraph, [46.0, 134.0, 647.0, 18.0], NjWtTYlFZv, 6469530]
[paragraph, [46.0, 152.0, 647.0, 18.0], NjWtTYlFZv, 6469530]
[paragraph, [46.0, 170.0, 647.0, 18.0], NjWtTYlFZv, 6469530]
[paragraph, [78.0, 200.0, 609.0, 18.0], Swm7bj_5El, 6469530]
[paragraph, [78.0, 218.0, 609.0, 18.0], Swm7bj_5El, 6469530]
[paragraph, [43.0, 241.0, 647.0, 18.0], x1iRHpssne, 6469530]
[paragraph, [43.0, 259.0, 647.0, 18.0], x1iRHpssne, 6469530]
[paragraph, [43.0, 277.0, 647.0, 18.0], x1iRHpssne, 6469530]
[paragraph, [46.0, 311.0, 650.0, 18.0], shoonya_0sXTHNMDV2VO36, 6469530]
[paragraph, [46.0, 329.0, 650.0, 18.0], shoonya_0sXTHNMDV2VO36, 6469530]
[paragraph, [46.0, 347.0, 650.0, 18.0], shoonya_0sXTHNMDV2VO36, 6469530]
[paragraph, [46.0, 365.0, 650.0, 18.0], shoonya_0sXTHNMDV2VO36, 6469530]
[paragraph, [46.0, 383.0, 650.0, 18.0], shoonya_0sXTHNMDV2VO36, 6469530]
[paragraph, [46.0, 401.0, 650.0, 18.0], shoonya_0sXTHNMDV2VO36, 6469530]
[paragraph, [46.0, 419.0, 650.0, 18.0], shoonya_0sXTHNMDV2VO36, 6469530]
[paragraph, [46.0, 437.0, 650.0, 18.0], shoonya_0sXTHNMDV2VO36, 6469530]
[paragraph, [46.0, 455.0, 650.0, 18.0], shoonya_0sXTHNMDV2VO36, 6469530]
[paragraph, [46.0, 473.0, 650.0, 18.0], shoonya_0sXTHNMDV2VO36, 6469530]
[paragraph, [46.0, 491.0, 650.0, 18.0], shoonya_0sXTHNMDV2VO36, 6469530]
[paragraph, [46.0, 509.0, 650.0, 18.0], shoonya_0sXTHNMDV2VO36, 6469530]
[paragraph, [46.0, 527.0, 650.0, 18.0], shoonya_0sXTHNMDV2VO36, 6469530]
[paragraph, [46.0, 545.0, 650.0, 18.0], shoonya_0sXTHNMDV2VO36, 6469530]
[paragraph, [46.0, 563.0, 650.0, 18.0], shoonya_0sXTHNMDV2VO36, 6469530]
[paragraph, [46.0, 581.0, 650.0, 18.0], shoonya_0sXTHNMDV2VO36, 6469530]
[paragraph, [46.0, 599.0, 650.0, 18.0], shoonya_0sXTHNMDV2VO36, 6469530]
[paragraph, [46.0, 636.0, 646.0, 18.0], c06eDCbhkr, 6469530]
[paragraph, [46.0, 654.0, 646.0, 18.0], c06eDCbhkr, 6469530]
[paragraph, [46.0, 672.0, 646.0, 18.0], c06eDCbhkr, 6469530]
[paragraph, [43.0, 705.0, 649.0, 18.0], eu_fxYGNty, 6469530]
[paragraph, [43.0, 723.0, 649.0, 18.0], eu_fxYGNty, 6469530]
[paragraph, [43.0, 741.0, 649.0, 18.0], eu_fxYGNty, 6469530]
[paragraph, [43.0, 759.0, 649.0, 18.0], eu_fxYGNty, 6469530]
[paragraph, [43.0, 777.0, 649.0, 18.0], eu_fxYGNty, 6469530]
[paragraph, [43.0, 795.0, 649.0, 18.0], eu_fxYGNty, 6469530]
[paragraph, [43.0, 813.0, 649.0, 18.0], eu_fxYGNty, 6469530]
[paragraph, [43.0, 831.0, 649.0, 18.0], eu_fxYGNty, 6469530]
[paragraph, [43.0, 849.0, 649.0, 18.0], eu_fxYGNty, 6469530]
[paragraph, [43.0, 867.0, 649.0, 18.0], eu_fxYGNty, 6469530]
[paragraph, [43.0, 885.0, 649.0, 18.0], eu_fxYGNty, 6469530]
[paragraph, [43.0, 903.0, 649.0, 18.0], eu_fxYGNty, 6469530]
[paragraph, [43.0, 921.0, 649.0, 18.0], eu_fxYGNty, 6469530]
[paragraph, [43.0, 939.0, 649.0, 18.0], eu_fxYGNty, 6469530]
[paragraph, [43.0, 957.0, 649.0, 18.0], eu_fxYGNty, 6469530]
[paragraph, [43.0, 975.0, 649.0, 18.0], eu_fxYGNty, 6469530]
[paragraph, [43.0, 993.0, 649.0, 18.0], eu_fxYGNty, 6469530]
[paragraph, [41.0, 1032.0, 652.0, 18.0], uzUfqAxJRp, 6469530]
[paragraph, [41.0, 1050.0, 652.0, 18.0], uzUfqAxJRp, 6469530]
[paragraph, [41.0, 1068.0, 652.0, 18.0], uzUfqAxJRp, 6469530]
[paragraph, [41.0, 1086.0, 652.0, 18.0], uzUfqAxJRp, 6469530]
[paragraph, [41.0, 1104.0, 652.0, 18.0], uzUfqAxJRp, 6469530]
