[2241, 1733]
[paragraph, [74.0, 221.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 257.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 293.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 329.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 365.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 401.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 437.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 473.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 509.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 545.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 581.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 617.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 653.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 689.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 725.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 761.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 797.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 833.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [74.0, 869.0, 743.0, 36.0], shoonya_5s7KHB79RYYQBM, 5653719]
[paragraph, [850.0, 224.0, 428.0, 36.0], B0CUTpQduT, 5653719]
[paragraph, [855.0, 274.0, 745.0, 36.0], shoonya_3sH8MOKQ5DLKEG, 5653719]
[paragraph, [855.0, 310.0, 745.0, 36.0], shoonya_3sH8MOKQ5DLKEG, 5653719]
[paragraph, [855.0, 346.0, 745.0, 36.0], shoonya_3sH8MOKQ5DLKEG, 5653719]
[paragraph, [855.0, 382.0, 745.0, 36.0], shoonya_3sH8MOKQ5DLKEG, 5653719]
[paragraph, [855.0, 418.0, 745.0, 36.0], shoonya_3sH8MOKQ5DLKEG, 5653719]
[paragraph, [855.0, 454.0, 745.0, 36.0], shoonya_3sH8MOKQ5DLKEG, 5653719]
[paragraph, [855.0, 490.0, 745.0, 36.0], shoonya_3sH8MOKQ5DLKEG, 5653719]
[paragraph, [855.0, 526.0, 745.0, 36.0], shoonya_3sH8MOKQ5DLKEG, 5653719]
[paragraph, [855.0, 562.0, 745.0, 36.0], shoonya_3sH8MOKQ5DLKEG, 5653719]
[paragraph, [855.0, 598.0, 745.0, 36.0], shoonya_3sH8MOKQ5DLKEG, 5653719]
[paragraph, [855.0, 634.0, 745.0, 36.0], shoonya_3sH8MOKQ5DLKEG, 5653719]
[paragraph, [855.0, 670.0, 745.0, 36.0], shoonya_3sH8MOKQ5DLKEG, 5653719]
[paragraph, [855.0, 706.0, 745.0, 36.0], shoonya_3sH8MOKQ5DLKEG, 5653719]
[paragraph, [852.0, 760.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 796.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 832.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 868.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 904.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 940.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 976.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 1012.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
[paragraph, [852.0, 1048.0, 733.0, 36.0], shoonya_2sJA47HXJ1TONP, 5653719]
