[1200, 825]
[paragraph, [138.0, 108.0, 550.0, 18.0], shoonya_0s6NNL4LDNJIPB, 5690730]
[paragraph, [138.0, 126.0, 550.0, 18.0], shoonya_0s6NNL4LDNJIPB, 5690730]
[paragraph, [138.0, 144.0, 550.0, 18.0], shoonya_0s6NNL4LDNJIPB, 5690730]
[paragraph, [140.0, 257.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 275.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 293.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 311.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 329.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 347.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 365.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 383.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 401.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 419.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 437.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 455.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 473.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 491.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 509.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 527.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 545.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 563.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 581.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 599.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 617.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [140.0, 635.0, 543.0, 18.0], JULiPMQ_BL, 5690730]
[paragraph, [141.0, 656.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 674.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 692.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 710.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 728.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 746.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 764.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 782.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 800.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 818.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 836.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 854.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 872.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 890.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 908.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 926.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 944.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 962.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 980.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 998.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 1016.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
[paragraph, [141.0, 1034.0, 536.0, 18.0], bNK3wDKz6e, 5690730]
