[1818, 1374]
[folio, [571.0, 105.0, 225.0, 36.0], shoonya_2s9GYYXX5KXOC1, 5683273]
[paragraph, [686.0, 176.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 212.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 248.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 284.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 320.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 356.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 392.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 428.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 464.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 500.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 536.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 572.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 608.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 644.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 680.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 716.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 752.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 788.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 824.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 860.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 896.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 932.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 968.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 1004.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 1040.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 1076.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 1112.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 1148.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 1184.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 1220.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 1256.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 1292.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 1328.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 1364.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 1400.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [686.0, 1436.0, 572.0, 36.0], shoonya_0sAN9RT83918YK, 5683273]
[paragraph, [104.0, 177.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 213.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 249.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 285.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 321.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 357.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 393.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 429.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 465.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 501.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 537.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 573.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 609.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 645.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 681.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 717.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 753.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 789.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 825.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 861.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 897.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 933.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 969.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1005.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1041.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1077.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1113.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1149.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1185.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1221.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1257.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1293.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1329.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1365.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1401.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1437.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1473.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1509.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1545.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1581.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1617.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [104.0, 1653.0, 569.0, 36.0], CfYHMQDQnc, 5683273]
[paragraph, [734.0, 1501.0, 475.0, 36.0], II1_0O5Bs3, 5683273]
[paragraph, [694.0, 1544.0, 573.0, 36.0], f8LBQlgJXL, 5683273]
[paragraph, [694.0, 1580.0, 573.0, 36.0], f8LBQlgJXL, 5683273]
[paragraph, [694.0, 1616.0, 573.0, 36.0], f8LBQlgJXL, 5683273]
[paragraph, [694.0, 1652.0, 573.0, 36.0], f8LBQlgJXL, 5683273]
