[1755, 1240]
[chapter-title, [255.0, 225.0, 724.0, 58.5], shoonya_8s63Z1Y0SHDBH8, 6472834]
[paragraph, [63.0, 330.0, 359.0, 36.0], shoonya_0s2H5TLT2BN1HV, 6472834]
[paragraph, [63.0, 366.0, 359.0, 36.0], shoonya_0s2H5TLT2BN1HV, 6472834]
[paragraph, [63.0, 402.0, 359.0, 36.0], shoonya_0s2H5TLT2BN1HV, 6472834]
[paragraph, [63.0, 438.0, 359.0, 36.0], shoonya_0s2H5TLT2BN1HV, 6472834]
[paragraph, [63.0, 474.0, 359.0, 36.0], shoonya_0s2H5TLT2BN1HV, 6472834]
[paragraph, [63.0, 510.0, 359.0, 36.0], shoonya_0s2H5TLT2BN1HV, 6472834]
[paragraph, [63.0, 546.0, 359.0, 36.0], shoonya_0s2H5TLT2BN1HV, 6472834]
[paragraph, [63.0, 582.0, 359.0, 36.0], shoonya_0s2H5TLT2BN1HV, 6472834]
[paragraph, [63.0, 618.0, 359.0, 36.0], shoonya_0s2H5TLT2BN1HV, 6472834]
[paragraph, [63.0, 654.0, 359.0, 36.0], shoonya_0s2H5TLT2BN1HV, 6472834]
[paragraph, [63.0, 690.0, 359.0, 36.0], shoonya_0s2H5TLT2BN1HV, 6472834]
[paragraph, [63.0, 726.0, 359.0, 36.0], shoonya_0s2H5TLT2BN1HV, 6472834]
[paragraph, [63.0, 762.0, 359.0, 36.0], shoonya_0s2H5TLT2BN1HV, 6472834]
[paragraph, [63.0, 798.0, 359.0, 36.0], shoonya_0s2H5TLT2BN1HV, 6472834]
[paragraph, [63.0, 834.0, 359.0, 36.0], shoonya_0s2H5TLT2BN1HV, 6472834]
[paragraph, [63.0, 870.0, 359.0, 36.0], shoonya_0s2H5TLT2BN1HV, 6472834]
[paragraph, [63.0, 906.0, 359.0, 36.0], shoonya_0s2H5TLT2BN1HV, 6472834]
[paragraph, [441.0, 330.0, 356.0, 36.0], shoonya_5sCJ3B7I6LUFBV, 6472834]
[paragraph, [440.0, 396.0, 356.0, 36.0], shoonya_7sF2UXRSG8EB0N, 6472834]
[paragraph, [440.0, 432.0, 356.0, 36.0], shoonya_7sF2UXRSG8EB0N, 6472834]
[paragraph, [440.0, 468.0, 356.0, 36.0], shoonya_7sF2UXRSG8EB0N, 6472834]
[paragraph, [440.0, 504.0, 356.0, 36.0], shoonya_7sF2UXRSG8EB0N, 6472834]
[paragraph, [440.0, 540.0, 356.0, 36.0], shoonya_7sF2UXRSG8EB0N, 6472834]
[paragraph, [440.0, 576.0, 356.0, 36.0], shoonya_7sF2UXRSG8EB0N, 6472834]
[paragraph, [440.0, 612.0, 356.0, 36.0], shoonya_7sF2UXRSG8EB0N, 6472834]
[paragraph, [440.0, 648.0, 356.0, 36.0], shoonya_7sF2UXRSG8EB0N, 6472834]
[figure-caption, [980.0, 620.0, 202.0, 36.0], shoonya_9sPO2736OL3NNG, 6472834]
[sidebar, [820.0, 709.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[sidebar, [820.0, 745.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[sidebar, [820.0, 781.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[sidebar, [820.0, 817.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[sidebar, [820.0, 853.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[sidebar, [820.0, 889.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[sidebar, [820.0, 925.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[sidebar, [820.0, 961.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[sidebar, [820.0, 997.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[sidebar, [820.0, 1033.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[sidebar, [820.0, 1069.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[sidebar, [820.0, 1105.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[sidebar, [820.0, 1141.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[sidebar, [820.0, 1177.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[sidebar, [820.0, 1213.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[sidebar, [820.0, 1249.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[sidebar, [820.0, 1285.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[sidebar, [820.0, 1321.0, 349.0, 36.0], shoonya_1sMV4UVGGYXZKR, 6472834]
[paragraph, [64.0, 960.0, 359.0, 36.0], shoonya_3sDPQBIXYBJONC, 6472834]
[paragraph, [64.0, 996.0, 359.0, 36.0], shoonya_3sDPQBIXYBJONC, 6472834]
[paragraph, [64.0, 1032.0, 359.0, 36.0], shoonya_3sDPQBIXYBJONC, 6472834]
[paragraph, [64.0, 1068.0, 359.0, 36.0], shoonya_3sDPQBIXYBJONC, 6472834]
