[2339, 1653]
[folio, [283.0, 212.0, 196.0, 36.0], xj3WQkFkER, 5654935]
[paragraph, [289.0, 313.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 349.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 385.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 421.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 457.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 493.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 529.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 565.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 601.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 637.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 673.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 709.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 745.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 781.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 817.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 853.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 889.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 925.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [289.0, 961.0, 1078.0, 36.0], shoonya_1sBRLZV0SEVVM8, 5654935]
[paragraph, [284.0, 1029.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1065.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1101.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1137.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1173.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1209.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1245.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1281.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1317.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1353.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1389.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1425.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1461.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1497.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1533.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1569.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1605.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1641.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1677.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1713.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1749.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1785.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1821.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1857.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1893.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1929.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 1965.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 2001.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
[paragraph, [284.0, 2037.0, 1081.0, 36.0], shoonya_0s4Q4YLFZO98GJ, 5654935]
