[2357, 1762]
[section-title, [896.0, 216.0, 194.0, 52.5], shoonya_4sT3B8435HF2E6, 5734445]
[paragraph, [384.0, 283.0, 1205.0, 36.0], fLSvPrVhQD, 5734445]
[paragraph, [384.0, 319.0, 1205.0, 36.0], fLSvPrVhQD, 5734445]
[paragraph, [384.0, 355.0, 1205.0, 36.0], fLSvPrVhQD, 5734445]
[paragraph, [389.0, 415.0, 1124.0, 36.0], uwp5bhuaSe, 5734445]
[paragraph, [389.0, 451.0, 1124.0, 36.0], uwp5bhuaSe, 5734445]
[paragraph, [389.0, 487.0, 1124.0, 36.0], uwp5bhuaSe, 5734445]
[section-title, [780.0, 564.0, 434.0, 52.5], shoonya_3sQ5MAKO4I25U1, 5734445]
[paragraph, [391.0, 642.0, 879.0, 36.0], QQeMeKnznh, 5734445]
[paragraph, [402.0, 709.0, 1177.0, 36.0], shoonya_1s6HCZRXHIMISA, 5734445]
[paragraph, [402.0, 745.0, 1177.0, 36.0], shoonya_1s6HCZRXHIMISA, 5734445]
[paragraph, [402.0, 781.0, 1177.0, 36.0], shoonya_1s6HCZRXHIMISA, 5734445]
[paragraph, [402.0, 817.0, 1177.0, 36.0], shoonya_1s6HCZRXHIMISA, 5734445]
[paragraph, [402.0, 853.0, 1177.0, 36.0], shoonya_1s6HCZRXHIMISA, 5734445]
[paragraph, [402.0, 889.0, 1177.0, 36.0], shoonya_1s6HCZRXHIMISA, 5734445]
[paragraph, [402.0, 925.0, 1177.0, 36.0], shoonya_1s6HCZRXHIMISA, 5734445]
[paragraph, [402.0, 961.0, 1177.0, 36.0], shoonya_1s6HCZRXHIMISA, 5734445]
[paragraph, [402.0, 997.0, 1177.0, 36.0], shoonya_1s6HCZRXHIMISA, 5734445]
[paragraph, [402.0, 1033.0, 1177.0, 36.0], shoonya_1s6HCZRXHIMISA, 5734445]
[paragraph, [402.0, 1069.0, 1177.0, 36.0], shoonya_1s6HCZRXHIMISA, 5734445]
[paragraph, [402.0, 1105.0, 1177.0, 36.0], shoonya_1s6HCZRXHIMISA, 5734445]
[paragraph, [402.0, 1141.0, 1177.0, 36.0], shoonya_1s6HCZRXHIMISA, 5734445]
[paragraph, [402.0, 1177.0, 1177.0, 36.0], shoonya_1s6HCZRXHIMISA, 5734445]
[paragraph, [402.0, 1213.0, 1177.0, 36.0], shoonya_1s6HCZRXHIMISA, 5734445]
[paragraph, [402.0, 1249.0, 1177.0, 36.0], shoonya_1s6HCZRXHIMISA, 5734445]
[paragraph, [402.0, 1285.0, 1177.0, 36.0], shoonya_1s6HCZRXHIMISA, 5734445]
[paragraph, [386.0, 1358.0, 1193.0, 36.0], shoonya_0sDCUP4769QC0Z, 5734445]
[paragraph, [386.0, 1394.0, 1193.0, 36.0], shoonya_0sDCUP4769QC0Z, 5734445]
[paragraph, [386.0, 1430.0, 1193.0, 36.0], shoonya_0sDCUP4769QC0Z, 5734445]
[paragraph, [386.0, 1466.0, 1193.0, 36.0], shoonya_0sDCUP4769QC0Z, 5734445]
[paragraph, [386.0, 1502.0, 1193.0, 36.0], shoonya_0sDCUP4769QC0Z, 5734445]
[paragraph, [386.0, 1538.0, 1193.0, 36.0], shoonya_0sDCUP4769QC0Z, 5734445]
[paragraph, [386.0, 1574.0, 1193.0, 36.0], shoonya_0sDCUP4769QC0Z, 5734445]
[paragraph, [386.0, 1610.0, 1193.0, 36.0], shoonya_0sDCUP4769QC0Z, 5734445]
[paragraph, [380.0, 1793.0, 1042.0, 36.0], KRIfUfId70, 5734445]
[paragraph, [380.0, 1829.0, 1042.0, 36.0], KRIfUfId70, 5734445]
[paragraph, [380.0, 1865.0, 1042.0, 36.0], KRIfUfId70, 5734445]
