[1754, 1241]
[chapter-title, [394.0, 156.0, 516.0, 58.5], 47ZwnGIj-Q, 5709334]
[ordered-list, [112.0, 266.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 302.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 338.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 374.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 410.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 446.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 482.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 518.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 554.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 590.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 626.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 662.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 698.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 734.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 770.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 806.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 842.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 878.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 914.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
[ordered-list, [112.0, 950.0, 1045.0, 36.0], shoonya_0s5SNNOW75FZXZ, 5709334]
