[1601, 1158]
[paragraph, [103.0, 79.0, 478.0, 36.0], shoonya_0sHGN3WJZ3HKM4, 5696014]
[paragraph, [103.0, 115.0, 478.0, 36.0], shoonya_0sHGN3WJZ3HKM4, 5696014]
[paragraph, [103.0, 151.0, 478.0, 36.0], shoonya_0sHGN3WJZ3HKM4, 5696014]
[paragraph, [103.0, 187.0, 478.0, 36.0], shoonya_0sHGN3WJZ3HKM4, 5696014]
[paragraph, [103.0, 223.0, 478.0, 36.0], shoonya_0sHGN3WJZ3HKM4, 5696014]
[paragraph, [103.0, 259.0, 478.0, 36.0], shoonya_0sHGN3WJZ3HKM4, 5696014]
[paragraph, [103.0, 295.0, 478.0, 36.0], shoonya_0sHGN3WJZ3HKM4, 5696014]
[paragraph, [103.0, 331.0, 478.0, 36.0], shoonya_0sHGN3WJZ3HKM4, 5696014]
[paragraph, [103.0, 367.0, 478.0, 36.0], shoonya_0sHGN3WJZ3HKM4, 5696014]
[paragraph, [103.0, 403.0, 478.0, 36.0], shoonya_0sHGN3WJZ3HKM4, 5696014]
[paragraph, [579.0, 83.0, 467.0, 36.0], shoonya_13sI0CUWMPTNV1, 5696014]
[paragraph, [579.0, 119.0, 467.0, 36.0], shoonya_13sI0CUWMPTNV1, 5696014]
[paragraph, [579.0, 155.0, 467.0, 36.0], shoonya_13sI0CUWMPTNV1, 5696014]
[paragraph, [583.0, 217.0, 463.0, 36.0], shoonya_8sRAA5DWU86B6Z, 5696014]
[paragraph, [582.0, 281.0, 468.0, 36.0], Cpe7O-X25C, 5696014]
[paragraph, [582.0, 317.0, 468.0, 36.0], Cpe7O-X25C, 5696014]
[paragraph, [582.0, 353.0, 468.0, 36.0], Cpe7O-X25C, 5696014]
[paragraph, [579.0, 439.0, 466.0, 36.0], shoonya_9s13QZENPYU84E, 5696014]
[paragraph, [579.0, 475.0, 466.0, 36.0], shoonya_9s13QZENPYU84E, 5696014]
[paragraph, [579.0, 511.0, 466.0, 36.0], shoonya_9s13QZENPYU84E, 5696014]
[paragraph, [579.0, 547.0, 466.0, 36.0], shoonya_9s13QZENPYU84E, 5696014]
[paragraph, [113.0, 469.0, 456.0, 36.0], shoonya_2sP3ISQHITHD68, 5696014]
[paragraph, [113.0, 505.0, 456.0, 36.0], shoonya_2sP3ISQHITHD68, 5696014]
[paragraph, [113.0, 541.0, 456.0, 36.0], shoonya_2sP3ISQHITHD68, 5696014]
[paragraph, [113.0, 577.0, 456.0, 36.0], shoonya_2sP3ISQHITHD68, 5696014]
[paragraph, [113.0, 613.0, 456.0, 36.0], shoonya_2sP3ISQHITHD68, 5696014]
[paragraph, [113.0, 649.0, 456.0, 36.0], shoonya_2sP3ISQHITHD68, 5696014]
[paragraph, [113.0, 685.0, 456.0, 36.0], shoonya_2sP3ISQHITHD68, 5696014]
[paragraph, [113.0, 721.0, 456.0, 36.0], shoonya_2sP3ISQHITHD68, 5696014]
[paragraph, [581.0, 601.0, 466.0, 36.0], shoonya_5sOGQETUOEBGEQ, 5696014]
[paragraph, [581.0, 637.0, 466.0, 36.0], shoonya_5sOGQETUOEBGEQ, 5696014]
[paragraph, [579.0, 696.0, 474.0, 36.0], mqC4Y_8qMC, 5696014]
[paragraph, [579.0, 732.0, 474.0, 36.0], mqC4Y_8qMC, 5696014]
[paragraph, [114.0, 782.0, 455.0, 36.0], shoonya_1sAG47FJSRD1YT, 5696014]
[paragraph, [114.0, 818.0, 455.0, 36.0], shoonya_1sAG47FJSRD1YT, 5696014]
[paragraph, [114.0, 854.0, 455.0, 36.0], shoonya_1sAG47FJSRD1YT, 5696014]
[paragraph, [114.0, 890.0, 455.0, 36.0], shoonya_1sAG47FJSRD1YT, 5696014]
[paragraph, [114.0, 926.0, 455.0, 36.0], shoonya_1sAG47FJSRD1YT, 5696014]
[paragraph, [114.0, 962.0, 455.0, 36.0], shoonya_1sAG47FJSRD1YT, 5696014]
[paragraph, [584.0, 796.0, 455.0, 36.0], shoonya_3s3U7Z25X08EY2, 5696014]
[paragraph, [584.0, 832.0, 455.0, 36.0], shoonya_3s3U7Z25X08EY2, 5696014]
[paragraph, [584.0, 868.0, 455.0, 36.0], shoonya_3s3U7Z25X08EY2, 5696014]
[paragraph, [584.0, 904.0, 455.0, 36.0], shoonya_3s3U7Z25X08EY2, 5696014]
[paragraph, [584.0, 940.0, 455.0, 36.0], shoonya_3s3U7Z25X08EY2, 5696014]
[paragraph, [584.0, 976.0, 455.0, 36.0], shoonya_3s3U7Z25X08EY2, 5696014]
[paragraph, [584.0, 1012.0, 455.0, 36.0], shoonya_3s3U7Z25X08EY2, 5696014]
[paragraph, [584.0, 1048.0, 455.0, 36.0], shoonya_3s3U7Z25X08EY2, 5696014]
[paragraph, [584.0, 1084.0, 455.0, 36.0], shoonya_3s3U7Z25X08EY2, 5696014]
[paragraph, [584.0, 1120.0, 455.0, 36.0], shoonya_3s3U7Z25X08EY2, 5696014]
[paragraph, [584.0, 1156.0, 455.0, 36.0], shoonya_3s3U7Z25X08EY2, 5696014]
[paragraph, [114.0, 1003.0, 456.0, 36.0], shoonya_4sE1VQYTW834XC, 5696014]
[paragraph, [114.0, 1039.0, 456.0, 36.0], shoonya_4sE1VQYTW834XC, 5696014]
[paragraph, [114.0, 1075.0, 456.0, 36.0], shoonya_4sE1VQYTW834XC, 5696014]
[paragraph, [114.0, 1111.0, 456.0, 36.0], shoonya_4sE1VQYTW834XC, 5696014]
[paragraph, [114.0, 1147.0, 456.0, 36.0], shoonya_4sE1VQYTW834XC, 5696014]
[paragraph, [115.0, 1194.0, 453.0, 36.0], shoonya_6s4VINGH026LV8, 5696014]
[paragraph, [115.0, 1230.0, 453.0, 36.0], shoonya_6s4VINGH026LV8, 5696014]
[paragraph, [582.0, 1202.0, 465.0, 36.0], shoonya_7s04HQYQ24QMC3, 5696014]
[paragraph, [582.0, 1238.0, 465.0, 36.0], shoonya_7s04HQYQ24QMC3, 5696014]
[paragraph, [582.0, 1274.0, 465.0, 36.0], shoonya_7s04HQYQ24QMC3, 5696014]
[paragraph, [113.0, 1291.0, 456.0, 36.0], shoonya_10s2YYSTKOMXYD, 5696014]
[paragraph, [113.0, 1327.0, 456.0, 36.0], shoonya_10s2YYSTKOMXYD, 5696014]
[paragraph, [113.0, 1363.0, 456.0, 36.0], shoonya_10s2YYSTKOMXYD, 5696014]
[paragraph, [113.0, 1399.0, 456.0, 36.0], shoonya_10s2YYSTKOMXYD, 5696014]
[paragraph, [586.0, 1332.0, 454.0, 36.0], shoonya_11s4USHFSKKBXQ, 5696014]
[paragraph, [586.0, 1368.0, 454.0, 36.0], shoonya_11s4USHFSKKBXQ, 5696014]
[paragraph, [586.0, 1404.0, 454.0, 36.0], shoonya_11s4USHFSKKBXQ, 5696014]
[folio, [514.0, 1478.0, 98.0, 36.0], dV1pNVrRBc, 5696014]
