[950, 553]
[chapter-title, [215.0, 131.0, 156.0, 30.0], shoonya_0sSIERJ2EPYC25, 5776439]
[paragraph, [14.0, 165.0, 533.0, 18.0], t3A8JmKKtg, 5776439]
[paragraph, [14.0, 183.0, 533.0, 18.0], t3A8JmKKtg, 5776439]
[paragraph, [12.0, 213.0, 532.0, 18.0], RKJsBmomUe, 5776439]
[paragraph, [12.0, 231.0, 532.0, 18.0], RKJsBmomUe, 5776439]
[paragraph, [12.0, 249.0, 532.0, 18.0], RKJsBmomUe, 5776439]
[paragraph, [12.0, 267.0, 532.0, 18.0], RKJsBmomUe, 5776439]
[paragraph, [12.0, 285.0, 532.0, 18.0], RKJsBmomUe, 5776439]
[paragraph, [12.0, 303.0, 532.0, 18.0], RKJsBmomUe, 5776439]
[paragraph, [12.0, 321.0, 532.0, 18.0], RKJsBmomUe, 5776439]
[paragraph, [12.0, 339.0, 532.0, 18.0], RKJsBmomUe, 5776439]
[paragraph, [12.0, 357.0, 532.0, 18.0], RKJsBmomUe, 5776439]
[paragraph, [12.0, 375.0, 532.0, 18.0], RKJsBmomUe, 5776439]
[paragraph, [12.0, 393.0, 532.0, 18.0], RKJsBmomUe, 5776439]
[paragraph, [12.0, 411.0, 532.0, 18.0], RKJsBmomUe, 5776439]
[paragraph, [12.0, 429.0, 532.0, 18.0], RKJsBmomUe, 5776439]
[paragraph, [13.0, 447.0, 535.0, 18.0], ilsZmYKHON, 5776439]
[paragraph, [13.0, 465.0, 535.0, 18.0], ilsZmYKHON, 5776439]
[paragraph, [13.0, 483.0, 535.0, 18.0], ilsZmYKHON, 5776439]
[paragraph, [13.0, 501.0, 535.0, 18.0], ilsZmYKHON, 5776439]
[paragraph, [13.0, 519.0, 535.0, 18.0], ilsZmYKHON, 5776439]
[paragraph, [13.0, 537.0, 535.0, 18.0], ilsZmYKHON, 5776439]
[paragraph, [8.0, 564.0, 541.0, 18.0], O6PNDg9k7N, 5776439]
[paragraph, [8.0, 582.0, 541.0, 18.0], O6PNDg9k7N, 5776439]
[paragraph, [8.0, 600.0, 541.0, 18.0], O6PNDg9k7N, 5776439]
[paragraph, [8.0, 618.0, 541.0, 18.0], O6PNDg9k7N, 5776439]
[paragraph, [8.0, 636.0, 541.0, 18.0], O6PNDg9k7N, 5776439]
[paragraph, [8.0, 654.0, 541.0, 18.0], O6PNDg9k7N, 5776439]
[paragraph, [8.0, 672.0, 541.0, 18.0], O6PNDg9k7N, 5776439]
[paragraph, [8.0, 690.0, 541.0, 18.0], O6PNDg9k7N, 5776439]
[paragraph, [8.0, 708.0, 541.0, 18.0], O6PNDg9k7N, 5776439]
[paragraph, [5.0, 715.0, 546.0, 18.0], jPFh0zWnF3, 5776439]
[paragraph, [5.0, 733.0, 546.0, 18.0], jPFh0zWnF3, 5776439]
[paragraph, [5.0, 751.0, 546.0, 18.0], jPFh0zWnF3, 5776439]
[paragraph, [5.0, 769.0, 546.0, 18.0], jPFh0zWnF3, 5776439]
[paragraph, [5.0, 787.0, 546.0, 18.0], jPFh0zWnF3, 5776439]
[paragraph, [5.0, 805.0, 546.0, 18.0], jPFh0zWnF3, 5776439]
[paragraph, [5.0, 823.0, 546.0, 18.0], jPFh0zWnF3, 5776439]
[paragraph, [5.0, 841.0, 546.0, 18.0], jPFh0zWnF3, 5776439]
