[1754, 1241]
[section-title, [380.0, 94.0, 474.0, 49.5], CCqyAjiMSW, 5706682]
[section-title, [380.0, 143.5, 474.0, 49.5], CCqyAjiMSW, 5706682]
[folio, [601.0, 237.0, 296.0, 36.0], SYssz-LT-l, 5706682]
[folio, [952.0, 237.0, 173.0, 36.0], LuZMOgHFGR, 5706682]
[folio, [153.0, 238.0, 119.0, 36.0], L1tpXKlgx5, 5706682]
[folio, [339.0, 243.0, 240.0, 36.0], sghAPIZaRN, 5706682]
[ordered-list, [133.0, 316.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 352.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 388.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 424.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 460.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 496.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 532.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 568.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 604.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 640.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 676.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 712.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 748.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 784.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 820.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 856.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 892.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 928.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 964.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1000.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1036.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1072.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1108.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1144.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1180.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1216.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1252.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1288.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1324.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1360.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1396.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1432.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1468.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1504.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1540.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1576.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[ordered-list, [133.0, 1612.0, 972.0, 36.0], fkt_Q1P4O7, 5706682]
[sub-ordered-list, [203.0, 369.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 405.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 441.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 477.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 513.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 549.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 585.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 621.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 657.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 693.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 729.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 765.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 801.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 837.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 873.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 909.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 945.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 981.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 1017.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 1053.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 1089.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 1125.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 1161.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 1197.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 1233.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 1269.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 1305.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 1341.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 1377.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 1413.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 1449.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 1485.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 1521.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 1557.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
[sub-ordered-list, [203.0, 1593.0, 902.0, 36.0], shoonya_0s67F6U637HUFQ, 5706682]
