[1288, 907]
[chapter-title, [376.0, 38.0, 250.0, 30.0], shoonya_0s5GDXYI8M53NW, 5776672]
[paragraph, [171.0, 90.0, 670.0, 18.0], i2sb9oUaC-, 5776672]
[paragraph, [171.0, 108.0, 670.0, 18.0], i2sb9oUaC-, 5776672]
[paragraph, [171.0, 126.0, 670.0, 18.0], i2sb9oUaC-, 5776672]
[paragraph, [171.0, 146.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 164.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 182.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 200.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 218.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 236.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 254.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 272.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 290.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 308.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 326.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 344.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 362.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 380.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 398.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 416.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 434.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 452.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 470.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 488.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 506.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 524.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 542.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 560.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 578.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 596.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 614.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 632.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 650.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 668.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 686.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 704.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 722.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 740.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 758.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 776.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 794.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [171.0, 812.0, 670.0, 18.0], cw_t3OPlzK, 5776672]
[paragraph, [172.0, 847.0, 671.0, 18.0], o7ogtu77bU, 5776672]
[paragraph, [172.0, 865.0, 671.0, 18.0], o7ogtu77bU, 5776672]
[paragraph, [172.0, 883.0, 671.0, 18.0], o7ogtu77bU, 5776672]
[paragraph, [172.0, 901.0, 671.0, 18.0], o7ogtu77bU, 5776672]
[paragraph, [172.0, 919.0, 671.0, 18.0], o7ogtu77bU, 5776672]
[paragraph, [174.0, 947.0, 670.0, 18.0], BAadRbkU6y, 5776672]
[paragraph, [174.0, 965.0, 670.0, 18.0], BAadRbkU6y, 5776672]
[paragraph, [174.0, 983.0, 670.0, 18.0], BAadRbkU6y, 5776672]
[paragraph, [174.0, 1001.0, 670.0, 18.0], BAadRbkU6y, 5776672]
[paragraph, [174.0, 1019.0, 670.0, 18.0], BAadRbkU6y, 5776672]
[paragraph, [174.0, 1037.0, 670.0, 18.0], BAadRbkU6y, 5776672]
[paragraph, [174.0, 1055.0, 670.0, 18.0], BAadRbkU6y, 5776672]
[paragraph, [174.0, 1073.0, 670.0, 18.0], BAadRbkU6y, 5776672]
