[792, 612]
[folio, [267.0, 48.0, 122.0, 18.0], 2OQWVvbQG0, 6495604]
[section-title, [190.0, 92.0, 266.0, 30.0], NtXLJpmoh1, 6495604]
[author, [197.0, 131.0, 106.0, 18.0], 8m2Mkvfym_, 6495604]
[paragraph, [185.0, 181.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 199.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 217.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 235.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 253.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 271.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 289.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 307.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 325.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 343.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 361.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 379.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 397.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 415.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 433.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 451.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 469.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 487.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 505.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 523.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 541.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 559.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 577.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 595.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 613.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [185.0, 631.0, 216.0, 18.0], exEQMZn02e, 6495604]
[paragraph, [188.0, 659.0, 194.0, 18.0], l_0vzz8s5O, 6495604]
[paragraph, [188.0, 677.0, 194.0, 18.0], l_0vzz8s5O, 6495604]
