[1650, 1275]
[headline, [149.0, 84.0, 995.0, 37.5], shoonya_10sK2Q3A2XQ4UF, 6472187]
[headline, [149.0, 121.5, 995.0, 37.5], shoonya_10sK2Q3A2XQ4UF, 6472187]
[paragraph, [140.0, 191.0, 322.0, 36.0], shoonya_0sXJJMB7BJP8G3, 6472187]
[paragraph, [140.0, 227.0, 322.0, 36.0], shoonya_0sXJJMB7BJP8G3, 6472187]
[paragraph, [140.0, 263.0, 322.0, 36.0], shoonya_0sXJJMB7BJP8G3, 6472187]
[paragraph, [140.0, 299.0, 322.0, 36.0], shoonya_0sXJJMB7BJP8G3, 6472187]
[paragraph, [140.0, 335.0, 322.0, 36.0], shoonya_0sXJJMB7BJP8G3, 6472187]
[paragraph, [140.0, 371.0, 322.0, 36.0], shoonya_0sXJJMB7BJP8G3, 6472187]
[paragraph, [140.0, 407.0, 322.0, 36.0], shoonya_0sXJJMB7BJP8G3, 6472187]
[paragraph, [140.0, 443.0, 322.0, 36.0], shoonya_0sXJJMB7BJP8G3, 6472187]
[paragraph, [140.0, 479.0, 322.0, 36.0], shoonya_0sXJJMB7BJP8G3, 6472187]
[paragraph, [140.0, 515.0, 322.0, 36.0], shoonya_0sXJJMB7BJP8G3, 6472187]
[paragraph, [140.0, 551.0, 322.0, 36.0], shoonya_0sXJJMB7BJP8G3, 6472187]
[paragraph, [140.0, 587.0, 322.0, 36.0], shoonya_0sXJJMB7BJP8G3, 6472187]
[paragraph, [476.0, 191.0, 322.0, 36.0], shoonya_4sXW7LM9OAHWIE, 6472187]
[paragraph, [473.0, 251.0, 323.0, 36.0], shoonya_11sH81DHEPJB81, 6472187]
[paragraph, [473.0, 287.0, 323.0, 36.0], shoonya_11sH81DHEPJB81, 6472187]
[paragraph, [473.0, 323.0, 323.0, 36.0], shoonya_11sH81DHEPJB81, 6472187]
[paragraph, [473.0, 359.0, 323.0, 36.0], shoonya_11sH81DHEPJB81, 6472187]
[paragraph, [473.0, 395.0, 323.0, 36.0], shoonya_11sH81DHEPJB81, 6472187]
[author, [999.0, 372.0, 139.0, 36.0], shoonya_14s82HUL18PNP8, 6472187]
[paragraph, [810.0, 425.0, 324.0, 36.0], shoonya_8s7JJ72XYZJI6A, 6472187]
[paragraph, [810.0, 461.0, 324.0, 36.0], shoonya_8s7JJ72XYZJI6A, 6472187]
[paragraph, [810.0, 497.0, 324.0, 36.0], shoonya_8s7JJ72XYZJI6A, 6472187]
[paragraph, [810.0, 533.0, 324.0, 36.0], shoonya_8s7JJ72XYZJI6A, 6472187]
[paragraph, [810.0, 569.0, 324.0, 36.0], shoonya_8s7JJ72XYZJI6A, 6472187]
[paragraph, [810.0, 605.0, 324.0, 36.0], shoonya_8s7JJ72XYZJI6A, 6472187]
[paragraph, [475.0, 456.0, 323.0, 36.0], shoonya_2s9FYOWXCG0GIE, 6472187]
[paragraph, [475.0, 492.0, 323.0, 36.0], shoonya_2s9FYOWXCG0GIE, 6472187]
[paragraph, [475.0, 528.0, 323.0, 36.0], shoonya_2s9FYOWXCG0GIE, 6472187]
[paragraph, [475.0, 564.0, 323.0, 36.0], shoonya_2s9FYOWXCG0GIE, 6472187]
[paragraph, [475.0, 600.0, 323.0, 36.0], shoonya_2s9FYOWXCG0GIE, 6472187]
[paragraph, [475.0, 636.0, 323.0, 36.0], shoonya_2s9FYOWXCG0GIE, 6472187]
[paragraph, [475.0, 672.0, 323.0, 36.0], shoonya_2s9FYOWXCG0GIE, 6472187]
[paragraph, [130.0, 659.0, 331.0, 36.0], shoonya_1sZ9PHXWBPAKD6, 6472187]
[paragraph, [130.0, 695.0, 331.0, 36.0], shoonya_1sZ9PHXWBPAKD6, 6472187]
[paragraph, [130.0, 731.0, 331.0, 36.0], shoonya_1sZ9PHXWBPAKD6, 6472187]
[paragraph, [130.0, 767.0, 331.0, 36.0], shoonya_1sZ9PHXWBPAKD6, 6472187]
[paragraph, [130.0, 803.0, 331.0, 36.0], shoonya_1sZ9PHXWBPAKD6, 6472187]
[paragraph, [130.0, 839.0, 331.0, 36.0], shoonya_1sZ9PHXWBPAKD6, 6472187]
[paragraph, [130.0, 875.0, 331.0, 36.0], shoonya_1sZ9PHXWBPAKD6, 6472187]
[paragraph, [130.0, 911.0, 331.0, 36.0], shoonya_1sZ9PHXWBPAKD6, 6472187]
[paragraph, [130.0, 947.0, 331.0, 36.0], shoonya_1sZ9PHXWBPAKD6, 6472187]
[paragraph, [130.0, 983.0, 331.0, 36.0], shoonya_1sZ9PHXWBPAKD6, 6472187]
[paragraph, [130.0, 1019.0, 331.0, 36.0], shoonya_1sZ9PHXWBPAKD6, 6472187]
[paragraph, [811.0, 661.0, 321.0, 36.0], shoonya_7sYK7K92GFETE3, 6472187]
[paragraph, [811.0, 697.0, 321.0, 36.0], shoonya_7sYK7K92GFETE3, 6472187]
[paragraph, [811.0, 733.0, 321.0, 36.0], shoonya_7sYK7K92GFETE3, 6472187]
[paragraph, [811.0, 769.0, 321.0, 36.0], shoonya_7sYK7K92GFETE3, 6472187]
[paragraph, [811.0, 805.0, 321.0, 36.0], shoonya_7sYK7K92GFETE3, 6472187]
[paragraph, [811.0, 841.0, 321.0, 36.0], shoonya_7sYK7K92GFETE3, 6472187]
[paragraph, [811.0, 877.0, 321.0, 36.0], shoonya_7sYK7K92GFETE3, 6472187]
[paragraph, [811.0, 913.0, 321.0, 36.0], shoonya_7sYK7K92GFETE3, 6472187]
[paragraph, [811.0, 949.0, 321.0, 36.0], shoonya_7sYK7K92GFETE3, 6472187]
[paragraph, [811.0, 985.0, 321.0, 36.0], shoonya_7sYK7K92GFETE3, 6472187]
[paragraph, [811.0, 1021.0, 321.0, 36.0], shoonya_7sYK7K92GFETE3, 6472187]
[paragraph, [811.0, 1057.0, 321.0, 36.0], shoonya_7sYK7K92GFETE3, 6472187]
[paragraph, [473.0, 747.0, 326.0, 36.0], shoonya_6s8A2KOX9BDL6F, 6472187]
[paragraph, [473.0, 783.0, 326.0, 36.0], shoonya_6s8A2KOX9BDL6F, 6472187]
[paragraph, [473.0, 819.0, 326.0, 36.0], shoonya_6s8A2KOX9BDL6F, 6472187]
[paragraph, [473.0, 855.0, 326.0, 36.0], shoonya_6s8A2KOX9BDL6F, 6472187]
[paragraph, [473.0, 891.0, 326.0, 36.0], shoonya_6s8A2KOX9BDL6F, 6472187]
[paragraph, [473.0, 927.0, 326.0, 36.0], shoonya_6s8A2KOX9BDL6F, 6472187]
[paragraph, [473.0, 963.0, 326.0, 36.0], shoonya_6s8A2KOX9BDL6F, 6472187]
[paragraph, [473.0, 999.0, 326.0, 36.0], shoonya_6s8A2KOX9BDL6F, 6472187]
[paragraph, [473.0, 1035.0, 326.0, 36.0], shoonya_6s8A2KOX9BDL6F, 6472187]
[paragraph, [473.0, 1071.0, 326.0, 36.0], shoonya_6s8A2KOX9BDL6F, 6472187]
[paragraph, [473.0, 1107.0, 326.0, 36.0], shoonya_6s8A2KOX9BDL6F, 6472187]
[paragraph, [473.0, 1143.0, 326.0, 36.0], shoonya_6s8A2KOX9BDL6F, 6472187]
[paragraph, [473.0, 1179.0, 326.0, 36.0], shoonya_6s8A2KOX9BDL6F, 6472187]
[paragraph, [138.0, 1069.0, 325.0, 36.0], shoonya_3s2HBCJFJM62FA, 6472187]
[paragraph, [138.0, 1105.0, 325.0, 36.0], shoonya_3s2HBCJFJM62FA, 6472187]
[paragraph, [138.0, 1141.0, 325.0, 36.0], shoonya_3s2HBCJFJM62FA, 6472187]
[paragraph, [138.0, 1177.0, 325.0, 36.0], shoonya_3s2HBCJFJM62FA, 6472187]
[paragraph, [138.0, 1213.0, 325.0, 36.0], shoonya_3s2HBCJFJM62FA, 6472187]
[paragraph, [138.0, 1249.0, 325.0, 36.0], shoonya_3s2HBCJFJM62FA, 6472187]
[paragraph, [138.0, 1285.0, 325.0, 36.0], shoonya_3s2HBCJFJM62FA, 6472187]
[paragraph, [138.0, 1321.0, 325.0, 36.0], shoonya_3s2HBCJFJM62FA, 6472187]
[paragraph, [138.0, 1357.0, 325.0, 36.0], shoonya_3s2HBCJFJM62FA, 6472187]
[paragraph, [138.0, 1393.0, 325.0, 36.0], shoonya_3s2HBCJFJM62FA, 6472187]
[paragraph, [138.0, 1429.0, 325.0, 36.0], shoonya_3s2HBCJFJM62FA, 6472187]
[paragraph, [138.0, 1465.0, 325.0, 36.0], shoonya_3s2HBCJFJM62FA, 6472187]
[paragraph, [810.0, 1129.0, 325.0, 36.0], shoonya_15s91GE4YE4ZEM, 6472187]
[paragraph, [810.0, 1165.0, 325.0, 36.0], shoonya_15s91GE4YE4ZEM, 6472187]
[paragraph, [810.0, 1201.0, 325.0, 36.0], shoonya_15s91GE4YE4ZEM, 6472187]
[paragraph, [810.0, 1237.0, 325.0, 36.0], shoonya_15s91GE4YE4ZEM, 6472187]
[paragraph, [810.0, 1273.0, 325.0, 36.0], shoonya_15s91GE4YE4ZEM, 6472187]
[paragraph, [810.0, 1309.0, 325.0, 36.0], shoonya_15s91GE4YE4ZEM, 6472187]
[paragraph, [810.0, 1345.0, 325.0, 36.0], shoonya_15s91GE4YE4ZEM, 6472187]
[paragraph, [810.0, 1381.0, 325.0, 36.0], shoonya_15s91GE4YE4ZEM, 6472187]
[paragraph, [810.0, 1417.0, 325.0, 36.0], shoonya_15s91GE4YE4ZEM, 6472187]
[paragraph, [810.0, 1453.0, 325.0, 36.0], shoonya_15s91GE4YE4ZEM, 6472187]
[paragraph, [475.0, 1245.0, 325.0, 36.0], shoonya_5s0IK6AE86IJPW, 6472187]
[paragraph, [475.0, 1281.0, 325.0, 36.0], shoonya_5s0IK6AE86IJPW, 6472187]
[paragraph, [475.0, 1317.0, 325.0, 36.0], shoonya_5s0IK6AE86IJPW, 6472187]
[paragraph, [475.0, 1353.0, 325.0, 36.0], shoonya_5s0IK6AE86IJPW, 6472187]
[paragraph, [475.0, 1389.0, 325.0, 36.0], shoonya_5s0IK6AE86IJPW, 6472187]
[paragraph, [475.0, 1425.0, 325.0, 36.0], shoonya_5s0IK6AE86IJPW, 6472187]
[paragraph, [475.0, 1461.0, 325.0, 36.0], shoonya_5s0IK6AE86IJPW, 6472187]
[folio, [174.0, 1529.0, 250.0, 36.0], shoonya_13sW5DTFAOC0LK, 6472187]
