[1031, 622]
[section-title, [245.0, 70.0, 134.0, 30.0], shoonya_1s5TOP7YORM4WI, 5709902]
[paragraph, [49.0, 113.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 131.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 149.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 167.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 185.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 203.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 221.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 239.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 257.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 275.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 293.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 311.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 329.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 347.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 365.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 383.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 401.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 419.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 437.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 455.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 473.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 491.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 509.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 527.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 545.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 563.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 581.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 599.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 617.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 635.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 653.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 671.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 689.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 707.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 725.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 743.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 761.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 779.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 797.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 815.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 833.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 851.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 869.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 887.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 905.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 923.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
[paragraph, [49.0, 941.0, 539.0, 18.0], shoonya_0sGV7WE3F7RVHZ, 5709902]
