[1063, 1418]
[section-title, [780.0, 170.0, 380.0, 30.0], naXYsldHwf, 5726152]
[section-title, [780.0, 200.0, 380.0, 30.0], naXYsldHwf, 5726152]
[section-title, [780.0, 230.0, 380.0, 30.0], naXYsldHwf, 5726152]
[section-title, [780.0, 260.0, 380.0, 30.0], naXYsldHwf, 5726152]
[paragraph, [775.0, 294.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 312.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 330.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 348.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 366.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 384.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 402.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 420.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 438.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 456.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 474.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 492.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 510.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 528.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 546.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 564.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 582.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 600.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 618.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [775.0, 636.0, 529.0, 18.0], shoonya_0sCVCL3FTBY3ZM, 5726152]
[paragraph, [773.0, 680.0, 527.0, 18.0], CndaYQyMHp, 5726152]
[paragraph, [773.0, 698.0, 527.0, 18.0], CndaYQyMHp, 5726152]
[paragraph, [773.0, 716.0, 527.0, 18.0], CndaYQyMHp, 5726152]
[paragraph, [773.0, 734.0, 527.0, 18.0], CndaYQyMHp, 5726152]
[paragraph, [773.0, 752.0, 527.0, 18.0], CndaYQyMHp, 5726152]
[paragraph, [773.0, 770.0, 527.0, 18.0], CndaYQyMHp, 5726152]
[paragraph, [773.0, 788.0, 527.0, 18.0], CndaYQyMHp, 5726152]
[paragraph, [773.0, 806.0, 527.0, 18.0], CndaYQyMHp, 5726152]
[paragraph, [773.0, 824.0, 527.0, 18.0], CndaYQyMHp, 5726152]
[paragraph, [773.0, 842.0, 527.0, 18.0], CndaYQyMHp, 5726152]
[paragraph, [773.0, 860.0, 527.0, 18.0], CndaYQyMHp, 5726152]
