[3509, 2480]
[paragraph, [452.0, 308.0, 1754.0, 52.5], shoonya_0sOHNSL5RWSZAX, 5723982]
[paragraph, [452.0, 360.5, 1754.0, 52.5], shoonya_0sOHNSL5RWSZAX, 5723982]
[paragraph, [452.0, 413.0, 1754.0, 52.5], shoonya_0sOHNSL5RWSZAX, 5723982]
[paragraph, [452.0, 465.5, 1754.0, 52.5], shoonya_0sOHNSL5RWSZAX, 5723982]
[paragraph, [446.0, 703.0, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 755.5, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 808.0, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 860.5, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 913.0, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 965.5, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 1018.0, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 1070.5, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 1123.0, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 1175.5, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 1228.0, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 1280.5, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 1333.0, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 1385.5, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 1438.0, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 1490.5, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 1543.0, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 1595.5, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 1648.0, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 1700.5, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [446.0, 1753.0, 1770.0, 52.5], shoonya_2sX6TF5TTROV6M, 5723982]
[paragraph, [447.0, 1892.0, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 1944.5, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 1997.0, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2049.5, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2102.0, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2154.5, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2207.0, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2259.5, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2312.0, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2364.5, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2417.0, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2469.5, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2522.0, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2574.5, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2627.0, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2679.5, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2732.0, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2784.5, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2837.0, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2889.5, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2942.0, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 2994.5, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 3047.0, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
[paragraph, [447.0, 3099.5, 1770.0, 52.5], shoonya_3sBIT0HT2N58LV, 5723982]
