[1162, 749]
[folio, [315.0, 76.0, 125.0, 18.0], shoonya_2sITA7SDS87A3U, 5699427]
[paragraph, [76.0, 121.0, 590.0, 18.0], shoonya_1s8FTDDX9GMBMA, 5699427]
[paragraph, [76.0, 139.0, 590.0, 18.0], shoonya_1s8FTDDX9GMBMA, 5699427]
[paragraph, [76.0, 157.0, 590.0, 18.0], shoonya_1s8FTDDX9GMBMA, 5699427]
[paragraph, [76.0, 175.0, 590.0, 18.0], shoonya_1s8FTDDX9GMBMA, 5699427]
[paragraph, [76.0, 193.0, 590.0, 18.0], shoonya_1s8FTDDX9GMBMA, 5699427]
[paragraph, [76.0, 211.0, 590.0, 18.0], shoonya_1s8FTDDX9GMBMA, 5699427]
[paragraph, [76.0, 229.0, 590.0, 18.0], shoonya_1s8FTDDX9GMBMA, 5699427]
[paragraph, [76.0, 247.0, 590.0, 18.0], shoonya_1s8FTDDX9GMBMA, 5699427]
[paragraph, [76.0, 265.0, 590.0, 18.0], shoonya_1s8FTDDX9GMBMA, 5699427]
[paragraph, [76.0, 283.0, 590.0, 18.0], shoonya_1s8FTDDX9GMBMA, 5699427]
[paragraph, [76.0, 301.0, 590.0, 18.0], shoonya_1s8FTDDX9GMBMA, 5699427]
[paragraph, [76.0, 319.0, 590.0, 18.0], shoonya_1s8FTDDX9GMBMA, 5699427]
[paragraph, [76.0, 337.0, 590.0, 18.0], shoonya_1s8FTDDX9GMBMA, 5699427]
[paragraph, [76.0, 355.0, 590.0, 18.0], shoonya_1s8FTDDX9GMBMA, 5699427]
[paragraph, [76.0, 373.0, 590.0, 18.0], shoonya_1s8FTDDX9GMBMA, 5699427]
[paragraph, [76.0, 391.0, 590.0, 18.0], shoonya_1s8FTDDX9GMBMA, 5699427]
[paragraph, [79.0, 432.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 450.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 468.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 486.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 504.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 522.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 540.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 558.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 576.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 594.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 612.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 630.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 648.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 666.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 684.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 702.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 720.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 738.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 756.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 774.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 792.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 810.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 828.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 846.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 864.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 882.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 900.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 918.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 936.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 954.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 972.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 990.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 1008.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [79.0, 1026.0, 589.0, 18.0], shoonya_0sUTJXN421SLDD, 5699427]
[paragraph, [114.0, 1058.0, 561.0, 18.0], bzRW1PZqho, 5699427]
