[1945, 1492]
[folio, [588.0, 206.0, 258.0, 36.0], shoonya_4s5W251TXQM8CO, 5749390]
[paragraph, [189.0, 303.0, 1043.0, 36.0], shoonya_2sL80CFIGHRPSN, 5749390]
[paragraph, [189.0, 339.0, 1043.0, 36.0], shoonya_2sL80CFIGHRPSN, 5749390]
[paragraph, [189.0, 375.0, 1043.0, 36.0], shoonya_2sL80CFIGHRPSN, 5749390]
[paragraph, [189.0, 411.0, 1043.0, 36.0], shoonya_2sL80CFIGHRPSN, 5749390]
[paragraph, [189.0, 447.0, 1043.0, 36.0], shoonya_2sL80CFIGHRPSN, 5749390]
[paragraph, [189.0, 483.0, 1043.0, 36.0], shoonya_2sL80CFIGHRPSN, 5749390]
[paragraph, [190.0, 539.0, 1045.0, 36.0], shoonya_3sSLNOKN3DK7FI, 5749390]
[paragraph, [190.0, 575.0, 1045.0, 36.0], shoonya_3sSLNOKN3DK7FI, 5749390]
[paragraph, [190.0, 611.0, 1045.0, 36.0], shoonya_3sSLNOKN3DK7FI, 5749390]
[paragraph, [190.0, 647.0, 1045.0, 36.0], shoonya_3sSLNOKN3DK7FI, 5749390]
[paragraph, [190.0, 683.0, 1045.0, 36.0], shoonya_3sSLNOKN3DK7FI, 5749390]
[paragraph, [190.0, 719.0, 1045.0, 36.0], shoonya_3sSLNOKN3DK7FI, 5749390]
[paragraph, [190.0, 755.0, 1045.0, 36.0], shoonya_3sSLNOKN3DK7FI, 5749390]
[paragraph, [195.0, 804.0, 1042.0, 36.0], shoonya_1s2EFRX9HEZTPI, 5749390]
[paragraph, [195.0, 840.0, 1042.0, 36.0], shoonya_1s2EFRX9HEZTPI, 5749390]
[paragraph, [195.0, 876.0, 1042.0, 36.0], shoonya_1s2EFRX9HEZTPI, 5749390]
[paragraph, [195.0, 912.0, 1042.0, 36.0], shoonya_1s2EFRX9HEZTPI, 5749390]
[paragraph, [192.0, 987.0, 1037.0, 36.0], shoonya_0sU01IJIW0E6GE, 5749390]
[paragraph, [192.0, 1023.0, 1037.0, 36.0], shoonya_0sU01IJIW0E6GE, 5749390]
[paragraph, [192.0, 1059.0, 1037.0, 36.0], shoonya_0sU01IJIW0E6GE, 5749390]
[paragraph, [192.0, 1095.0, 1037.0, 36.0], shoonya_0sU01IJIW0E6GE, 5749390]
[paragraph, [192.0, 1131.0, 1037.0, 36.0], shoonya_0sU01IJIW0E6GE, 5749390]
[paragraph, [192.0, 1167.0, 1037.0, 36.0], shoonya_0sU01IJIW0E6GE, 5749390]
[paragraph, [192.0, 1203.0, 1037.0, 36.0], shoonya_0sU01IJIW0E6GE, 5749390]
[paragraph, [192.0, 1239.0, 1037.0, 36.0], shoonya_0sU01IJIW0E6GE, 5749390]
[paragraph, [192.0, 1275.0, 1037.0, 36.0], shoonya_0sU01IJIW0E6GE, 5749390]
[paragraph, [192.0, 1311.0, 1037.0, 36.0], shoonya_0sU01IJIW0E6GE, 5749390]
[paragraph, [192.0, 1347.0, 1037.0, 36.0], shoonya_0sU01IJIW0E6GE, 5749390]
[paragraph, [192.0, 1383.0, 1037.0, 36.0], shoonya_0sU01IJIW0E6GE, 5749390]
[paragraph, [192.0, 1419.0, 1037.0, 36.0], shoonya_0sU01IJIW0E6GE, 5749390]
[paragraph, [192.0, 1455.0, 1037.0, 36.0], shoonya_0sU01IJIW0E6GE, 5749390]
[paragraph, [192.0, 1491.0, 1037.0, 36.0], shoonya_0sU01IJIW0E6GE, 5749390]
[paragraph, [192.0, 1527.0, 1037.0, 36.0], shoonya_0sU01IJIW0E6GE, 5749390]
[paragraph, [195.0, 1571.0, 1038.0, 36.0], shoonya_5s441MUG4IG6BV, 5749390]
[paragraph, [195.0, 1607.0, 1038.0, 36.0], shoonya_5s441MUG4IG6BV, 5749390]
[paragraph, [195.0, 1643.0, 1038.0, 36.0], shoonya_5s441MUG4IG6BV, 5749390]
