[872, 605]
[section-title, [242.0, 31.0, 113.0, 30.0], s21weX3NgR, 6456908]
[folio, [34.0, 35.0, 82.0, 18.0], shoonya_0s7D05RJT0Q3Q8, 6456908]
[paragraph, [32.0, 75.0, 268.0, 18.0], IYbBoSQD2x, 6456908]
[paragraph, [32.0, 93.0, 268.0, 18.0], IYbBoSQD2x, 6456908]
[paragraph, [300.0, 76.0, 242.0, 18.0], w8OY5cG--P, 6456908]
[paragraph, [300.0, 94.0, 242.0, 18.0], w8OY5cG--P, 6456908]
[paragraph, [301.0, 111.0, 256.0, 18.0], XV_E4Co-S0, 6456908]
[paragraph, [301.0, 129.0, 256.0, 18.0], XV_E4Co-S0, 6456908]
[paragraph, [30.0, 114.0, 258.0, 18.0], aXmZyZuZS5, 6456908]
[paragraph, [30.0, 132.0, 258.0, 18.0], aXmZyZuZS5, 6456908]
[paragraph, [30.0, 150.0, 258.0, 18.0], aXmZyZuZS5, 6456908]
[paragraph, [30.0, 168.0, 258.0, 18.0], aXmZyZuZS5, 6456908]
[paragraph, [300.0, 146.0, 258.0, 18.0], _WWxwq4ZK1, 6456908]
[paragraph, [300.0, 164.0, 258.0, 18.0], _WWxwq4ZK1, 6456908]
[paragraph, [296.0, 183.0, 252.0, 18.0], 3d72tvquSI, 6456908]
[paragraph, [296.0, 201.0, 252.0, 18.0], 3d72tvquSI, 6456908]
[paragraph, [35.0, 189.0, 262.0, 18.0], V_OiWWBRL5, 6456908]
[paragraph, [35.0, 207.0, 262.0, 18.0], V_OiWWBRL5, 6456908]
[paragraph, [35.0, 225.0, 262.0, 18.0], V_OiWWBRL5, 6456908]
[paragraph, [301.0, 219.0, 262.0, 18.0], kt2e4LP7LT, 6456908]
[paragraph, [301.0, 237.0, 262.0, 18.0], kt2e4LP7LT, 6456908]
[paragraph, [37.0, 242.0, 262.0, 18.0], yGilb9D_9q, 6456908]
[paragraph, [37.0, 260.0, 262.0, 18.0], yGilb9D_9q, 6456908]
[paragraph, [303.0, 257.0, 263.0, 18.0], xFAufEYlQV, 6456908]
[paragraph, [303.0, 275.0, 263.0, 18.0], xFAufEYlQV, 6456908]
[paragraph, [35.0, 279.0, 266.0, 18.0], Ear6BN6Esi, 6456908]
[paragraph, [35.0, 297.0, 266.0, 18.0], Ear6BN6Esi, 6456908]
[paragraph, [300.0, 292.0, 245.0, 18.0], kE53f0yKno, 6456908]
[paragraph, [300.0, 310.0, 245.0, 18.0], kE53f0yKno, 6456908]
[paragraph, [38.0, 315.0, 265.0, 18.0], fuEdXk044v, 6456908]
[paragraph, [38.0, 333.0, 265.0, 18.0], fuEdXk044v, 6456908]
[paragraph, [38.0, 351.0, 265.0, 18.0], fuEdXk044v, 6456908]
[paragraph, [38.0, 369.0, 265.0, 18.0], fuEdXk044v, 6456908]
[paragraph, [303.0, 327.0, 259.0, 18.0], FQ0gc9QXR-, 6456908]
[paragraph, [303.0, 345.0, 259.0, 18.0], FQ0gc9QXR-, 6456908]
[paragraph, [303.0, 363.0, 259.0, 18.0], FQ0gc9QXR-, 6456908]
[paragraph, [303.0, 375.0, 258.0, 18.0], GR6eob5bjl, 6456908]
[paragraph, [303.0, 393.0, 258.0, 18.0], GR6eob5bjl, 6456908]
[paragraph, [40.0, 399.0, 257.0, 18.0], H2mGJEfMhw, 6456908]
[paragraph, [40.0, 417.0, 257.0, 18.0], H2mGJEfMhw, 6456908]
[paragraph, [304.0, 408.0, 259.0, 18.0], 8XJoIEx62C, 6456908]
[paragraph, [304.0, 426.0, 259.0, 18.0], 8XJoIEx62C, 6456908]
[paragraph, [50.0, 438.0, 190.0, 18.0], -uF2aORxTg, 6456908]
[paragraph, [40.0, 453.0, 261.0, 18.0], n_F_L28vYP, 6456908]
[paragraph, [40.0, 471.0, 261.0, 18.0], n_F_L28vYP, 6456908]
[paragraph, [304.0, 465.0, 257.0, 18.0], sbL5zN-4IR, 6456908]
[paragraph, [304.0, 483.0, 257.0, 18.0], sbL5zN-4IR, 6456908]
[paragraph, [304.0, 501.0, 257.0, 18.0], sbL5zN-4IR, 6456908]
[paragraph, [40.0, 490.0, 262.0, 18.0], XW7jt8ECsy, 6456908]
[paragraph, [40.0, 508.0, 262.0, 18.0], XW7jt8ECsy, 6456908]
[paragraph, [40.0, 526.0, 262.0, 18.0], XW7jt8ECsy, 6456908]
[paragraph, [303.0, 513.0, 260.0, 18.0], T3XzBmMa1B, 6456908]
[paragraph, [303.0, 531.0, 260.0, 18.0], T3XzBmMa1B, 6456908]
[paragraph, [303.0, 549.0, 260.0, 18.0], T3XzBmMa1B, 6456908]
[paragraph, [303.0, 567.0, 260.0, 18.0], T3XzBmMa1B, 6456908]
[paragraph, [303.0, 585.0, 260.0, 18.0], T3XzBmMa1B, 6456908]
[paragraph, [303.0, 603.0, 260.0, 18.0], T3XzBmMa1B, 6456908]
[paragraph, [42.0, 544.0, 259.0, 18.0], 30Y_Pg0mdy, 6456908]
[paragraph, [39.0, 579.0, 252.0, 18.0], k1KCdywr3a, 6456908]
[paragraph, [39.0, 597.0, 252.0, 18.0], k1KCdywr3a, 6456908]
[paragraph, [42.0, 614.0, 261.0, 18.0], bhg6H_Xl8h, 6456908]
[paragraph, [42.0, 632.0, 261.0, 18.0], bhg6H_Xl8h, 6456908]
[paragraph, [42.0, 650.0, 261.0, 18.0], bhg6H_Xl8h, 6456908]
[reference, [303.0, 624.0, 262.0, 18.0], S0LwKaoUgB, 6456908]
[reference, [303.0, 642.0, 262.0, 18.0], S0LwKaoUgB, 6456908]
[reference, [303.0, 660.0, 262.0, 18.0], S0LwKaoUgB, 6456908]
[reference, [303.0, 678.0, 262.0, 18.0], S0LwKaoUgB, 6456908]
[reference, [303.0, 696.0, 262.0, 18.0], S0LwKaoUgB, 6456908]
[reference, [303.0, 714.0, 262.0, 18.0], S0LwKaoUgB, 6456908]
[reference, [303.0, 732.0, 262.0, 18.0], S0LwKaoUgB, 6456908]
[reference, [303.0, 750.0, 262.0, 18.0], S0LwKaoUgB, 6456908]
[reference, [303.0, 768.0, 262.0, 18.0], S0LwKaoUgB, 6456908]
[reference, [303.0, 786.0, 262.0, 18.0], S0LwKaoUgB, 6456908]
[reference, [303.0, 804.0, 262.0, 18.0], S0LwKaoUgB, 6456908]
[paragraph, [36.0, 684.0, 265.0, 18.0], rmVhqDQggm, 6456908]
[paragraph, [36.0, 702.0, 265.0, 18.0], rmVhqDQggm, 6456908]
[paragraph, [36.0, 720.0, 265.0, 18.0], rmVhqDQggm, 6456908]
[reference, [32.0, 741.0, 272.0, 18.0], 7sJdOxFRR1, 6456908]
[reference, [32.0, 759.0, 272.0, 18.0], 7sJdOxFRR1, 6456908]
[reference, [32.0, 777.0, 272.0, 18.0], 7sJdOxFRR1, 6456908]
[reference, [32.0, 795.0, 272.0, 18.0], 7sJdOxFRR1, 6456908]
[reference, [32.0, 813.0, 272.0, 18.0], 7sJdOxFRR1, 6456908]
