[792, 612]
[paragraph, [59.0, 49.0, 162.0, 18.0], uBwEJHcGrT, 6514384]
[paragraph, [59.0, 67.0, 162.0, 18.0], uBwEJHcGrT, 6514384]
[paragraph, [59.0, 85.0, 162.0, 18.0], uBwEJHcGrT, 6514384]
[paragraph, [59.0, 103.0, 162.0, 18.0], uBwEJHcGrT, 6514384]
[paragraph, [59.0, 121.0, 162.0, 18.0], uBwEJHcGrT, 6514384]
[paragraph, [228.0, 53.0, 159.0, 18.0], LudwBtfJkn, 6514384]
[paragraph, [228.0, 71.0, 159.0, 18.0], LudwBtfJkn, 6514384]
[paragraph, [228.0, 89.0, 159.0, 18.0], LudwBtfJkn, 6514384]
[paragraph, [228.0, 107.0, 159.0, 18.0], LudwBtfJkn, 6514384]
[paragraph, [391.0, 53.0, 160.0, 18.0], BCdTlyc47L, 6514384]
[paragraph, [391.0, 80.0, 159.0, 18.0], kA3fk8N3fy, 6514384]
[paragraph, [391.0, 98.0, 159.0, 18.0], kA3fk8N3fy, 6514384]
[paragraph, [391.0, 116.0, 159.0, 18.0], kA3fk8N3fy, 6514384]
[paragraph, [391.0, 134.0, 159.0, 18.0], kA3fk8N3fy, 6514384]
[paragraph, [391.0, 152.0, 159.0, 18.0], kA3fk8N3fy, 6514384]
[paragraph, [391.0, 170.0, 159.0, 18.0], kA3fk8N3fy, 6514384]
[paragraph, [391.0, 188.0, 159.0, 18.0], kA3fk8N3fy, 6514384]
[paragraph, [227.0, 135.0, 159.0, 18.0], R--6d5L_aE, 6514384]
[paragraph, [227.0, 153.0, 159.0, 18.0], R--6d5L_aE, 6514384]
[paragraph, [227.0, 171.0, 159.0, 18.0], R--6d5L_aE, 6514384]
[paragraph, [227.0, 189.0, 159.0, 18.0], R--6d5L_aE, 6514384]
[paragraph, [227.0, 207.0, 159.0, 18.0], R--6d5L_aE, 6514384]
[paragraph, [227.0, 225.0, 159.0, 18.0], R--6d5L_aE, 6514384]
[paragraph, [227.0, 243.0, 159.0, 18.0], R--6d5L_aE, 6514384]
[paragraph, [227.0, 261.0, 159.0, 18.0], R--6d5L_aE, 6514384]
[paragraph, [227.0, 279.0, 159.0, 18.0], R--6d5L_aE, 6514384]
[paragraph, [57.0, 147.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 165.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 183.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 201.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 219.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 237.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 255.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 273.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 291.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 309.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 327.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 345.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 363.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 381.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 399.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 417.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 435.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 453.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 471.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 489.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 507.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 525.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 543.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 561.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 579.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 597.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 615.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 633.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 651.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 669.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [57.0, 687.0, 164.0, 18.0], 47mR9fUs1y, 6514384]
[paragraph, [393.0, 224.0, 156.0, 18.0], ofQXV5FB0R, 6514384]
[paragraph, [393.0, 242.0, 156.0, 18.0], ofQXV5FB0R, 6514384]
[paragraph, [393.0, 260.0, 156.0, 18.0], ofQXV5FB0R, 6514384]
[paragraph, [393.0, 278.0, 156.0, 18.0], ofQXV5FB0R, 6514384]
[paragraph, [393.0, 296.0, 156.0, 18.0], ofQXV5FB0R, 6514384]
[paragraph, [393.0, 314.0, 156.0, 18.0], ofQXV5FB0R, 6514384]
[paragraph, [393.0, 332.0, 156.0, 18.0], ofQXV5FB0R, 6514384]
[paragraph, [393.0, 350.0, 156.0, 18.0], ofQXV5FB0R, 6514384]
[paragraph, [393.0, 368.0, 156.0, 18.0], ofQXV5FB0R, 6514384]
[paragraph, [393.0, 386.0, 156.0, 18.0], ofQXV5FB0R, 6514384]
[paragraph, [393.0, 404.0, 156.0, 18.0], ofQXV5FB0R, 6514384]
[paragraph, [226.0, 304.0, 159.0, 18.0], zVeZElt-Kl, 6514384]
[paragraph, [226.0, 322.0, 159.0, 18.0], zVeZElt-Kl, 6514384]
[paragraph, [226.0, 340.0, 159.0, 18.0], zVeZElt-Kl, 6514384]
[paragraph, [226.0, 358.0, 159.0, 18.0], zVeZElt-Kl, 6514384]
[paragraph, [226.0, 376.0, 159.0, 18.0], zVeZElt-Kl, 6514384]
