[1565, 1152]
[headline, [204.0, 451.0, 772.0, 37.5], shoonya_9sKB1SG6IPNS26, 5712814]
[headline, [204.0, 488.5, 772.0, 37.5], shoonya_9sKB1SG6IPNS26, 5712814]
[paragraph, [111.0, 602.0, 456.0, 36.0], shoonya_0sY48B8DATD7NL, 5712814]
[paragraph, [111.0, 638.0, 456.0, 36.0], shoonya_0sY48B8DATD7NL, 5712814]
[paragraph, [111.0, 674.0, 456.0, 36.0], shoonya_0sY48B8DATD7NL, 5712814]
[paragraph, [111.0, 710.0, 456.0, 36.0], shoonya_0sY48B8DATD7NL, 5712814]
[paragraph, [111.0, 746.0, 456.0, 36.0], shoonya_0sY48B8DATD7NL, 5712814]
[paragraph, [111.0, 782.0, 456.0, 36.0], shoonya_0sY48B8DATD7NL, 5712814]
[paragraph, [111.0, 818.0, 456.0, 36.0], shoonya_0sY48B8DATD7NL, 5712814]
[paragraph, [573.0, 603.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 639.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 675.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 711.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 747.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 783.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 819.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 855.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 891.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 927.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 963.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 999.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 1035.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 1071.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 1107.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 1143.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 1179.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 1215.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 1251.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [573.0, 1287.0, 461.0, 36.0], shoonya_2sS7OC701FQV6R, 5712814]
[paragraph, [111.0, 868.0, 452.0, 36.0], shoonya_1sH36QXQKUYB3F, 5712814]
[paragraph, [111.0, 904.0, 452.0, 36.0], shoonya_1sH36QXQKUYB3F, 5712814]
[paragraph, [111.0, 940.0, 452.0, 36.0], shoonya_1sH36QXQKUYB3F, 5712814]
[paragraph, [111.0, 976.0, 452.0, 36.0], shoonya_1sH36QXQKUYB3F, 5712814]
[paragraph, [111.0, 1012.0, 452.0, 36.0], shoonya_1sH36QXQKUYB3F, 5712814]
[paragraph, [111.0, 1048.0, 452.0, 36.0], shoonya_1sH36QXQKUYB3F, 5712814]
[paragraph, [111.0, 1084.0, 452.0, 36.0], shoonya_1sH36QXQKUYB3F, 5712814]
[paragraph, [111.0, 1120.0, 452.0, 36.0], shoonya_1sH36QXQKUYB3F, 5712814]
[paragraph, [111.0, 1156.0, 452.0, 36.0], shoonya_1sH36QXQKUYB3F, 5712814]
[paragraph, [111.0, 1192.0, 452.0, 36.0], shoonya_1sH36QXQKUYB3F, 5712814]
[paragraph, [112.0, 1328.0, 431.0, 36.0], shoonya_3s2K80HXJ6FCCN, 5712814]
[paragraph, [112.0, 1364.0, 431.0, 36.0], shoonya_3s2K80HXJ6FCCN, 5712814]
[paragraph, [583.0, 1369.0, 418.0, 36.0], shoonya_7s4USTW1L80XKF, 5712814]
